"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",29,8,29,51
"2",27,8,31,51
"3",29,8,29,51
"4",27,8,31,51
"5",29,8,29,51
"6",27,8,31,51
"7",29,8,29,51
"8",29,8,29,51
"9",29,8,29,51
"10",27,8,31,51
"11",30,8,28,51
"12",29,8,29,51
"13",29,8,29,51
"14",29,8,29,51
"15",27,8,31,51
"16",29,8,29,51
"17",29,8,29,51
"18",31,8,27,51
"19",31,8,27,51
"20",27,8,31,51
"21",27,8,31,51
"22",29,8,29,51
"23",29,8,29,51
"24",29,8,29,51
"25",29,8,29,51
"26",29,8,29,51
"27",27,8,31,51
"28",29,8,29,51
"29",29,8,29,51
"30",29,8,29,51
"31",29,8,29,51
"32",29,8,29,51
"33",29,8,29,51
"34",29,8,29,51
"35",29,8,29,51
"36",27,8,31,51
"37",29,8,29,51
"38",30,8,28,51
"39",31,8,27,51
"40",29,8,29,51
"41",29,8,29,51
"42",29,8,29,51
"43",31,8,27,51
"44",30,8,28,51
"45",29,8,29,51
"46",29,8,29,51
"47",29,8,29,51
"48",27,8,31,51
"49",29,8,29,51
"50",29,8,29,51
"51",29,8,29,51
"52",29,8,29,51
"53",27,8,31,51
"54",30,8,28,51
"55",27,8,31,51
"56",31,8,27,51
"57",29,8,29,51
"58",29,8,29,51
"59",29,8,29,51
"60",29,8,29,51
"61",27,8,31,51
"62",27,8,31,51
"63",29,8,29,51
"64",27,8,31,51
"65",29,8,29,51
"66",29,8,29,51
"67",29,8,29,51
"68",27,8,31,51
"69",29,8,29,51
"70",29,8,29,51
"71",29,8,29,51
"72",29,8,29,51
"73",29,8,29,51
"74",29,8,29,51
"75",31,8,27,51
"76",29,8,29,51
"77",27,8,31,51
"78",31,8,27,51
"79",29,8,29,51
"80",27,8,31,51
"81",27,8,31,51
"82",27,8,31,51
"83",31,8,27,51
"84",29,8,29,51
"85",27,8,31,51
"86",29,8,29,51
"87",29,8,29,51
"88",29,8,29,51
"89",29,8,29,51
"90",29,8,29,51
"91",29,8,29,51
"92",27,8,31,51
"93",29,8,29,51
"94",29,8,29,51
"95",31,8,27,51
"96",29,8,29,51
"97",29,8,29,51
"98",29,8,29,51
"99",29,8,29,51
"100",29,8,29,51
