"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",37,5,21,54
"2",38,5,20,54
"3",37,5,21,54
"4",37,5,21,54
"5",37,5,21,54
"6",37,5,21,54
"7",37,5,21,54
"8",37,5,21,54
"9",37,5,21,54
"10",37,5,21,54
"11",37,5,21,54
"12",37,5,21,54
"13",37,5,21,54
"14",37,5,21,54
"15",37,5,21,54
"16",37,5,21,54
"17",37,5,21,54
"18",39,5,19,54
"19",38,5,20,54
"20",37,5,21,54
"21",37,5,21,54
"22",39,5,19,54
"23",38,5,20,54
"24",37,5,21,54
"25",37,5,21,54
"26",37,5,21,54
"27",37,5,21,54
"28",37,5,21,54
"29",37,5,21,54
"30",37,5,21,54
"31",37,5,21,54
"32",37,5,21,54
"33",37,5,21,54
"34",37,5,21,54
"35",37,5,21,54
"36",37,5,21,54
"37",38,5,20,54
"38",37,5,21,54
"39",37,5,21,54
"40",37,5,21,54
"41",37,5,21,54
"42",37,5,21,54
"43",37,5,21,54
"44",39,5,19,54
"45",39,5,19,54
"46",37,5,21,54
"47",37,5,21,54
"48",37,5,21,54
"49",37,5,21,54
"50",37,5,21,54
"51",37,5,21,54
"52",37,5,21,54
"53",37,5,21,54
"54",37,5,21,54
"55",37,5,21,54
"56",37,5,21,54
"57",37,5,21,54
"58",37,5,21,54
"59",37,5,21,54
"60",37,5,21,54
"61",37,5,21,54
"62",39,5,19,54
"63",37,5,21,54
"64",37,5,21,54
"65",39,5,19,54
"66",38,5,20,54
"67",37,5,21,54
"68",37,5,21,54
"69",37,5,21,54
"70",37,5,21,54
"71",37,5,21,54
"72",37,5,21,54
"73",37,5,21,54
"74",37,5,21,54
"75",37,5,21,54
"76",37,5,21,54
"77",37,5,21,54
"78",37,5,21,54
"79",37,5,21,54
"80",37,5,21,54
"81",37,5,21,54
"82",37,5,21,54
"83",38,5,20,54
"84",37,5,21,54
"85",37,5,21,54
"86",37,5,21,54
"87",37,5,21,54
"88",37,5,21,54
"89",37,5,21,54
"90",37,5,21,54
"91",37,5,21,54
"92",37,5,21,54
"93",38,5,20,54
"94",39,5,19,54
"95",37,5,21,54
"96",37,5,21,54
"97",37,5,21,54
"98",37,5,21,54
"99",37,5,21,54
"100",37,5,21,54
