"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",42,8,16,51
"2",42,8,16,51
"3",42,8,16,51
"4",42,8,16,51
"5",42,8,16,51
"6",42,8,16,51
"7",42,8,16,51
"8",42,8,16,51
"9",42,8,16,51
"10",42,8,16,51
"11",42,8,16,51
"12",42,8,16,51
"13",42,8,16,51
"14",42,8,16,51
"15",42,8,16,51
"16",42,8,16,51
"17",42,8,16,51
"18",42,8,16,51
"19",42,8,16,51
"20",42,8,16,51
"21",42,8,16,51
"22",42,8,16,51
"23",42,8,16,51
"24",42,8,16,51
"25",42,8,16,51
"26",42,8,16,51
"27",42,8,16,51
"28",42,8,16,51
"29",42,8,16,51
"30",42,8,16,51
"31",42,8,16,51
"32",42,8,16,51
"33",42,8,16,51
"34",42,8,16,51
"35",42,8,16,51
"36",42,8,16,51
"37",42,8,16,51
"38",42,8,16,51
"39",42,8,16,51
"40",42,8,16,51
"41",42,8,16,51
"42",42,8,16,51
"43",42,8,16,51
"44",42,8,16,51
"45",42,8,16,51
"46",42,8,16,51
"47",42,8,16,51
"48",42,8,16,51
"49",42,8,16,51
"50",42,8,16,51
"51",42,8,16,51
"52",42,8,16,51
"53",42,8,16,51
"54",42,8,16,51
"55",42,8,16,51
"56",42,8,16,51
"57",42,8,16,51
"58",42,8,16,51
"59",42,8,16,51
"60",42,8,16,51
"61",42,8,16,51
"62",42,8,16,51
"63",42,8,16,51
"64",42,8,16,51
"65",42,8,16,51
"66",42,8,16,51
"67",42,8,16,51
"68",42,8,16,51
"69",42,8,16,51
"70",42,8,16,51
"71",42,8,16,51
"72",42,8,16,51
"73",42,8,16,51
"74",42,8,16,51
"75",42,8,16,51
"76",42,8,16,51
"77",42,8,16,51
"78",42,8,16,51
"79",42,8,16,51
"80",42,8,16,51
"81",42,8,16,51
"82",42,8,16,51
"83",42,8,16,51
"84",42,8,16,51
"85",42,8,16,51
"86",42,8,16,51
"87",42,8,16,51
"88",42,8,16,51
"89",42,8,16,51
"90",42,8,16,51
"91",42,8,16,51
"92",42,8,16,51
"93",42,8,16,51
"94",42,8,16,51
"95",42,8,16,51
"96",42,8,16,51
"97",42,8,16,51
"98",42,8,16,51
"99",42,8,16,51
"100",42,8,16,51
