"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",38,5,19,54
"2",38,5,19,54
"3",38,5,19,54
"4",38,5,19,54
"5",38,5,19,54
"6",38,5,19,54
"7",38,5,19,54
"8",38,5,19,54
"9",38,5,19,54
"10",38,5,19,54
"11",38,5,19,54
"12",38,5,19,54
"13",38,5,19,54
"14",38,5,19,54
"15",38,5,19,54
"16",38,5,19,54
"17",38,5,19,54
"18",38,5,19,54
"19",38,5,19,54
"20",38,5,19,54
"21",38,5,19,54
"22",38,5,19,54
"23",38,5,19,54
"24",38,5,19,54
"25",38,5,19,54
"26",38,5,19,54
"27",38,5,19,54
"28",38,5,19,54
"29",38,5,19,54
"30",38,5,19,54
"31",38,5,19,54
"32",38,5,19,54
"33",38,5,19,54
"34",38,5,19,54
"35",38,5,19,54
"36",38,5,19,54
"37",38,5,19,54
"38",38,5,19,54
"39",38,5,19,54
"40",38,5,19,54
"41",38,5,19,54
"42",38,5,19,54
"43",38,5,19,54
"44",38,5,19,54
"45",38,5,19,54
"46",38,5,19,54
"47",38,5,19,54
"48",38,5,19,54
"49",38,5,19,54
"50",38,5,19,54
"51",38,5,19,54
"52",38,5,19,54
"53",38,5,19,54
"54",38,5,19,54
"55",38,5,19,54
"56",38,5,19,54
"57",38,5,19,54
"58",38,5,19,54
"59",38,5,19,54
"60",38,5,19,54
"61",38,5,19,54
"62",38,5,19,54
"63",38,5,19,54
"64",38,5,19,54
"65",38,5,19,54
"66",38,5,19,54
"67",38,5,19,54
"68",38,5,19,54
"69",38,5,19,54
"70",38,5,19,54
"71",38,5,19,54
"72",38,5,19,54
"73",38,5,19,54
"74",38,5,19,54
"75",38,5,19,54
"76",38,5,19,54
"77",38,5,19,54
"78",38,5,19,54
"79",38,5,19,54
"80",38,5,19,54
"81",38,5,19,54
"82",38,5,19,54
"83",38,5,19,54
"84",38,5,19,54
"85",38,5,19,54
"86",38,5,19,54
"87",38,5,19,54
"88",38,5,19,54
"89",38,5,19,54
"90",38,5,19,54
"91",38,5,19,54
"92",38,5,19,54
"93",38,5,19,54
"94",38,5,19,54
"95",38,5,19,54
"96",38,5,19,54
"97",38,5,19,54
"98",38,5,19,54
"99",38,5,19,54
"100",38,5,19,54
