"","actual class","predicted class","N","median P(diving)"
"Elephas_maximus","0","2","100","0.88"
"Nyctereutes_procyonoides","0","0","0","0.31"
"Felis_felis","0","0","0","0.13"
"Ceratotherium_simum","0","2","100","0.93"
"Rhinoceros_sondaicus","0","2","100","0.76"
"Syncerus_caffer","0","2","100","0.77"
"Placodontia_indet_1","2","2","100","0.99"
"Nothosaurus_giganteus","2","2","100","0.7"
"Nothosaurus_mirabilis","2","2","100","0.95"
"Nothosaurus_150","2","2","100","1"
"Sphenodon_punctatus","0","2","100","0.69"
"Spinosaurus_.11",NA,"2","65","0.51"
"Spinosaurus_.10",NA,"2","100","0.55"
"Spinosaurus_.9",NA,"2","100","0.98"
"Spinosaurus_.8",NA,"2","100","0.97"
"Spinosaurus_.7",NA,"2","100","0.95"
"Spinosaurus_.6",NA,"2","100","0.9"
"Spinosaurus_.5",NA,"2","100","0.99"
"Spinosaurus_.4",NA,"2","100","0.98"
"Spinosaurus_.3",NA,"2","100","0.97"
"Spinosaurus_.2",NA,"2","100","0.94"
"Spinosaurus_.1",NA,"2","100","0.89"
"Spinosaurus_",NA,"2","100","0.99"
"Baryonyx.3",NA,"2","100","0.86"
"Baryonyx.2",NA,"2","100","0.95"
"Baryonyx.1",NA,"2","100","0.98"
"Suchomimus.3",NA,"0","0","0.35"
"Suchomimus.2",NA,"2","100","0.57"
"Suchomimus.1",NA,"0","0","0.34"
"Suchomimus",NA,"2","100","0.55"
"Baryonyx",NA,"2","100","0.98"
"Phalacrocorax_harrisi","2","0","0","0.3"
