"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",43,4,15,55
"2",44,4,14,55
"3",44,4,14,55
"4",44,4,14,55
"5",43,4,15,55
"6",44,4,14,55
"7",44,4,14,55
"8",44,4,14,55
"9",43,4,15,55
"10",44,4,14,55
"11",44,4,14,55
"12",43,4,15,55
"13",43,4,15,55
"14",44,4,14,55
"15",43,4,15,55
"16",43,4,15,55
"17",44,4,14,55
"18",43,4,15,55
"19",43,4,15,55
"20",43,4,15,55
"21",43,4,15,55
"22",43,4,15,55
"23",43,4,15,55
"24",43,4,15,55
"25",44,4,14,55
"26",43,4,15,55
"27",43,4,15,55
"28",43,4,15,55
"29",44,4,14,55
"30",44,4,14,55
"31",44,4,14,55
"32",43,4,15,55
"33",44,4,14,55
"34",43,4,15,55
"35",44,4,14,55
"36",44,4,14,55
"37",43,4,15,55
"38",43,4,15,55
"39",44,4,14,55
"40",43,4,15,55
"41",44,4,14,55
"42",43,4,15,55
"43",43,4,15,55
"44",43,4,15,55
"45",43,4,15,55
"46",44,4,14,55
"47",43,4,15,55
"48",43,4,15,55
"49",44,4,14,55
"50",43,4,15,55
"51",43,4,15,55
"52",43,4,15,55
"53",44,4,14,55
"54",43,4,15,55
"55",44,4,14,55
"56",44,4,14,55
"57",43,4,15,55
"58",43,4,15,55
"59",44,4,14,55
"60",44,4,14,55
"61",44,4,14,55
"62",43,4,15,55
"63",44,4,14,55
"64",44,4,14,55
"65",43,4,15,55
"66",43,4,15,55
"67",43,4,15,55
"68",44,4,14,55
"69",44,4,14,55
"70",43,4,15,55
"71",44,4,14,55
"72",44,4,14,55
"73",43,4,15,55
"74",43,4,15,55
"75",43,4,15,55
"76",43,4,15,55
"77",44,4,14,55
"78",43,4,15,55
"79",44,4,14,55
"80",44,4,14,55
"81",43,4,15,55
"82",43,4,15,55
"83",44,4,14,55
"84",44,4,14,55
"85",44,4,14,55
"86",43,4,15,55
"87",44,4,14,55
"88",43,4,15,55
"89",44,4,14,55
"90",44,4,14,55
"91",44,4,14,55
"92",44,4,14,55
"93",43,4,15,55
"94",43,4,15,55
"95",43,4,15,55
"96",44,4,14,55
"97",44,4,14,55
"98",44,4,14,55
"99",43,4,15,55
"100",43,4,15,55
