Tamandua_tetradactyla, {{100, {{37, 3, 10, 41}, 0.88}}}
Phocanella_pumila, {{100, {{37, 3, 10, 41}, 0.99}}}
Tapirus_terrestris, {{20, {{37, 3, 10, 41}, 0.67}}, {80, {{37, 3, 10, 41}, 0.68}}}
Elomeryx_borbonicus_, {{59, {{37, 3, 10, 41}, 0.28}}, {41, {{37, 3, 10, 41}, 0.27}}}
Champsosaurus, {{100, {{37, 3, 10, 41}, 0.99}}}
Neusticosaurus, {{100, {{37, 3, 10, 41}, 1.0}}}
Serpianosaurus, {{100, {{37, 3, 10, 41}, 1.0}}}
Nothosaurus_150, {{100, {{37, 3, 10, 41}, 1.0}}}
Sphenodon_punctatus, {{100, {{37, 3, 10, 41}, 0.73}}}
Spinosaurus_.11, {{4, {{37, 3, 10, 41}, 0.44}}, {10, {{37, 3, 10, 41}, 0.45}}, {17, {{37, 3, 10, 41}, 0.47}}, {32, {{37, 3, 10, 41}, 0.49}}, {25, {{37, 3, 10, 41}, 0.48}}, {9, {{37, 3, 10, 41}, 0.46}}, {3, {{37, 3, 10, 41}, 0.5}}}
Spinosaurus_.10, {{21, {{37, 3, 10, 41}, 0.53}}, {19, {{37, 3, 10, 41}, 0.51}}, {22, {{37, 3, 10, 41}, 0.54}}, {6, {{37, 3, 10, 41}, 0.55}}, {7, {{37, 3, 10, 41}, 0.49}}, {12, {{37, 3, 10, 41}, 0.52}}, {13, {{37, 3, 10, 41}, 0.5}}}
Spinosaurus_.9, {{100, {{37, 3, 10, 41}, 0.99}}}
Spinosaurus_.8, {{3, {{37, 3, 10, 41}, 0.99}}, {97, {{37, 3, 10, 41}, 0.98}}}
Spinosaurus_.7, {{58, {{37, 3, 10, 41}, 0.97}}, {42, {{37, 3, 10, 41}, 0.96}}}
Spinosaurus_.6, {{35, {{37, 3, 10, 41}, 0.93}}, {58, {{37, 3, 10, 41}, 0.92}}, {7, {{37, 3, 10, 41}, 0.91}}}
Spinosaurus_.5, {{100, {{37, 3, 10, 41}, 1.0}}}
Spinosaurus_.4, {{100, {{37, 3, 10, 41}, 0.99}}}
Spinosaurus_.3, {{100, {{37, 3, 10, 41}, 0.98}}}
Spinosaurus_.2, {{18, {{37, 3, 10, 41}, 0.95}}, {82, {{37, 3, 10, 41}, 0.96}}}
Spinosaurus_.1, {{4, {{37, 3, 10, 41}, 0.89}}, {45, {{37, 3, 10, 41}, 0.9}}, {51, {{37, 3, 10, 41}, 0.91}}}
Spinosaurus_, {{5, {{37, 3, 10, 41}, 0.99}}, {95, {{37, 3, 10, 41}, 1.0}}}
Baryonyx.3, {{1, {{37, 3, 10, 41}, 0.89}}, {98, {{37, 3, 10, 41}, 0.88}}, {1, {{37, 3, 10, 41}, 0.87}}}
Baryonyx.2, {{100, {{37, 3, 10, 41}, 0.96}}}
Baryonyx.1, {{100, {{37, 3, 10, 41}, 0.99}}}
Suchomimus.3, {{33, {{37, 3, 10, 41}, 0.31}}, {56, {{37, 3, 10, 41}, 0.3}}, {1, {{37, 3, 10, 41}, 0.32}}, {10, {{37, 3, 10, 41}, 0.29}}}
Suchomimus.2, {{59, {{37, 3, 10, 41}, 0.56}}, {2, {{37, 3, 10, 41}, 0.57}}, {39, {{37, 3, 10, 41}, 0.55}}}
Suchomimus.1, {{53, {{37, 3, 10, 41}, 0.28}}, {43, {{37, 3, 10, 41}, 0.29}}, {4, {{37, 3, 10, 41}, 0.27}}}
Suchomimus, {{56, {{37, 3, 10, 41}, 0.53}}, {42, {{37, 3, 10, 41}, 0.54}}, {2, {{37, 3, 10, 41}, 0.52}}}
Baryonyx, {{100, {{37, 3, 10, 41}, 0.99}}}
Caloenas_nicobarica, {{98, {{37, 3, 10, 41}, 0.0}}, {2, {{37, 3, 10, 41}, 0.01}}}
Palaeospheniscus, {{100, {{37, 3, 10, 41}, 0.85}}}
Chironectes_minimus, {{100, {{34, 4, 11, 43}, 0.91}}}
Procavia_capensis, {{97, {{34, 4, 11, 43}, 0.53}}, {3, {{34, 4, 11, 43}, 0.54}}}
Micropotamogale_euwenzorii, {{100, {{34, 4, 11, 43}, 0.87}}}
Rattus_rattus, {{71, {{34, 4, 11, 43}, 0.09}}, {29, {{34, 4, 11, 43}, 0.08}}}
Meles_meles, {{100, {{34, 4, 11, 43}, 0.31}}}
