{{100, {39, 2, 12, 49}}}
{{100, {39, 2, 12, 49}}}
{{100, {28, 4, 23, 47}}}
{{100, {37, 3, 14, 48}}}
{{100, {40, 5, 11, 46}}}
{{100, {42, 3, 9, 48}}}
{{100, {36, 1, 15, 50}}}
{{100, {40, 2, 11, 49}}}
{{100, {41, 5, 10, 46}}}
{{100, {40, 6, 11, 45}}}
{{33, {44, 6, 7, 45}}, {67, {43, 6, 8, 45}}}
{{100, {41, 5, 10, 46}}}
{{100, {40, 3, 11, 48}}}
{{19, {33, 5, 18, 46}}, {81, {34, 5, 17, 46}}}
{{100, {44, 3, 7, 48}}}
{{100, {42, 3, 9, 48}}}
{{100, {41, 5, 10, 46}}}
{{100, {41, 0, 10, 51}}}
{{100, {34, 1, 17, 50}}}
{{100, {35, 6, 16, 45}}}
{{100, {32, 6, 19, 45}}}
{{100, {31, 7, 20, 44}}}
{{86, {41, 7, 10, 44}}, {14, {42, 7, 9, 44}}}
{{99, {37, 4, 14, 47}}, {1, {38, 4, 13, 47}}}
{{2, {36, 5, 15, 46}}, {98, {36, 6, 15, 45}}}
{{100, {37, 3, 14, 48}}}
{{100, {40, 3, 11, 48}}}
{{8, {30, 7, 21, 44}}, {92, {31, 7, 20, 44}}}
{{100, {35, 4, 16, 47}}}
{{100, {37, 4, 14, 47}}}
{{100, {40, 5, 11, 46}}}
{{100, {37, 2, 14, 49}}}
{{98, {36, 3, 15, 48}}, {2, {35, 3, 16, 48}}}
{{100, {38, 2, 13, 49}}}
{{100, {41, 3, 10, 48}}}
{{46, {41, 5, 10, 46}}, {54, {39, 5, 12, 46}}}
{{7, {35, 4, 16, 47}}, {93, {36, 4, 15, 47}}}
{{100, {38, 5, 13, 46}}}
{{12, {40, 6, 11, 45}}, {88, {41, 6, 10, 45}}}
{{100, {35, 4, 16, 47}}}
{{100, {37, 3, 14, 48}}}
{{100, {38, 3, 13, 48}}}
{{100, {38, 4, 13, 47}}}
{{100, {38, 2, 13, 49}}}
{{58, {36, 5, 15, 46}}, {1, {35, 5, 16, 46}}, {41, {34, 5, 17, 46}}}
{{51, {37, 7, 14, 44}}, {49, {39, 7, 12, 44}}}
{{100, {45, 6, 6, 45}}}
{{100, {41, 3, 10, 48}}}
{{100, {41, 5, 10, 46}}}
{{13, {45, 5, 6, 46}}, {87, {44, 5, 7, 46}}}
{{100, {40, 4, 11, 47}}}
{{100, {42, 4, 9, 47}}}
{{100, {38, 4, 13, 47}}}
{{100, {43, 6, 8, 45}}}
{{30, {38, 5, 13, 46}}, {70, {40, 5, 11, 46}}}
{{100, {37, 5, 14, 46}}}
{{100, {40, 4, 11, 47}}}
{{100, {39, 6, 12, 45}}}
{{55, {33, 5, 18, 46}}, {45, {34, 5, 17, 46}}}
{{79, {41, 4, 10, 47}}, {21, {39, 4, 12, 47}}}
{{14, {40, 7, 11, 44}}, {62, {40, 4, 11, 47}}, {1, {40, 5, 11, 46}}, {2, {39, 4, 12, 47}}, {1, {40, 6, 11, 45}}, {20, {38, 4, 13, 47}}}
{{100, {41, 4, 10, 47}}}
{{16, {42, 6, 9, 45}}, {84, {41, 6, 10, 45}}}
{{100, {45, 2, 6, 49}}}
{{100, {42, 7, 9, 44}}}
{{100, {40, 3, 11, 48}}}
{{3, {36, 5, 15, 46}}, {2, {35, 5, 16, 46}}, {25, {34, 5, 17, 46}}, {70, {37, 5, 14, 46}}}
{{100, {38, 3, 13, 48}}}
