"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",48,5,10,54
"2",48,5,10,54
"3",48,5,10,54
"4",48,5,10,54
"5",48,5,10,54
"6",48,5,10,54
"7",48,5,10,54
"8",48,5,10,54
"9",48,5,10,54
"10",48,5,10,54
"11",48,5,10,54
"12",48,5,10,54
"13",48,5,10,54
"14",48,5,10,54
"15",48,5,10,54
"16",48,5,10,54
"17",48,5,10,54
"18",48,5,10,54
"19",48,5,10,54
"20",48,5,10,54
"21",48,5,10,54
"22",48,5,10,54
"23",48,5,10,54
"24",48,5,10,54
"25",48,5,10,54
"26",48,5,10,54
"27",48,5,10,54
"28",48,5,10,54
"29",48,5,10,54
"30",48,5,10,54
"31",48,5,10,54
"32",48,5,10,54
"33",48,5,10,54
"34",48,5,10,54
"35",48,5,10,54
"36",48,5,10,54
"37",48,5,10,54
"38",48,5,10,54
"39",48,5,10,54
"40",48,5,10,54
"41",48,5,10,54
"42",48,5,10,54
"43",48,5,10,54
"44",48,5,10,54
"45",48,5,10,54
"46",48,5,10,54
"47",48,5,10,54
"48",48,5,10,54
"49",48,5,10,54
"50",48,5,10,54
"51",48,5,10,54
"52",48,5,10,54
"53",48,5,10,54
"54",48,5,10,54
"55",48,5,10,54
"56",48,5,10,54
"57",48,5,10,54
"58",48,5,10,54
"59",48,5,10,54
"60",48,5,10,54
"61",48,5,10,54
"62",48,5,10,54
"63",48,5,10,54
"64",48,5,10,54
"65",48,5,10,54
"66",48,5,10,54
"67",48,5,10,54
"68",48,5,10,54
"69",48,5,10,54
"70",48,5,10,54
"71",48,5,10,54
"72",48,5,10,54
"73",48,5,10,54
"74",48,5,10,54
"75",48,5,10,54
"76",48,5,10,54
"77",48,5,10,54
"78",48,5,10,54
"79",48,5,10,54
"80",48,5,10,54
"81",48,5,10,54
"82",48,5,10,54
"83",48,5,10,54
"84",48,5,10,54
"85",48,5,10,54
"86",48,5,10,54
"87",48,5,10,54
"88",48,5,10,54
"89",48,5,10,54
"90",48,5,10,54
"91",48,5,10,54
"92",48,5,10,54
"93",48,5,10,54
"94",48,5,10,54
"95",48,5,10,54
"96",48,5,10,54
"97",48,5,10,54
"98",48,5,10,54
"99",48,5,10,54
"100",48,5,10,54
