"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",34,4,24,55
"2",34,4,24,55
"3",34,4,24,55
"4",34,4,24,55
"5",34,4,24,55
"6",34,4,24,55
"7",34,4,24,55
"8",34,4,24,55
"9",34,4,24,55
"10",34,4,24,55
"11",34,4,24,55
"12",34,4,24,55
"13",34,4,24,55
"14",34,4,24,55
"15",34,4,24,55
"16",34,4,24,55
"17",34,4,24,55
"18",34,4,24,55
"19",34,4,24,55
"20",34,4,24,55
"21",34,4,24,55
"22",34,4,24,55
"23",34,4,24,55
"24",34,4,24,55
"25",34,4,24,55
"26",34,4,24,55
"27",34,4,24,55
"28",34,4,24,55
"29",34,4,24,55
"30",34,4,24,55
"31",34,4,24,55
"32",34,4,24,55
"33",34,4,24,55
"34",34,4,24,55
"35",34,4,24,55
"36",34,4,24,55
"37",34,4,24,55
"38",34,4,24,55
"39",34,4,24,55
"40",34,4,24,55
"41",34,4,24,55
"42",34,4,24,55
"43",34,4,24,55
"44",34,4,24,55
"45",34,4,24,55
"46",34,4,24,55
"47",34,4,24,55
"48",34,4,24,55
"49",34,4,24,55
"50",34,4,24,55
"51",34,4,24,55
"52",34,4,24,55
"53",34,4,24,55
"54",34,4,24,55
"55",34,4,24,55
"56",34,4,24,55
"57",34,4,24,55
"58",34,4,24,55
"59",34,4,24,55
"60",34,4,24,55
"61",34,4,24,55
"62",34,4,24,55
"63",34,4,24,55
"64",34,4,24,55
"65",34,4,24,55
"66",34,4,24,55
"67",34,4,24,55
"68",34,4,24,55
"69",34,4,24,55
"70",34,4,24,55
"71",34,4,24,55
"72",34,4,24,55
"73",34,4,24,55
"74",34,4,24,55
"75",34,4,24,55
"76",34,4,24,55
"77",34,4,24,55
"78",34,4,24,55
"79",34,4,24,55
"80",34,4,24,55
"81",34,4,24,55
"82",34,4,24,55
"83",34,4,24,55
"84",34,4,24,55
"85",34,4,24,55
"86",34,4,24,55
"87",34,4,24,55
"88",34,4,24,55
"89",34,4,24,55
"90",34,4,24,55
"91",34,4,24,55
"92",34,4,24,55
"93",34,4,24,55
"94",34,4,24,55
"95",34,4,24,55
"96",34,4,24,55
"97",34,4,24,55
"98",34,4,24,55
"99",34,4,24,55
"100",34,4,24,55
