"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",36,4,22,55
"2",36,4,22,55
"3",36,4,22,55
"4",35,4,23,55
"5",35,4,23,55
"6",35,5,23,54
"7",35,4,23,55
"8",36,4,22,55
"9",35,4,23,55
"10",36,5,22,54
"11",36,4,22,55
"12",36,4,22,55
"13",34,4,24,55
"14",35,4,23,55
"15",35,4,23,55
"16",36,4,22,55
"17",34,5,24,54
"18",36,4,22,55
"19",34,5,24,54
"20",36,4,22,55
"21",35,4,23,55
"22",36,4,22,55
"23",36,5,22,54
"24",35,4,23,55
"25",36,4,22,55
"26",35,4,23,55
"27",35,4,23,55
"28",34,5,24,54
"29",35,4,23,55
"30",35,5,23,54
"31",35,4,23,55
"32",35,4,23,55
"33",36,5,22,54
"34",36,5,22,54
"35",35,4,23,55
"36",35,4,23,55
"37",35,5,23,54
"38",35,5,23,54
"39",36,4,22,55
"40",35,4,23,55
"41",36,4,22,55
"42",34,4,24,55
"43",36,4,22,55
"44",35,4,23,55
"45",36,5,22,54
"46",35,4,23,55
"47",35,4,23,55
"48",35,4,23,55
"49",36,5,22,54
"50",35,4,23,55
"51",34,4,24,55
"52",34,4,24,55
"53",35,4,23,55
"54",35,4,23,55
"55",36,4,22,55
"56",36,4,22,55
"57",36,5,22,54
"58",36,5,22,54
"59",34,4,24,55
"60",35,4,23,55
"61",35,4,23,55
"62",36,4,22,55
"63",34,5,24,54
"64",35,4,23,55
"65",36,4,22,55
"66",36,5,22,54
"67",35,5,23,54
"68",34,5,24,54
"69",36,4,22,55
"70",35,4,23,55
"71",34,4,24,55
"72",36,5,22,54
"73",34,4,24,55
"74",36,4,22,55
"75",36,4,22,55
"76",35,5,23,54
"77",35,4,23,55
"78",36,4,22,55
"79",34,4,24,55
"80",35,4,23,55
"81",35,4,23,55
"82",35,4,23,55
"83",34,5,24,54
"84",34,5,24,54
"85",36,4,22,55
"86",35,5,23,54
"87",34,4,24,55
"88",36,5,22,54
"89",36,4,22,55
"90",34,4,24,55
"91",35,4,23,55
"92",36,4,22,55
"93",36,4,22,55
"94",35,5,23,54
"95",34,4,24,55
"96",36,4,22,55
"97",36,4,22,55
"98",36,5,22,54
"99",36,4,22,55
"100",35,4,23,55
