"","actual class","predicted class","N","median P(diving)"
"Rhynchocyon_petersi","0","0","0","0.11"
"Diplomesodon_pulchellum","0","2","100","0.65"
"Otaria_byronia","2","2","100","0.83"
"Callophoca_obscura","2","2","100","0.67"
"Rupicapra_rupicapra","0","0","0","0.09"
"Dama_dama","0","0","0","0.24"
"Chapsosaurus_","2","2","100","0.96"
"Serpianosaurus","2","2","100","1"
"Spinosaurus_.11",NA,"0","0","0.44"
"Spinosaurus_.10",NA,"0","0","0.48"
"Spinosaurus_.9",NA,"2","100","0.94"
"Spinosaurus_.8",NA,"2","100","0.92"
"Spinosaurus_.7",NA,"2","100","0.87"
"Spinosaurus_.6",NA,"2","100","0.8"
"Spinosaurus_.5",NA,"2","100","0.97"
"Spinosaurus_.4",NA,"2","100","0.94"
"Spinosaurus_.3",NA,"2","100","0.91"
"Spinosaurus_.2",NA,"2","100","0.87"
"Spinosaurus_.1",NA,"2","100","0.79"
"Spinosaurus_",NA,"2","100","0.97"
"Baryonyx.3",NA,"2","100","0.73"
"Baryonyx.2",NA,"2","100","0.86"
"Baryonyx.1",NA,"2","100","0.93"
"Suchomimus.3",NA,"0","0","0.29"
"Suchomimus.2",NA,"0","0","0.46"
"Suchomimus.1",NA,"0","0","0.29"
"Suchomimus",NA,"0","0","0.45"
"Baryonyx",NA,"2","100","0.92"
"Raphus","0","0","0","0.25"
"Strigiops_habroptilus","0","0","0","0.06"
"Small_Eocene_penguin","2","2","100","0.95"
"Aptenodytes______","2","2","100","0.89"
