Dasyurus_maculatus, {{1, 0.66}, {99, 0.65}}
Nanophoca_vitulinoides, {{100, 1.0}}
Goura_cristata, {{100, 0.01}}
Caloenas_nicobarica, {{100, 0.0}}
Phoenicopterus_roseus, {{100, 0.0}}
Small_Eocene_penguin, {{100, 1.0}}
Myrmecophaga_tridactyla, {{96, 0.67}, {2, 0.68}, {2, 0.66}}
Hydromys_chrysogaster, {{1, 0.43}, {81, 0.42}, {18, 0.41}}
Noemys_fodies, {{58, 0.67}, {1, 0.68}, {41, 0.66}}
Procyon_lotor, {{35, 0.22}, {65, 0.23}}
Leptophoca_proxima, {{17, 0.52}, {1, 0.5}, {82, 0.51}}
Lama_guanicoe, {{79, 0.0}, {21, 0.01}}
Megaloceros_sp, {{100, 0.01}}
Placondontia_indet, {{100, 1.0}}
Neusticosaurus, {{100, 1.0}}
Nothosaurus_568, {{100, 1.0}}
Dyrosaurid, {{73, 0.15}, {1, 0.16}, {26, 0.14}}
Fruitadens, {{68, 0.1}, {27, 0.11}, {5, 0.09}}
Masiakasaurus, {{91, 0.06}, {9, 0.05}}
Spinosaurus_.11, {{7, 0.28}, {13, 0.3}, {11, 0.34}, {20, 0.33}, {16, 0.32}, {14, 0.31}, {1, 0.27}, {11, 0.29}, {7, 0.35}}
Spinosaurus_.10, {{9, 0.4}, {6, 0.37}, {19, 0.38}, {8, 0.33}, {6, 0.34}, {20, 0.36}, {4, 0.41}, {12, 0.39}, {16, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{77, 0.95}, {10, 0.94}, {13, 0.96}}
Spinosaurus_.6, {{21, 0.88}, {16, 0.85}, {24, 0.86}, {2, 0.84}, {37, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{98, 0.98}, {2, 0.99}}
Spinosaurus_.2, {{34, 0.95}, {66, 0.96}}
Spinosaurus_.1, {{36, 0.88}, {15, 0.86}, {26, 0.89}, {23, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{57, 0.76}, {2, 0.74}, {9, 0.77}, {32, 0.75}}
Baryonyx.2, {{87, 0.94}, {13, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{17, 0.07}, {9, 0.09}, {74, 0.08}}
Suchomimus.2, {{24, 0.24}, {37, 0.26}, {4, 0.27}, {35, 0.25}}
Suchomimus.1, {{33, 0.09}, {67, 0.08}}
Suchomimus, {{3, 0.28}, {35, 0.26}, {31, 0.27}, {31, 0.25}}
Baryonyx, {{100, 0.98}}
Podica_senegalensis, {{48, 0.07}, {52, 0.08}}
Sarothrura_rufa, {{13, 0.2}, {87, 0.19}}
Pelagodroma_marina, {{100, 0.01}}
Palaeospheniscus, {{100, 0.96}}
Mus_musculus, {{100, 0.01}}
Diplomesodon_pulchellum, {{12, 0.91}, {88, 0.9}}
Hexaprotodon_garyam, {{32, 0.34}, {7, 0.36}, {61, 0.35}}
Alces_americanus, {{85, 0.04}, {15, 0.03}}
Chapsosaurus_, {{100, 1.0}}
Ichtyosaurus_, {{96, 0.04}, {4, 0.03}}
Serpianosaurus, {{100, 1.0}}
Syntarsus_, {{99, 0.01}, {1, 0.02}}
Spinosaurus_.11, {{16, 0.22}, {1, 0.2}, {23, 0.24}, {11, 0.26}, {3, 0.27}, {20, 0.23}, {20, 0.25}, {6, 0.21}}
Spinosaurus_.10, {{24, 0.28}, {19, 0.3}, {2, 0.33}, {7, 0.32}, {3, 0.26}, {11, 0.27}, {19, 0.29}, {15, 0.31}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{75, 0.95}, {24, 0.94}, {1, 0.96}}
Spinosaurus_.6, {{25, 0.85}, {2, 0.81}, {34, 0.84}, {16, 0.82}, {23, 0.83}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{11, 0.98}, {89, 0.99}}
Spinosaurus_.2, {{4, 0.95}, {96, 0.96}}
Spinosaurus_.1, {{41, 0.88}, {3, 0.85}, {26, 0.86}, {30, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{8, 0.68}, {38, 0.67}, {41, 0.66}, {13, 0.65}}
Baryonyx.2, {{68, 0.92}, {32, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{4, 0.04}, {96, 0.03}}
Suchomimus.2, {{3, 0.15}, {2, 0.12}, {45, 0.13}, {50, 0.14}}
Suchomimus.1, {{51, 0.04}, {49, 0.03}}
Suchomimus, {{55, 0.15}, {14, 0.16}, {31, 0.14}}
Baryonyx, {{100, 0.98}}
Tyrannosaurus, {{33, 0.15}, {2, 0.16}, {10, 0.13}, {55, 0.14}}
Oviraptor_caenagnathid, {{100, 0.01}}
Rahonavis, {{65, 0.07}, {35, 0.06}}
Apteryx_australis, {{1, 0.09}, {99, 0.08}}
Anas_erythroincha, {{89, 0.12}, {11, 0.11}}
Anas_discors, {{8, 0.01}, {92, 0.02}}
Raphus, {{80, 0.1}, {20, 0.09}}
Atlantisia_rogersi, {{100, 0.03}}
Glareola_pratincola, {{100, 0.02}}
Phalacrocorax_harrisi, {{24, 0.37}, {76, 0.38}}
Desmana_moschata, {{100, 0.98}}
Euroscaptor_micrura, {{51, 0.45}, {49, 0.46}}
Ursus_maritimus, {{32, 0.07}, {68, 0.08}}
Dicerorhinus_sumatrensis, {{10, 0.63}, {79, 0.64}, {11, 0.65}}
Basilosaurus, {{100, 0.99}}
Maiacetus, {{100, 1.0}}
Champsosaurus, {{100, 1.0}}
Simosaurus, {{100, 1.0}}
Simosaurus_1, {{27, 0.88}, {15, 0.86}, {58, 0.87}}
Cryptoclidus, {{100, 1.0}}
Spinosaurus_.11, {{14, 0.28}, {13, 0.3}, {1, 0.24}, {1, 0.32}, {8, 0.31}, {18, 0.27}, {25, 0.29}, {12, 0.26}, {8, 0.25}}
Spinosaurus_.10, {{5, 0.37}, {8, 0.3}, {1, 0.38}, {12, 0.34}, {15, 0.36}, {16, 0.33}, {17, 0.32}, {10, 0.31}, {16, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{92, 0.98}, {8, 0.99}}
Spinosaurus_.7, {{61, 0.95}, {1, 0.94}, {38, 0.96}}
Spinosaurus_.6, {{11, 0.88}, {19, 0.85}, {21, 0.86}, {5, 0.84}, {44, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{38, 0.98}, {62, 0.99}}
Spinosaurus_.2, {{8, 0.95}, {92, 0.96}}
Spinosaurus_.1, {{30, 0.88}, {7, 0.86}, {1, 0.9}, {35, 0.89}, {27, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{26, 0.73}, {1, 0.76}, {55, 0.74}, {18, 0.75}}
Baryonyx.2, {{97, 0.94}, {3, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{71, 0.06}, {29, 0.05}}
Suchomimus.2, {{13, 0.22}, {37, 0.2}, {44, 0.21}, {6, 0.19}}
Suchomimus.1, {{10, 0.07}, {83, 0.06}, {7, 0.05}}
Suchomimus, {{40, 0.22}, {7, 0.2}, {12, 0.23}, {41, 0.21}}
Baryonyx, {{70, 0.98}, {30, 0.99}}
Tinamou, {{100, 0.0}}
Chauna_chavaria, {{100, 0.0}}
Porphyrio_Poliocephalus, {{100, 0.01}}
Porzana_carolina, {{100, 0.02}}
Trybonix_ventralis, {{100, 0.0}}
Strigiops_habroptilus, {{100, 0.01}}
Xenicus_giliventris, {{100, 0.0}}
Spheniscus, {{100, 0.99}}
Chironectes_minimus, {{100, 0.97}}
Monodelphis_domestica, {{2, 0.88}, {98, 0.87}}
Procavia_capensis, {{2, 0.43}, {18, 0.45}, {80, 0.44}}
Desmostylus_hesperus, {{78, 0.04}, {22, 0.03}}
Microgale_thomasi, {{95, 0.07}, {5, 0.06}}
Hemiechinus_azurites, {{9, 0.76}, {91, 0.75}}
Meles_meles, {{4, 0.1}, {85, 0.11}, {11, 0.12}}
Otaria_byronia, {{19, 0.9}, {81, 0.89}}
Callophoca_obscura, {{37, 0.5}, {63, 0.51}}
Rhaeticosaurus, {{100, 1.0}}
Plesiosaurus, {{100, 1.0}}
Stegosaurus_sp, {{98, 0.95}, {2, 0.96}}
Spinosaurus_.11, {{13, 0.28}, {2, 0.22}, {16, 0.24}, {16, 0.26}, {21, 0.27}, {8, 0.23}, {17, 0.25}, {7, 0.29}}
Spinosaurus_.10, {{9, 0.28}, {17, 0.3}, {11, 0.34}, {1, 0.36}, {19, 0.33}, {10, 0.32}, {17, 0.31}, {11, 0.29}, {5, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{57, 0.98}, {43, 0.99}}
Spinosaurus_.7, {{53, 0.95}, {47, 0.96}}
Spinosaurus_.6, {{2, 0.88}, {24, 0.85}, {20, 0.86}, {12, 0.84}, {1, 0.83}, {41, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.99}}
Spinosaurus_.2, {{53, 0.96}, {47, 0.97}}
Spinosaurus_.1, {{26, 0.88}, {4, 0.86}, {2, 0.9}, {45, 0.89}, {23, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{8, 0.73}, {37, 0.71}, {45, 0.72}, {10, 0.7}}
Baryonyx.2, {{89, 0.94}, {11, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{91, 0.04}, {9, 0.05}}
Suchomimus.2, {{19, 0.18}, {1, 0.15}, {50, 0.17}, {30, 0.16}}
Suchomimus.1, {{51, 0.04}, {49, 0.05}}
Suchomimus, {{39, 0.18}, {2, 0.2}, {26, 0.17}, {33, 0.19}}
Baryonyx, {{15, 0.98}, {85, 0.99}}
Condorraptor, {{100, 0.01}}
Gobiraptor_, {{1, 0.04}, {3, 0.06}, {96, 0.05}}
Dromaius_, {{100, 0.0}}
Eudromia_elegans, {{22, 0.03}, {78, 0.02}}
Turdus_olivator, {{7, 0.03}, {93, 0.02}}
Phaeton_aethereus, {{84, 0.07}, {16, 0.06}}
Loxodonta_africana, {{82, 0.9}, {18, 0.89}}
Tenrec_ecaudatus, {{32, 0.86}, {68, 0.87}}
Castor_fiber, {{31, 0.59}, {69, 0.6}}
Vulpes_vulpes, {{100, 0.02}}
Sus_scrofa, {{100, 0.02}}
Rodhocetus, {{55, 0.98}, {45, 0.97}}
Okapia_johnstoni, {{62, 0.12}, {38, 0.11}}
Giraffa_camelopardalis, {{82, 0.04}, {18, 0.03}}
Rangifer_tarandus, {{100, 0.0}}
Nothosaurus_giganteus, {{29, 0.53}, {52, 0.54}, {1, 0.52}, {18, 0.55}}
Lepidus, {{100, 0.0}}
Spinosaurus_.11, {{18, 0.28}, {22, 0.3}, {5, 0.32}, {11, 0.31}, {17, 0.27}, {18, 0.29}, {7, 0.26}, {2, 0.25}}
Spinosaurus_.10, {{10, 0.37}, {1, 0.38}, {25, 0.33}, {11, 0.36}, {9, 0.34}, {14, 0.32}, {9, 0.31}, {21, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{96, 0.98}, {4, 0.97}}
Spinosaurus_.7, {{42, 0.95}, {57, 0.94}, {1, 0.93}}
Spinosaurus_.6, {{25, 0.85}, {38, 0.86}, {26, 0.84}, {10, 0.83}, {1, 0.82}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{84, 0.95}, {5, 0.94}, {11, 0.96}}
Spinosaurus_.1, {{6, 0.88}, {18, 0.85}, {27, 0.86}, {49, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{29, 0.73}, {2, 0.74}, {54, 0.72}, {15, 0.71}}
Baryonyx.2, {{16, 0.92}, {84, 0.93}}
Baryonyx.1, {{46, 0.98}, {54, 0.99}}
Suchomimus.3, {{57, 0.07}, {43, 0.06}}
Suchomimus.2, {{42, 0.22}, {5, 0.2}, {14, 0.23}, {39, 0.21}}
Suchomimus.1, {{79, 0.07}, {18, 0.06}, {3, 0.08}}
Suchomimus, {{40, 0.22}, {9, 0.24}, {43, 0.23}, {8, 0.21}}
Baryonyx, {{100, 0.98}}
Confuciusornis_sanctus, {{100, 0.01}}
Avimaia, {{100, 0.01}}
Rhynchotus_rufescens_, {{100, 0.02}}
Gallus_domesticus, {{100, 0.01}}
Anas_aucklandica, {{78, 0.03}, {22, 0.02}}
Aramus_guarauna, {{100, 0.0}}
Nestor_notabilis, {{100, 0.01}}
Mammuthus_sp, {{5, 0.63}, {49, 0.64}, {46, 0.65}}
Rattus_rattus, {{100, 0.08}}
Indohyus, {{100, 0.98}}
Brachyodus_onoideum, {{63, 0.58}, {37, 0.57}}
Hippopotamus_amphibius, {{100, 0.88}}
Bison_bonasus, {{100, 0.02}}
Capreolus_capreolus, {{100, 0.01}}
Paraplacodus, {{100, 1.0}}
Placodontia_indet_1, {{100, 1.0}}
Pistosaurus, {{100, 1.0}}
Nothosaurus_mirabilis_1, {{90, 0.95}, {10, 0.94}}
Nothosaurus_102, {{100, 1.0}}
Sphenodon_punctatus, {{25, 0.88}, {75, 0.87}}
Alligator, {{100, 0.97}}
Asilisaurus, {{100, 0.01}}
Dysalotosaurus, {{19, 0.73}, {42, 0.74}, {39, 0.75}}
Spinosaurus_.11, {{9, 0.3}, {27, 0.34}, {9, 0.36}, {14, 0.33}, {19, 0.32}, {9, 0.31}, {13, 0.35}}
Spinosaurus_.10, {{19, 0.4}, {13, 0.37}, {1, 0.43}, {23, 0.38}, {10, 0.36}, {7, 0.42}, {1, 0.35}, {12, 0.39}, {14, 0.41}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{54, 0.95}, {46, 0.96}}
Spinosaurus_.6, {{51, 0.88}, {1, 0.85}, {17, 0.86}, {3, 0.89}, {28, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{41, 0.98}, {59, 0.99}}
Spinosaurus_.2, {{96, 0.96}, {4, 0.97}}
Spinosaurus_.1, {{30, 0.88}, {27, 0.9}, {41, 0.89}, {2, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{60, 0.76}, {17, 0.77}, {23, 0.75}}
Baryonyx.2, {{100, 0.94}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{66, 0.07}, {34, 0.08}}
Suchomimus.2, {{36, 0.24}, {4, 0.26}, {19, 0.23}, {41, 0.25}}
Suchomimus.1, {{23, 0.07}, {1, 0.09}, {76, 0.08}}
Suchomimus, {{7, 0.24}, {44, 0.26}, {8, 0.27}, {41, 0.25}}
Baryonyx, {{94, 0.98}, {6, 0.99}}
Anser_fabalis, {{100, 0.04}}
Psophia_crepitans_napensis, {{79, 0.04}, {21, 0.03}}
Elephas_maximus, {{42, 0.67}, {55, 0.66}, {3, 0.65}}
Micropotamogale_euwenzorii, {{91, 0.94}, {9, 0.93}}
Lutra_vulgaris, {{69, 0.92}, {31, 0.93}}
Taxidea_taxus, {{64, 0.37}, {36, 0.36}}
Paguma_larvata, {{3, 0.22}, {34, 0.24}, {63, 0.23}}
Tapirus_terrestris, {{7, 0.33}, {65, 0.32}, {28, 0.31}}
Rhinoceros_sondaicus, {{3, 0.43}, {49, 0.45}, {5, 0.46}, {43, 0.44}}
Cephalophus_silvicultor, {{62, 0.2}, {38, 0.19}}
Syncerus_caffer, {{54, 0.54}, {46, 0.55}}
Caiman_yacare, {{100, 0.98}}
Ramphorynchus, {{68, 0.3}, {23, 0.31}, {9, 0.29}}
Spinosaurus_.11, {{7, 0.28}, {14, 0.3}, {10, 0.34}, {21, 0.33}, {17, 0.32}, {11, 0.31}, {1, 0.27}, {12, 0.29}, {7, 0.35}}
Spinosaurus_.10, {{9, 0.4}, {12, 0.37}, {16, 0.38}, {11, 0.34}, {8, 0.33}, {12, 0.36}, {2, 0.32}, {1, 0.41}, {11, 0.39}, {18, 0.35}}
Spinosaurus_.9, {{41, 0.98}, {59, 0.99}}
Spinosaurus_.8, {{36, 0.98}, {64, 0.97}}
Spinosaurus_.7, {{64, 0.94}, {6, 0.95}, {30, 0.93}}
Spinosaurus_.6, {{30, 0.85}, {27, 0.86}, {20, 0.84}, {7, 0.82}, {16, 0.83}}
Spinosaurus_.5, {{5, 0.99}, {95, 1.0}}
Spinosaurus_.4, {{7, 0.98}, {93, 0.99}}
Spinosaurus_.3, {{62, 0.98}, {38, 0.97}}
Spinosaurus_.2, {{43, 0.94}, {53, 0.95}, {4, 0.93}}
Spinosaurus_.1, {{1, 0.88}, {21, 0.85}, {34, 0.86}, {17, 0.84}, {2, 0.83}, {25, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{38, 0.73}, {45, 0.74}, {8, 0.72}, {9, 0.75}}
Baryonyx.2, {{76, 0.92}, {24, 0.93}}
Baryonyx.1, {{100, 0.98}}
Suchomimus.3, {{15, 0.1}, {65, 0.09}, {20, 0.08}}
Suchomimus.2, {{4, 0.28}, {3, 0.24}, {38, 0.26}, {27, 0.27}, {28, 0.25}}
Suchomimus.1, {{37, 0.1}, {59, 0.09}, {4, 0.08}}
Suchomimus, {{18, 0.28}, {33, 0.26}, {39, 0.27}, {10, 0.25}}
Baryonyx, {{96, 0.98}, {4, 0.97}}
Torvosaurus, {{47, 0.68}, {20, 0.67}, {1, 0.66}, {31, 0.69}, {1, 0.7}}
Oviraptor_, {{100, 0.01}}
Hesperornis, {{12, 0.88}, {3, 0.86}, {85, 0.87}}
Crypturellus_tataupa, {{56, 0.04}, {44, 0.05}}
Anseranas_semipalmata, {{100, 0.01}}
Columba_, {{37, 0.01}, {63, 0.02}}
Rynochetus_jubatus, {{98, 0.01}, {2, 0.02}}
Rhynchocyon_petersi, {{100, 0.01}}
Tamandua_tetradactyla, {{1, 0.84}, {99, 0.83}}
Mustela_nivalis, {{17, 0.22}, {3, 0.24}, {80, 0.23}}
Remingtonocetus, {{88, 0.71}, {12, 0.7}}
Elomeryx_borbonicus_, {{86, 0.06}, {14, 0.05}}
Rupicapra_rupicapra, {{57, 0.0}, {43, 0.01}}
Dama_dama, {{100, 0.03}}
Pogona_viceps, {{100, 0.01}}
Scutellosaurus_lawleri, {{15, 0.37}, {20, 0.34}, {27, 0.36}, {4, 0.33}, {34, 0.35}}
Spinosaurus_.11, {{9, 0.3}, {21, 0.33}, {20, 0.34}, {1, 0.36}, {18, 0.32}, {17, 0.31}, {1, 0.29}, {13, 0.35}}
Spinosaurus_.10, {{16, 0.4}, {22, 0.37}, {15, 0.38}, {12, 0.36}, {1, 0.42}, {9, 0.35}, {6, 0.41}, {19, 0.39}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{83, 0.95}, {15, 0.94}, {2, 0.96}}
Spinosaurus_.6, {{1, 0.88}, {23, 0.85}, {25, 0.86}, {1, 0.84}, {50, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{34, 0.95}, {66, 0.96}}
Spinosaurus_.1, {{51, 0.88}, {5, 0.86}, {14, 0.89}, {30, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{4, 0.76}, {41, 0.74}, {55, 0.75}}
Baryonyx.2, {{9, 0.94}, {91, 0.93}}
Baryonyx.1, {{6, 0.98}, {94, 0.99}}
Suchomimus.3, {{24, 0.07}, {2, 0.09}, {74, 0.08}}
Suchomimus.2, {{38, 0.24}, {9, 0.26}, {8, 0.23}, {45, 0.25}}
Suchomimus.1, {{23, 0.09}, {77, 0.08}}
Suchomimus, {{6, 0.24}, {47, 0.26}, {10, 0.27}, {37, 0.25}}
Baryonyx, {{100, 0.98}}
Asfaltovenator, {{100, 0.0}}
Allosaurus_, {{8, 0.06}, {92, 0.05}}
Tyrannotitan, {{36, 0.34}, {42, 0.33}, {22, 0.32}}
Gorgosaurus, {{2, 0.53}, {17, 0.56}, {33, 0.54}, {48, 0.55}}
Deinonychus, {{2, 0.28}, {54, 0.26}, {31, 0.27}, {13, 0.25}}
Porphyrio_hochstetteri, {{1, 0.04}, {99, 0.05}}
Xenicus_longipes, {{72, 0.04}, {28, 0.05}}
Fregata_aquila, {{100, 0.0}}
large_eocene_stem_penguin, {{100, 1.0}}
Ornithorhynchus_anatinus, {{85, 0.96}, {15, 0.97}}
Phocanella_pumila, {{100, 0.99}}
Nyctereutes_procyonoides, {{86, 0.15}, {11, 0.16}, {3, 0.14}}
Ceratotherium_simum, {{91, 0.86}, {9, 0.87}}
Bos_taurus, {{55, 0.43}, {45, 0.42}}
Psephoderma, {{100, 0.98}}
Anarosaurus, {{100, 1.0}}
Nothosaurus_150, {{100, 1.0}}
Protochampsidae, {{44, 0.34}, {32, 0.33}, {3, 0.32}, {21, 0.35}}
Metryorhynchus, {{5, 0.96}, {95, 0.97}}
Mussaurus, {{17, 0.3}, {22, 0.33}, {12, 0.34}, {27, 0.32}, {16, 0.31}, {6, 0.29}}
Spinosaurus_.11, {{8, 0.37}, {4, 0.3}, {5, 0.38}, {13, 0.33}, {16, 0.36}, {11, 0.34}, {14, 0.32}, {9, 0.31}, {2, 0.29}, {18, 0.35}}
Spinosaurus_.10, {{9, 0.4}, {13, 0.37}, {6, 0.43}, {16, 0.38}, {9, 0.36}, {9, 0.42}, {7, 0.35}, {10, 0.39}, {20, 0.41}, {1, 0.44}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{68, 0.95}, {7, 0.94}, {25, 0.96}}
Spinosaurus_.6, {{33, 0.88}, {2, 0.85}, {16, 0.86}, {27, 0.89}, {22, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{47, 0.95}, {3, 0.94}, {50, 0.96}}
Spinosaurus_.1, {{30, 0.88}, {15, 0.86}, {2, 0.9}, {31, 0.89}, {22, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{25, 0.78}, {61, 0.79}, {14, 0.8}}
Baryonyx.2, {{92, 0.94}, {8, 0.95}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{20, 0.12}, {64, 0.11}, {16, 0.1}}
Suchomimus.2, {{24, 0.3}, {4, 0.33}, {28, 0.32}, {40, 0.31}, {4, 0.29}}
Suchomimus.1, {{25, 0.12}, {66, 0.11}, {9, 0.1}}
Suchomimus, {{27, 0.3}, {4, 0.33}, {32, 0.32}, {37, 0.31}}
Baryonyx, {{100, 0.98}}
Australovenator, {{5, 0.04}, {95, 0.05}}
Troodon_formosus, {{7, 0.53}, {45, 0.52}, {15, 0.5}, {33, 0.51}}
Apteryx_owenii_, {{49, 0.04}, {51, 0.05}}
Meleagris, {{86, 0.0}, {14, 0.01}}
Cygnus_olor, {{24, 0.18}, {76, 0.19}}
Tribonyx_mortieri, {{35, 0.1}, {65, 0.11}}
Aptenodytes______, {{100, 0.99}}
