Taxidea_taxus, {{4, {{89, 6, 17, 49}, 0.32}}, {7, {{89, 7, 17, 48}, 0.33}}, {70, {{89, 7, 17, 48}, 0.32}}, {19, {{89, 6, 17, 49}, 0.33}}}
Procyon_lotor, {{14, {{89, 6, 17, 49}, 0.18}}, {2, {{89, 7, 17, 48}, 0.19}}, {1, {{89, 7, 17, 48}, 0.17}}, {74, {{89, 7, 17, 48}, 0.18}}, {9, {{89, 6, 17, 49}, 0.19}}}
Leptophoca_proxima, {{23, {{89, 6, 17, 49}, 0.47}}, {44, {{89, 7, 17, 48}, 0.47}}, {33, {{89, 7, 17, 48}, 0.46}}}
Dicerorhinus_sumatrensis, {{61, {{89, 7, 17, 48}, 0.63}}, {16, {{89, 7, 17, 48}, 0.62}}, {23, {{89, 6, 17, 49}, 0.63}}}
Capreolus_capreolus, {{77, {{89, 7, 17, 48}, 0.0}}, {23, {{89, 6, 17, 49}, 0.0}}}
Alces_americanus, {{59, {{89, 7, 17, 48}, 0.04}}, {21, {{89, 6, 17, 49}, 0.05}}, {18, {{89, 7, 17, 48}, 0.05}}, {2, {{89, 6, 17, 49}, 0.04}}}
Ichtyosaurus_, {{23, {{89, 7, 17, 48}, 0.04}}, {23, {{89, 6, 17, 49}, 0.05}}, {54, {{89, 7, 17, 48}, 0.05}}}
Serpianosaurus, {{23, {{89, 6, 17, 49}, 1.0}}, {77, {{89, 7, 17, 48}, 1.0}}}
Lacerta_viridis, {{37, {{89, 7, 17, 48}, 0.43}}, {17, {{89, 6, 17, 49}, 0.44}}, {40, {{89, 7, 17, 48}, 0.44}}, {6, {{89, 6, 17, 49}, 0.43}}}
Protochampsidae, {{5, {{89, 6, 17, 49}, 0.28}}, {18, {{89, 7, 17, 48}, 0.26}}, {27, {{89, 7, 17, 48}, 0.28}}, {6, {{89, 6, 17, 49}, 0.29}}, {10, {{89, 6, 17, 49}, 0.27}}, {1, {{89, 7, 17, 48}, 0.25}}, {4, {{89, 7, 17, 48}, 0.29}}, {27, {{89, 7, 17, 48}, 0.27}}, {2, {{89, 6, 17, 49}, 0.26}}}
Spinosaurus_.11, {{2, {{89, 6, 17, 49}, 0.23}}, {7, {{89, 6, 17, 49}, 0.28}}, {15, {{89, 7, 17, 48}, 0.26}}, {3, {{89, 7, 17, 48}, 0.22}}, {15, {{89, 7, 17, 48}, 0.23}}, {5, {{89, 7, 17, 48}, 0.28}}, {3, {{89, 6, 17, 49}, 0.24}}, {5, {{89, 6, 17, 49}, 0.25}}, {11, {{89, 7, 17, 48}, 0.24}}, {4, {{89, 6, 17, 49}, 0.27}}, {12, {{89, 7, 17, 48}, 0.25}}, {16, {{89, 7, 17, 48}, 0.27}}, {2, {{89, 6, 17, 49}, 0.26}}}
Spinosaurus_.10, {{11, {{89, 7, 17, 48}, 0.3}}, {6, {{89, 7, 17, 48}, 0.34}}, {4, {{89, 6, 17, 49}, 0.32}}, {1, {{89, 6, 17, 49}, 0.28}}, {7, {{89, 7, 17, 48}, 0.33}}, {1, {{89, 7, 17, 48}, 0.35}}, {12, {{89, 7, 17, 48}, 0.32}}, {18, {{89, 7, 17, 48}, 0.28}}, {4, {{89, 6, 17, 49}, 0.29}}, {2, {{89, 6, 17, 49}, 0.31}}, {2, {{89, 6, 17, 49}, 0.3}}, {10, {{89, 7, 17, 48}, 0.29}}, {5, {{89, 6, 17, 49}, 0.34}}, {2, {{89, 7, 17, 48}, 0.27}}, {5, {{89, 6, 17, 49}, 0.33}}, {10, {{89, 7, 17, 48}, 0.31}}}
Spinosaurus_.9, {{77, {{89, 7, 17, 48}, 0.99}}, {23, {{89, 6, 17, 49}, 0.99}}}
Spinosaurus_.8, {{35, {{89, 7, 17, 48}, 0.99}}, {10, {{89, 6, 17, 49}, 0.98}}, {42, {{89, 7, 17, 48}, 0.98}}, {13, {{89, 6, 17, 49}, 0.99}}}
Spinosaurus_.7, {{28, {{89, 7, 17, 48}, 0.95}}, {16, {{89, 6, 17, 49}, 0.96}}, {49, {{89, 7, 17, 48}, 0.96}}, {7, {{89, 6, 17, 49}, 0.95}}}
Spinosaurus_.6, {{14, {{89, 6, 17, 49}, 0.87}}, {6, {{89, 7, 17, 48}, 0.88}}, {7, {{89, 7, 17, 48}, 0.84}}, {23, {{89, 7, 17, 48}, 0.87}}, {6, {{89, 6, 17, 49}, 0.85}}, {3, {{89, 6, 17, 49}, 0.86}}, {22, {{89, 7, 17, 48}, 0.85}}, {19, {{89, 7, 17, 48}, 0.86}}}
Spinosaurus_.5, {{23, {{89, 6, 17, 49}, 1.0}}, {77, {{89, 7, 17, 48}, 1.0}}}
Spinosaurus_.4, {{77, {{89, 7, 17, 48}, 0.99}}, {23, {{89, 6, 17, 49}, 0.99}}}
Spinosaurus_.3, {{75, {{89, 7, 17, 48}, 0.99}}, {2, {{89, 7, 17, 48}, 0.98}}, {23, {{89, 6, 17, 49}, 0.99}}}
Spinosaurus_.2, {{21, {{89, 7, 17, 48}, 0.97}}, {15, {{89, 6, 17, 49}, 0.96}}, {56, {{89, 7, 17, 48}, 0.96}}, {8, {{89, 6, 17, 49}, 0.97}}}
Spinosaurus_.1, {{6, {{89, 6, 17, 49}, 0.88}}, {6, {{89, 6, 17, 49}, 0.87}}, {21, {{89, 7, 17, 48}, 0.88}}, {22, {{89, 7, 17, 48}, 0.87}}, {11, {{89, 6, 17, 49}, 0.89}}, {3, {{89, 7, 17, 48}, 0.9}}, {2, {{89, 7, 17, 48}, 0.86}}, {29, {{89, 7, 17, 48}, 0.89}}}
Spinosaurus_, {{23, {{89, 6, 17, 49}, 1.0}}, {77, {{89, 7, 17, 48}, 1.0}}}
Baryonyx.3, {{1, {{89, 7, 17, 48}, 0.7}}, {11, {{89, 7, 17, 48}, 0.71}}, {2, {{89, 6, 17, 49}, 0.74}}, {2, {{89, 7, 17, 48}, 0.74}}, {8, {{89, 6, 17, 49}, 0.72}}, {13, {{89, 6, 17, 49}, 0.73}}, {43, {{89, 7, 17, 48}, 0.72}}, {20, {{89, 7, 17, 48}, 0.73}}}
Baryonyx.2, {{23, {{89, 6, 17, 49}, 0.94}}, {1, {{89, 7, 17, 48}, 0.93}}, {76, {{89, 7, 17, 48}, 0.94}}}
Baryonyx.1, {{77, {{89, 7, 17, 48}, 0.99}}, {23, {{89, 6, 17, 49}, 0.99}}}
Suchomimus.3, {{69, {{89, 7, 17, 48}, 0.04}}, {16, {{89, 6, 17, 49}, 0.05}}, {8, {{89, 7, 17, 48}, 0.05}}, {7, {{89, 6, 17, 49}, 0.04}}}
