Alligator, {{100, 0.88}}
Spinosaurus_.11, {{42, 0.47}, {28, 0.45}, {21, 0.46}, {8, 0.48}, {1, 0.44}}
Spinosaurus_.10, {{27, 0.5}, {26, 0.51}, {27, 0.49}, {20, 0.48}}
Spinosaurus_.9, {{40, 0.95}, {60, 0.96}}
Spinosaurus_.8, {{95, 0.94}, {5, 0.93}}
Spinosaurus_.7, {{91, 0.9}, {9, 0.89}}
Spinosaurus_.6, {{29, 0.84}, {51, 0.83}, {20, 0.82}}
Spinosaurus_.5, {{100, 0.98}}
Spinosaurus_.4, {{100, 0.95}}
Spinosaurus_.3, {{100, 0.93}}
Spinosaurus_.2, {{24, 0.88}, {76, 0.89}}
Spinosaurus_.1, {{45, 0.81}, {47, 0.82}, {8, 0.8}}
Spinosaurus_, {{54, 0.98}, {46, 0.97}}
Baryonyx.3, {{14, 0.78}, {86, 0.77}}
Baryonyx.2, {{100, 0.89}}
Baryonyx.1, {{100, 0.95}}
Suchomimus.3, {{45, 0.33}, {55, 0.32}}
Suchomimus.2, {{87, 0.5}, {11, 0.51}, {2, 0.49}}
Suchomimus.1, {{1, 0.3}, {37, 0.32}, {62, 0.31}}
Suchomimus, {{3, 0.5}, {92, 0.49}, {5, 0.48}}
Baryonyx, {{100, 0.94}}
Spinosaurus_.11, {{20, 0.47}, {24, 0.45}, {35, 0.46}, {21, 0.44}}
Spinosaurus_.10, {{11, 0.47}, {38, 0.5}, {23, 0.49}, {28, 0.48}}
Spinosaurus_.9, {{99, 0.95}, {1, 0.96}}
Spinosaurus_.8, {{39, 0.94}, {61, 0.93}}
Spinosaurus_.7, {{50, 0.9}, {50, 0.89}}
Spinosaurus_.6, {{3, 0.81}, {50, 0.83}, {47, 0.82}}
Spinosaurus_.5, {{90, 0.98}, {10, 0.97}}
Spinosaurus_.4, {{77, 0.95}, {23, 0.94}}
Spinosaurus_.3, {{27, 0.92}, {73, 0.93}}
Spinosaurus_.2, {{68, 0.88}, {32, 0.89}}
Spinosaurus_.1, {{59, 0.81}, {41, 0.8}}
Spinosaurus_, {{100, 0.97}}
Baryonyx.3, {{59, 0.76}, {41, 0.77}}
Baryonyx.2, {{95, 0.88}, {5, 0.89}}
Baryonyx.1, {{100, 0.95}}
Suchomimus.3, {{12, 0.33}, {80, 0.32}, {8, 0.31}}
Suchomimus.2, {{49, 0.5}, {51, 0.49}}
Suchomimus.1, {{9, 0.3}, {8, 0.32}, {83, 0.31}}
Suchomimus, {{78, 0.48}, {22, 0.49}}
Baryonyx, {{100, 0.94}}
Caloenas_nicobarica, {{100, 0.02}}
Dasyurus_maculatus, {{100, 0.63}}
Spinosaurus_.11, {{41, 0.47}, {29, 0.45}, {24, 0.46}, {1, 0.48}, {5, 0.44}}
Spinosaurus_.10, {{37, 0.5}, {11, 0.51}, {25, 0.49}, {27, 0.48}}
Spinosaurus_.9, {{83, 0.95}, {17, 0.96}}
Spinosaurus_.8, {{57, 0.94}, {43, 0.93}}
Spinosaurus_.7, {{62, 0.9}, {38, 0.89}}
Spinosaurus_.6, {{53, 0.83}, {47, 0.82}}
Spinosaurus_.5, {{98, 0.98}, {2, 0.97}}
Spinosaurus_.4, {{98, 0.95}, {2, 0.94}}
Spinosaurus_.3, {{14, 0.92}, {86, 0.93}}
Spinosaurus_.2, {{46, 0.88}, {54, 0.89}}
Spinosaurus_.1, {{60, 0.81}, {13, 0.82}, {27, 0.8}}
Spinosaurus_, {{11, 0.98}, {89, 0.97}}
Baryonyx.3, {{21, 0.76}, {79, 0.77}}
Baryonyx.2, {{65, 0.88}, {35, 0.89}}
Baryonyx.1, {{100, 0.95}}
Suchomimus.3, {{11, 0.33}, {81, 0.32}, {8, 0.31}}
Suchomimus.2, {{53, 0.5}, {47, 0.49}}
Suchomimus.1, {{9, 0.3}, {8, 0.32}, {83, 0.31}}
Suchomimus, {{68, 0.48}, {32, 0.49}}
Baryonyx, {{100, 0.94}}
Desmana_moschata, {{31, 0.9}, {69, 0.89}}
Spinosaurus_.11, {{30, 0.47}, {16, 0.45}, {26, 0.46}, {27, 0.48}, {1, 0.49}}
Spinosaurus_.10, {{25, 0.5}, {1, 0.52}, {37, 0.51}, {27, 0.49}, {10, 0.48}}
Spinosaurus_.9, {{67, 0.95}, {33, 0.96}}
Spinosaurus_.8, {{75, 0.94}, {25, 0.93}}
Spinosaurus_.7, {{81, 0.9}, {19, 0.89}}
Spinosaurus_.6, {{22, 0.84}, {57, 0.83}, {21, 0.82}}
Spinosaurus_.5, {{100, 0.98}}
