Alligator, {{1, {{99, 8, 21, 50}, 0.96}}, {32, {{100, 9, 20, 49}, 0.96}}, {67, {{99, 9, 21, 49}, 0.96}}}
Spinosaurus_.11, {{5, {{100, 9, 20, 49}, 0.31}}, {5, {{100, 9, 20, 49}, 0.3}}, {6, {{99, 9, 21, 49}, 0.27}}, {11, {{99, 9, 21, 49}, 0.31}}, {8, {{99, 9, 21, 49}, 0.3}}, {1, {{100, 9, 20, 49}, 0.33}}, {2, {{99, 9, 21, 49}, 0.34}}, {9, {{99, 9, 21, 49}, 0.33}}, {6, {{100, 9, 20, 49}, 0.32}}, {9, {{100, 9, 20, 49}, 0.28}}, {12, {{99, 9, 21, 49}, 0.32}}, {5, {{99, 9, 21, 49}, 0.28}}, {4, {{100, 9, 20, 49}, 0.29}}, {2, {{100, 9, 20, 49}, 0.27}}, {1, {{99, 8, 21, 50}, 0.34}}, {14, {{99, 9, 21, 49}, 0.29}}}
Spinosaurus_.10, {{11, {{99, 9, 21, 49}, 0.37}}, {3, {{100, 9, 20, 49}, 0.38}}, {1, {{99, 8, 21, 50}, 0.39}}, {11, {{100, 9, 20, 49}, 0.36}}, {5, {{100, 9, 20, 49}, 0.34}}, {9, {{99, 9, 21, 49}, 0.38}}, {4, {{100, 9, 20, 49}, 0.33}}, {4, {{100, 9, 20, 49}, 0.35}}, {12, {{99, 9, 21, 49}, 0.36}}, {11, {{99, 9, 21, 49}, 0.34}}, {3, {{99, 9, 21, 49}, 0.39}}, {8, {{99, 9, 21, 49}, 0.33}}, {2, {{100, 9, 20, 49}, 0.32}}, {10, {{99, 9, 21, 49}, 0.35}}, {3, {{99, 9, 21, 49}, 0.32}}, {3, {{100, 9, 20, 49}, 0.37}}}
Spinosaurus_.9, {{32, {{100, 9, 20, 49}, 0.99}}, {66, {{99, 9, 21, 49}, 0.99}}, {1, {{99, 9, 21, 49}, 0.98}}, {1, {{99, 8, 21, 50}, 0.99}}}
Spinosaurus_.8, {{5, {{100, 9, 20, 49}, 0.97}}, {1, {{99, 8, 21, 50}, 0.98}}, {17, {{99, 9, 21, 49}, 0.97}}, {27, {{100, 9, 20, 49}, 0.98}}, {50, {{99, 9, 21, 49}, 0.98}}}
Spinosaurus_.7, {{1, {{99, 8, 21, 50}, 0.95}}, {2, {{100, 9, 20, 49}, 0.93}}, {9, {{100, 9, 20, 49}, 0.95}}, {5, {{99, 9, 21, 49}, 0.93}}, {20, {{99, 9, 21, 49}, 0.95}}, {21, {{100, 9, 20, 49}, 0.94}}, {42, {{99, 9, 21, 49}, 0.94}}}
Spinosaurus_.6, {{18, {{99, 9, 21, 49}, 0.86}}, {7, {{100, 9, 20, 49}, 0.84}}, {14, {{99, 9, 21, 49}, 0.84}}, {8, {{100, 9, 20, 49}, 0.83}}, {1, {{99, 9, 21, 49}, 0.87}}, {10, {{100, 9, 20, 49}, 0.85}}, {13, {{99, 9, 21, 49}, 0.83}}, {1, {{99, 8, 21, 50}, 0.86}}, {21, {{99, 9, 21, 49}, 0.85}}, {7, {{100, 9, 20, 49}, 0.86}}}
Spinosaurus_.5, {{1, {{99, 8, 21, 50}, 1.0}}, {32, {{100, 9, 20, 49}, 1.0}}, {67, {{99, 9, 21, 49}, 1.0}}}
Spinosaurus_.4, {{32, {{100, 9, 20, 49}, 0.99}}, {67, {{99, 9, 21, 49}, 0.99}}, {1, {{99, 8, 21, 50}, 0.99}}}
Spinosaurus_.3, {{1, {{99, 8, 21, 50}, 0.98}}, {32, {{100, 9, 20, 49}, 0.98}}, {67, {{99, 9, 21, 49}, 0.98}}}
Spinosaurus_.2, {{1, {{99, 8, 21, 50}, 0.95}}, {25, {{100, 9, 20, 49}, 0.95}}, {52, {{99, 9, 21, 49}, 0.95}}, {6, {{100, 9, 20, 49}, 0.94}}, {13, {{99, 9, 21, 49}, 0.94}}, {1, {{100, 9, 20, 49}, 0.96}}, {2, {{99, 9, 21, 49}, 0.96}}}
