"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",38,5,18,45
"2",38,5,18,45
"3",38,5,18,45
"4",38,5,18,45
"5",38,5,18,45
"6",38,5,18,45
"7",38,5,18,45
"8",38,5,18,45
"9",38,5,18,45
"10",38,5,18,45
"11",38,5,18,45
"12",38,5,18,45
"13",38,5,18,45
"14",38,5,18,45
"15",38,5,18,45
"16",38,5,18,45
"17",38,5,18,45
"18",38,5,18,45
"19",38,5,18,45
"20",38,5,18,45
"21",38,5,18,45
"22",38,5,18,45
"23",38,5,18,45
"24",38,5,18,45
"25",38,5,18,45
"26",38,5,18,45
"27",38,5,18,45
"28",38,5,18,45
"29",38,5,18,45
"30",38,5,18,45
"31",38,5,18,45
"32",38,5,18,45
"33",38,5,18,45
"34",38,5,18,45
"35",38,5,18,45
"36",38,5,18,45
"37",38,5,18,45
"38",38,5,18,45
"39",38,5,18,45
"40",38,5,18,45
"41",38,5,18,45
"42",38,5,18,45
"43",38,5,18,45
"44",38,5,18,45
"45",38,5,18,45
"46",38,5,18,45
"47",38,5,18,45
"48",38,5,18,45
"49",38,5,18,45
"50",38,5,18,45
"51",38,5,18,45
"52",38,5,18,45
"53",38,5,18,45
"54",38,5,18,45
"55",38,5,18,45
"56",38,5,18,45
"57",38,5,18,45
"58",38,5,18,45
"59",38,5,18,45
"60",38,5,18,45
"61",38,5,18,45
"62",38,5,18,45
"63",38,5,18,45
"64",38,5,18,45
"65",38,5,18,45
"66",38,5,18,45
"67",38,5,18,45
"68",38,5,18,45
"69",38,5,18,45
"70",38,5,18,45
"71",38,5,18,45
"72",38,5,18,45
"73",38,5,18,45
"74",38,5,18,45
"75",38,5,18,45
"76",38,5,18,45
"77",38,5,18,45
"78",38,5,18,45
"79",38,5,18,45
"80",38,5,18,45
"81",38,5,18,45
"82",38,5,18,45
"83",38,5,18,45
"84",38,5,18,45
"85",38,5,18,45
"86",38,5,18,45
"87",38,5,18,45
"88",38,5,18,45
"89",38,5,18,45
"90",38,5,18,45
"91",38,5,18,45
"92",38,5,18,45
"93",38,5,18,45
"94",38,5,18,45
"95",38,5,18,45
"96",38,5,18,45
"97",38,5,18,45
"98",38,5,18,45
"99",38,5,18,45
"100",38,5,18,45
