Dasyurus_maculatus, {{33, {{90, 5, 8, 41}, 0.66}}, {3, {{91, 5, 7, 41}, 0.67}}, {51, {{91, 5, 7, 41}, 0.66}}, {1, {{91, 5, 7, 41}, 0.65}}, {12, {{90, 5, 8, 41}, 0.67}}}
Myrmecophaga_tridactyla, {{2, {{90, 5, 8, 41}, 0.83}}, {11, {{91, 5, 7, 41}, 0.81}}, {43, {{91, 5, 7, 41}, 0.82}}, {1, {{91, 5, 7, 41}, 0.83}}, {43, {{90, 5, 8, 41}, 0.82}}}
Tamandua_tetradactyla, {{55, {{91, 5, 7, 41}, 0.97}}, {45, {{90, 5, 8, 41}, 0.97}}}
Desmana_moschata, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Mustela_nivalis, {{42, {{90, 5, 8, 41}, 0.01}}, {55, {{91, 5, 7, 41}, 0.01}}, {3, {{90, 5, 8, 41}, 0.02}}}
Meles_meles, {{45, {{90, 5, 8, 41}, 0.01}}, {55, {{91, 5, 7, 41}, 0.01}}}
Maiacetus, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Simosaurus_1, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Nothosaurus_150, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.11, {{5, {{90, 5, 8, 41}, 0.1}}, {1, {{91, 5, 7, 41}, 0.14}}, {5, {{90, 5, 8, 41}, 0.12}}, {8, {{91, 5, 7, 41}, 0.11}}, {7, {{91, 5, 7, 41}, 0.13}}, {15, {{91, 5, 7, 41}, 0.09}}, {1, {{91, 5, 7, 41}, 0.08}}, {11, {{91, 5, 7, 41}, 0.1}}, {12, {{91, 5, 7, 41}, 0.12}}, {9, {{90, 5, 8, 41}, 0.14}}, {1, {{90, 5, 8, 41}, 0.16}}, {10, {{90, 5, 8, 41}, 0.11}}, {13, {{90, 5, 8, 41}, 0.13}}, {2, {{90, 5, 8, 41}, 0.09}}}
Spinosaurus_.10, {{8, {{90, 5, 8, 41}, 0.22}}, {6, {{90, 5, 8, 41}, 0.23}}, {5, {{90, 5, 8, 41}, 0.18}}, {11, {{91, 5, 7, 41}, 0.16}}, {6, {{91, 5, 7, 41}, 0.19}}, {2, {{90, 5, 8, 41}, 0.24}}, {7, {{91, 5, 7, 41}, 0.17}}, {9, {{90, 5, 8, 41}, 0.2}}, {3, {{91, 5, 7, 41}, 0.22}}, {2, {{91, 5, 7, 41}, 0.23}}, {3, {{91, 5, 7, 41}, 0.18}}, {6, {{90, 5, 8, 41}, 0.21}}, {4, {{90, 5, 8, 41}, 0.16}}, {8, {{91, 5, 7, 41}, 0.2}}, {3, {{90, 5, 8, 41}, 0.19}}, {5, {{91, 5, 7, 41}, 0.15}}, {1, {{90, 5, 8, 41}, 0.26}}, {10, {{91, 5, 7, 41}, 0.21}}, {1, {{90, 5, 8, 41}, 0.17}}}
Spinosaurus_.9, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.8, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.7, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.6, {{55, {{91, 5, 7, 41}, 0.99}}, {45, {{90, 5, 8, 41}, 0.99}}}
Spinosaurus_.5, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.4, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.3, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.2, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Spinosaurus_.1, {{55, {{91, 5, 7, 41}, 0.99}}, {45, {{90, 5, 8, 41}, 0.99}}}
Spinosaurus_, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Baryonyx.3, {{40, {{91, 5, 7, 41}, 0.95}}, {22, {{90, 5, 8, 41}, 0.96}}, {23, {{90, 5, 8, 41}, 0.95}}, {15, {{91, 5, 7, 41}, 0.96}}}
Baryonyx.2, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Baryonyx.1, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Suchomimus.3, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Suchomimus.2, {{10, {{90, 5, 8, 41}, 0.08}}, {10, {{91, 5, 7, 41}, 0.07}}, {8, {{90, 5, 8, 41}, 0.06}}, {3, {{91, 5, 7, 41}, 0.05}}, {42, {{91, 5, 7, 41}, 0.06}}, {27, {{90, 5, 8, 41}, 0.07}}}
Suchomimus.1, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Suchomimus, {{17, {{90, 5, 8, 41}, 0.08}}, {28, {{91, 5, 7, 41}, 0.07}}, {1, {{90, 5, 8, 41}, 0.06}}, {1, {{91, 5, 7, 41}, 0.05}}, {26, {{91, 5, 7, 41}, 0.06}}, {26, {{90, 5, 8, 41}, 0.07}}, {1, {{90, 5, 8, 41}, 0.09}}}
Baryonyx, {{45, {{90, 5, 8, 41}, 1.0}}, {55, {{91, 5, 7, 41}, 1.0}}}
Tyrannotitan, {{20, {{91, 5, 7, 41}, 0.14}}, {29, {{91, 5, 7, 41}, 0.13}}, {23, {{90, 5, 8, 41}, 0.15}}, {6, {{91, 5, 7, 41}, 0.12}}, {14, {{90, 5, 8, 41}, 0.14}}, {8, {{90, 5, 8, 41}, 0.16}}}
Hesperornis, {{17, {{91, 5, 7, 41}, 0.95}}, {30, {{90, 5, 8, 41}, 0.96}}, {15, {{90, 5, 8, 41}, 0.95}}, {38, {{91, 5, 7, 41}, 0.96}}}
Apteryx_australis, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Anas_aucklandica, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Columba_, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Psophia_crepitans_napensis, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Glareola_pratincola, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Rynochetus_jubatus, {{55, {{91, 5, 7, 41}, 0.0}}, {45, {{90, 5, 8, 41}, 0.0}}}
Rhynchocyon_petersi, {{100, {{87, 5, 11, 42}, 0.0}}}
Noemys_fodies, {{2, {{87, 5, 11, 42}, 0.57}}, {47, {{87, 5, 11, 42}, 0.58}}, {48, {{87, 5, 11, 42}, 0.59}}, {3, {{87, 5, 11, 42}, 0.6}}}
Taxidea_taxus, {{2, {{87, 5, 11, 42}, 0.29}}, {55, {{87, 5, 11, 42}, 0.27}}, {43, {{87, 5, 11, 42}, 0.28}}}
Otaria_byronia, {{98, {{87, 5, 11, 42}, 0.96}}, {2, {{87, 5, 11, 42}, 0.95}}}
Bos_taurus, {{14, {{87, 5, 11, 42}, 0.37}}, {57, {{87, 5, 11, 42}, 0.36}}, {29, {{87, 5, 11, 42}, 0.35}}}
Bison_bonasus, {{3, {{87, 5, 11, 42}, 0.01}}, {97, {{87, 5, 11, 42}, 0.0}}}
Alces_americanus, {{35, {{87, 5, 11, 42}, 0.03}}, {65, {{87, 5, 11, 42}, 0.02}}}
Serpianosaurus, {{100, {{87, 5, 11, 42}, 1.0}}}
Fruitadens, {{4, {{87, 5, 11, 42}, 0.01}}, {96, {{87, 5, 11, 42}, 0.02}}}
Dysalotosaurus, {{43, {{87, 5, 11, 42}, 0.83}}, {14, {{87, 5, 11, 42}, 0.81}}, {43, {{87, 5, 11, 42}, 0.82}}}
Spinosaurus_.11, {{8, {{87, 5, 11, 42}, 0.24}}, {17, {{87, 5, 11, 42}, 0.2}}, {12, {{87, 5, 11, 42}, 0.25}}, {11, {{87, 5, 11, 42}, 0.21}}, {1, {{87, 5, 11, 42}, 0.29}}, {14, {{87, 5, 11, 42}, 0.27}}, {3, {{87, 5, 11, 42}, 0.19}}, {14, {{87, 5, 11, 42}, 0.26}}, {8, {{87, 5, 11, 42}, 0.22}}, {7, {{87, 5, 11, 42}, 0.23}}, {1, {{87, 5, 11, 42}, 0.18}}, {4, {{87, 5, 11, 42}, 0.28}}}
Spinosaurus_.10, {{1, {{87, 5, 11, 42}, 0.25}}, {12, {{87, 5, 11, 42}, 0.29}}, {11, {{87, 5, 11, 42}, 0.27}}, {6, {{87, 5, 11, 42}, 0.31}}, {5, {{87, 5, 11, 42}, 0.3}}, {1, {{87, 5, 11, 42}, 0.38}}, {4, {{87, 5, 11, 42}, 0.36}}, {13, {{87, 5, 11, 42}, 0.34}}, {14, {{87, 5, 11, 42}, 0.33}}, {6, {{87, 5, 11, 42}, 0.26}}, {12, {{87, 5, 11, 42}, 0.35}}, {10, {{87, 5, 11, 42}, 0.32}}, {5, {{87, 5, 11, 42}, 0.28}}}
Spinosaurus_.9, {{100, {{87, 5, 11, 42}, 1.0}}}
Spinosaurus_.8, {{100, {{87, 5, 11, 42}, 1.0}}}
Spinosaurus_.7, {{100, {{87, 5, 11, 42}, 0.99}}}
Spinosaurus_.6, {{52, {{87, 5, 11, 42}, 0.96}}, {21, {{87, 5, 11, 42}, 0.97}}, {27, {{87, 5, 11, 42}, 0.95}}}
Spinosaurus_.5, {{100, {{87, 5, 11, 42}, 1.0}}}
Spinosaurus_.4, {{100, {{87, 5, 11, 42}, 1.0}}}
Spinosaurus_.3, {{100, {{87, 5, 11, 42}, 1.0}}}
Spinosaurus_.2, {{100, {{87, 5, 11, 42}, 0.99}}}
Spinosaurus_.1, {{60, {{87, 5, 11, 42}, 0.96}}, {19, {{87, 5, 11, 42}, 0.97}}, {21, {{87, 5, 11, 42}, 0.95}}}
Spinosaurus_, {{100, {{87, 5, 11, 42}, 1.0}}}
Baryonyx.3, {{54, {{87, 5, 11, 42}, 0.9}}, {2, {{87, 5, 11, 42}, 0.91}}, {43, {{87, 5, 11, 42}, 0.89}}, {1, {{87, 5, 11, 42}, 0.88}}}
Baryonyx.2, {{100, {{87, 5, 11, 42}, 0.99}}}
Baryonyx.1, {{100, {{87, 5, 11, 42}, 1.0}}}
Suchomimus.3, {{97, {{87, 5, 11, 42}, 0.03}}, {3, {{87, 5, 11, 42}, 0.04}}}
Suchomimus.2, {{30, {{87, 5, 11, 42}, 0.2}}, {31, {{87, 5, 11, 42}, 0.21}}, {17, {{87, 5, 11, 42}, 0.19}}, {17, {{87, 5, 11, 42}, 0.22}}, {4, {{87, 5, 11, 42}, 0.23}}, {1, {{87, 5, 11, 42}, 0.18}}}
Suchomimus.1, {{96, {{87, 5, 11, 42}, 0.03}}, {4, {{87, 5, 11, 42}, 0.04}}}
Suchomimus, {{1, {{87, 5, 11, 42}, 0.24}}, {28, {{87, 5, 11, 42}, 0.2}}, {33, {{87, 5, 11, 42}, 0.21}}, {12, {{87, 5, 11, 42}, 0.19}}, {21, {{87, 5, 11, 42}, 0.22}}, {4, {{87, 5, 11, 42}, 0.23}}, {1, {{87, 5, 11, 42}, 0.18}}}
Baryonyx, {{100, {{87, 5, 11, 42}, 1.0}}}
Confuciusornis_sanctus, {{100, {{87, 5, 11, 42}, 0.0}}}
Meleagris, {{100, {{87, 5, 11, 42}, 0.0}}}
Atlantisia_rogersi, {{100, {{87, 5, 11, 42}, 0.0}}}
Porphyrio_hochstetteri, {{100, {{87, 5, 11, 42}, 0.01}}}
Turdus_olivator, {{100, {{87, 5, 11, 42}, 0.0}}}
Spheniscus, {{100, {{87, 5, 11, 42}, 1.0}}}
Micropotamogale_euwenzorii, {{100, {{89, 5, 10, 41}, 1.0}}}
Rattus_rattus, {{100, {{89, 5, 10, 41}, 0.0}}}
Euroscaptor_micrura, {{10, {{89, 5, 10, 41}, 0.33}}, {48, {{89, 5, 10, 41}, 0.32}}, {39, {{89, 5, 10, 41}, 0.31}}, {3, {{89, 5, 10, 41}, 0.3}}}
Nyctereutes_procyonoides, {{100, {{89, 5, 10, 41}, 0.02}}}
Remingtonocetus, {{61, {{89, 5, 10, 41}, 0.8}}, {39, {{89, 5, 10, 41}, 0.81}}}
Capreolus_capreolus, {{100, {{89, 5, 10, 41}, 0.0}}}
Megaloceros_sp, {{100, {{89, 5, 10, 41}, 0.0}}}
Simosaurus, {{100, {{89, 5, 10, 41}, 1.0}}}
Plesiosaurus, {{100, {{89, 5, 10, 41}, 1.0}}}
Nothosaurus_mirabilis, {{100, {{89, 5, 10, 41}, 1.0}}}
Pterosaur_Tremp, {{100, {{89, 5, 10, 41}, 0.0}}}
Scutellosaurus_lawleri, {{4, {{89, 5, 10, 41}, 0.19}}, {29, {{89, 5, 10, 41}, 0.17}}, {19, {{89, 5, 10, 41}, 0.18}}, {21, {{89, 5, 10, 41}, 0.15}}, {4, {{89, 5, 10, 41}, 0.14}}, {23, {{89, 5, 10, 41}, 0.16}}}
Spinosaurus_.11, {{23, {{89, 5, 10, 41}, 0.13}}, {9, {{89, 5, 10, 41}, 0.09}}, {22, {{89, 5, 10, 41}, 0.1}}, {16, {{89, 5, 10, 41}, 0.12}}, {2, {{89, 5, 10, 41}, 0.15}}, {9, {{89, 5, 10, 41}, 0.14}}, {19, {{89, 5, 10, 41}, 0.11}}}
