"","coeff_diameter","coeff_compactness","coeff_intercept"
"1",0.217167600603973,3.32269551109474,-2.26395986994903
"2",0.21305164298765,3.32738345516493,-2.2636813333141
"3",0.208935989681401,3.33642549536048,-2.26851009065467
"4",0.216223290094055,3.32702956272617,-2.26614470060334
"5",0.214121783042687,3.33045401377054,-2.26720379138628
"6",0.214987013914487,3.33561427483734,-2.27382595837938
"7",0.215077198017436,3.33062500967479,-2.27134085542818
"8",0.213921585064995,3.32788400786757,-2.26069094005191
"9",0.214098668239081,3.33144987986212,-2.2659355280707
"10",0.211301507534339,3.33565684812471,-2.26804949952016
"11",0.212933986066217,3.33674476528688,-2.27333835168625
"12",0.213553100147323,3.31724540411155,-2.25498733635344
"13",0.214387070303471,3.31189994704089,-2.24975930768291
"14",0.216417921868796,3.3304417180651,-2.27232401466094
"15",0.215161770676537,3.33239604100724,-2.27199545702866
"16",0.209937833285062,3.32675938721223,-2.26222839976032
"17",0.211190782079616,3.32488025117115,-2.25936448746166
"18",0.21108827559261,3.32196183858642,-2.25365146574325
"19",0.210843128939786,3.32808677201166,-2.26106650840215
"20",0.215706749913204,3.31263787872224,-2.25010463079462
"21",0.212085536028704,3.31127582917939,-2.25356082855796
"22",0.206635858197513,3.33443491066222,-2.26019367871228
"23",0.20903045999767,3.33079588534297,-2.26365636103857
"24",0.212051572513835,3.33128417540196,-2.26707737302626
"25",0.212692597437334,3.32236338838739,-2.25856444977509
"26",0.211300976984418,3.32676501068359,-2.25985900752189
"27",0.214819962030402,3.32703693249944,-2.26619633613703
"28",0.207353313461651,3.32344157944373,-2.25084982073865
"29",0.215114141019562,3.3346497060144,-2.27525148523984
"30",0.216495053165044,3.32118125918161,-2.26474257037084
"31",0.213193457153541,3.33830574030122,-2.27609603988688
"32",0.215623521529408,3.32120630354028,-2.26598542973383
"33",0.217101781553433,3.32169625332627,-2.26166051272791
"34",0.210870566981173,3.32573670471121,-2.2588576085492
"35",0.214296654094396,3.32289925002344,-2.25909004565951
"36",0.212418550837787,3.33265795388008,-2.26940585256882
"37",0.211131930281371,3.32177097717688,-2.26064721485597
"38",0.211360860312138,3.32829705788854,-2.26101277433738
"39",0.211308513904642,3.32164739432527,-2.26049977940268
"40",0.214969706013144,3.33226917940483,-2.2692288615859
"41",0.207483334399751,3.33080825152032,-2.25794146895144
"42",0.216725291344128,3.31527829158802,-2.26008802656424
"43",0.212197135077469,3.33206607518491,-2.26767908417234
"44",0.216255437620065,3.33236277684649,-2.27633352583701
"45",0.212717710599865,3.33504271611139,-2.27194095927868
"46",0.21437254756337,3.334157799939,-2.26963287425346
"47",0.214596596913961,3.33087964425695,-2.27406740203788
"48",0.210328107228144,3.33661266159132,-2.27119713269978
"49",0.216483030588897,3.31913146743983,-2.26028269942461
"50",0.213417394401776,3.33244421365331,-2.26752909110214
"51",0.215536494207687,3.32330973734364,-2.26241786215484
"52",0.218054965168177,3.31935267929737,-2.26330545833287
"53",0.212002455216153,3.33100847649015,-2.2644806982381
"54",0.209130124786657,3.32653922199412,-2.25835574510593
"55",0.214863438924366,3.32564401925031,-2.26726846579844
"56",0.213163617181352,3.30209960475641,-2.24245259438756
"57",0.209553939775734,3.32483883723604,-2.25702018041136
"58",0.212160666026677,3.32365401949067,-2.25711720282949
"59",0.207621430656329,3.32798687294287,-2.26270568392939
"60",0.217148961182698,3.31831920576941,-2.26264267785906
"61",0.210438212054834,3.32844476682534,-2.26453470570535
"62",0.214036128688379,3.32626312268742,-2.26646477286019
"63",0.206478179398189,3.32931433234154,-2.25713236544578
"64",0.215104012007093,3.32919057829644,-2.27245430295281
"65",0.211121171226002,3.3340336009715,-2.26822910889744
"66",0.214318507978664,3.31849534452499,-2.25535006959197
"67",0.214077081510261,3.32674228050822,-2.26822979673249
"68",0.209592288329567,3.32662164342048,-2.2614586950353
"69",0.217412024255537,3.32924988238981,-2.27091095302234
"70",0.205200270989475,3.32907799209437,-2.25256426862424
"71",0.212818127516855,3.33425560220794,-2.27167957221148
"72",0.214641308697198,3.3172272172586,-2.25971288930276
"73",0.212414382707562,3.32923546508498,-2.26461541164497
"74",0.211544260571625,3.33919098568021,-2.27616319776913
"75",0.210394237051196,3.3300848333619,-2.26253192731605
"76",0.217260301780866,3.32127496458723,-2.26417966604481
"77",0.217176928633898,3.33099162020219,-2.27624227005983
"78",0.21483750435115,3.31786629178541,-2.25870562931618
