"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",34,6,17,48
"2",34,5,17,49
"3",34,6,17,48
"4",34,6,17,48
"5",34,6,17,48
"6",34,5,17,49
"7",34,6,17,48
"8",34,5,17,49
"9",34,6,17,48
"10",34,5,17,49
"11",34,5,17,49
"12",34,5,17,49
"13",34,5,17,49
"14",34,5,17,49
"15",34,5,17,49
"16",34,6,17,48
"17",34,5,17,49
"18",34,6,17,48
"19",34,6,17,48
"20",34,5,17,49
"21",34,5,17,49
"22",34,5,17,49
"23",34,6,17,48
"24",34,5,17,49
"25",34,6,17,48
"26",34,6,17,48
"27",34,5,17,49
"28",34,6,17,48
"29",34,6,17,48
"30",34,5,17,49
"31",34,6,17,48
"32",34,6,17,48
"33",34,6,17,48
"34",34,5,17,49
"35",34,5,17,49
"36",34,5,17,49
"37",34,6,17,48
"38",34,5,17,49
"39",34,6,17,48
"40",34,6,17,48
"41",34,5,17,49
"42",34,5,17,49
"43",34,6,17,48
"44",34,6,17,48
"45",34,5,17,49
"46",34,6,17,48
"47",34,6,17,48
"48",34,6,17,48
"49",34,6,17,48
"50",34,5,17,49
"51",34,5,17,49
"52",34,6,17,48
"53",34,6,17,48
"54",34,6,17,48
"55",34,6,17,48
"56",34,5,17,49
"57",34,6,17,48
"58",34,5,17,49
"59",34,5,17,49
"60",34,6,17,48
"61",34,5,17,49
"62",34,6,17,48
"63",34,5,17,49
"64",34,6,17,48
"65",34,6,17,48
"66",34,6,17,48
"67",34,6,17,48
"68",34,5,17,49
"69",34,6,17,48
"70",34,6,17,48
"71",34,6,17,48
"72",34,6,17,48
"73",34,6,17,48
"74",34,6,17,48
"75",34,5,17,49
"76",34,6,17,48
"77",34,6,17,48
"78",34,6,17,48
"79",34,5,17,49
"80",34,6,17,48
"81",34,5,17,49
"82",34,5,17,49
"83",34,6,17,48
"84",34,5,17,49
"85",34,5,17,49
"86",34,6,17,48
"87",34,6,17,48
"88",34,6,17,48
"89",34,5,17,49
"90",34,6,17,48
"91",34,5,17,49
"92",34,6,17,48
"93",34,5,17,49
"94",34,6,17,48
"95",34,6,17,48
"96",34,6,17,48
"97",34,5,17,49
"98",34,5,17,49
"99",34,5,17,49
"100",34,5,17,49
