"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",36,9,22,50
"2",36,9,22,50
"3",36,9,22,50
"4",36,9,22,50
"5",37,9,21,50
"6",37,9,21,50
"7",37,9,21,50
"8",36,9,22,50
"9",37,9,21,50
"10",37,9,21,50
"11",37,9,21,50
"12",36,9,22,50
"13",36,9,22,50
"14",37,9,21,50
"15",36,9,22,50
"16",36,9,22,50
"17",37,9,21,50
"18",36,9,22,50
"19",36,9,22,50
"20",37,9,21,50
"21",37,9,21,50
"22",37,9,21,50
"23",36,9,22,50
"24",37,9,21,50
"25",37,9,21,50
"26",37,9,21,50
"27",37,9,21,50
"28",36,9,22,50
"29",36,9,22,50
"30",36,9,22,50
"31",36,9,22,50
"32",36,9,22,50
"33",37,9,21,50
"34",37,9,21,50
"35",36,9,22,50
"36",37,9,21,50
"37",37,9,21,50
"38",36,9,22,50
"39",37,9,21,50
"40",37,9,21,50
"41",36,9,22,50
"42",37,9,21,50
"43",37,9,21,50
"44",36,9,22,50
"45",36,9,22,50
"46",37,9,21,50
"47",36,9,22,50
"48",37,9,21,50
"49",36,9,22,50
"50",36,9,22,50
"51",37,9,21,50
"52",37,9,21,50
"53",36,9,22,50
"54",37,9,21,50
"55",37,9,21,50
"56",36,9,22,50
"57",37,9,21,50
"58",36,9,22,50
"59",36,9,22,50
"60",36,9,22,50
"61",36,9,22,50
"62",36,9,22,50
"63",36,9,22,50
"64",37,9,21,50
"65",36,9,22,50
"66",37,9,21,50
"67",36,9,22,50
"68",36,9,22,50
"69",36,9,22,50
"70",37,9,21,50
"71",37,9,21,50
"72",36,9,22,50
"73",37,9,21,50
"74",36,9,22,50
"75",36,9,22,50
"76",36,9,22,50
"77",37,9,21,50
"78",37,9,21,50
"79",36,9,22,50
"80",36,9,22,50
"81",36,9,22,50
"82",37,9,21,50
"83",37,9,21,50
"84",36,9,22,50
"85",36,9,22,50
"86",36,9,22,50
"87",37,9,21,50
"88",37,9,21,50
"89",36,9,22,50
"90",37,9,21,50
"91",37,9,21,50
"92",37,9,21,50
"93",37,9,21,50
"94",36,9,22,50
"95",36,9,22,50
"96",36,9,22,50
"97",37,9,21,50
"98",36,9,22,50
"99",37,9,21,50
"100",37,9,21,50
