"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",33,6,17,50
"2",33,6,17,50
"3",33,6,17,50
"4",33,6,17,50
"5",33,6,17,50
"6",33,6,17,50
"7",33,6,17,50
"8",33,6,17,50
"9",33,6,17,50
"10",33,6,17,50
"11",33,6,17,50
"12",33,6,17,50
"13",33,6,17,50
"14",33,6,17,50
"15",33,6,17,50
"16",33,6,17,50
"17",33,6,17,50
"18",33,6,17,50
"19",33,6,17,50
"20",33,6,17,50
"21",33,6,17,50
"22",33,6,17,50
"23",33,6,17,50
"24",33,6,17,50
"25",33,6,17,50
"26",33,6,17,50
"27",33,6,17,50
"28",33,6,17,50
"29",33,6,17,50
"30",33,6,17,50
"31",33,6,17,50
"32",33,6,17,50
"33",33,6,17,50
"34",33,6,17,50
"35",33,6,17,50
"36",33,6,17,50
"37",33,6,17,50
"38",33,6,17,50
"39",33,6,17,50
"40",33,6,17,50
"41",33,6,17,50
"42",33,6,17,50
"43",33,6,17,50
"44",33,6,17,50
"45",33,6,17,50
"46",33,6,17,50
"47",33,6,17,50
"48",33,6,17,50
"49",33,6,17,50
"50",33,6,17,50
"51",33,6,17,50
"52",33,6,17,50
"53",33,6,17,50
"54",33,6,17,50
"55",33,6,17,50
"56",33,6,17,50
"57",33,6,17,50
"58",33,6,17,50
"59",33,6,17,50
"60",33,6,17,50
"61",33,6,17,50
"62",33,6,17,50
"63",33,6,17,50
"64",33,6,17,50
"65",33,6,17,50
"66",33,6,17,50
"67",33,6,17,50
"68",33,6,17,50
"69",33,6,17,50
"70",33,6,17,50
"71",33,6,17,50
"72",33,6,17,50
"73",33,6,17,50
"74",33,6,17,50
"75",33,6,17,50
"76",33,6,17,50
"77",33,6,17,50
"78",33,6,17,50
"79",33,6,17,50
"80",33,6,17,50
"81",33,6,17,50
"82",33,6,17,50
"83",33,6,17,50
"84",33,6,17,50
"85",33,6,17,50
"86",33,6,17,50
"87",33,6,17,50
"88",33,6,17,50
"89",33,6,17,50
"90",33,6,17,50
"91",33,6,17,50
"92",33,6,17,50
"93",33,6,17,50
"94",33,6,17,50
"95",33,6,17,50
"96",33,6,17,50
"97",33,6,17,50
"98",33,6,17,50
"99",33,6,17,50
"100",33,6,17,50
