"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",36,4,18,48
"2",36,4,18,48
"3",36,4,18,48
"4",36,4,18,48
"5",36,4,18,48
"6",36,4,18,48
"7",36,4,18,48
"8",36,4,18,48
"9",36,4,18,48
"10",36,4,18,48
"11",36,4,18,48
"12",36,4,18,48
"13",36,4,18,48
"14",36,4,18,48
"15",36,4,18,48
"16",36,4,18,48
"17",36,4,18,48
"18",36,4,18,48
"19",36,4,18,48
"20",36,4,18,48
"21",36,4,18,48
"22",36,4,18,48
"23",36,4,18,48
"24",36,4,18,48
"25",36,4,18,48
"26",36,4,18,48
"27",36,4,18,48
"28",36,4,18,48
"29",36,4,18,48
"30",36,4,18,48
"31",36,4,18,48
"32",36,4,18,48
"33",36,4,18,48
"34",36,4,18,48
"35",36,4,18,48
"36",36,4,18,48
"37",36,4,18,48
"38",36,4,18,48
"39",36,4,18,48
"40",36,4,18,48
"41",36,4,18,48
"42",36,4,18,48
"43",36,4,18,48
"44",36,4,18,48
"45",36,4,18,48
"46",36,4,18,48
"47",36,4,18,48
"48",36,4,18,48
"49",36,4,18,48
"50",36,4,18,48
"51",36,4,18,48
"52",36,4,18,48
"53",36,4,18,48
"54",36,4,18,48
"55",36,4,18,48
"56",36,4,18,48
"57",36,4,18,48
"58",36,4,18,48
"59",36,4,18,48
"60",36,4,18,48
"61",36,4,18,48
"62",36,4,18,48
"63",36,4,18,48
"64",36,4,18,48
"65",36,4,18,48
"66",36,4,18,48
"67",36,4,18,48
"68",36,4,18,48
"69",36,4,18,48
"70",36,4,18,48
"71",36,4,18,48
"72",36,4,18,48
"73",36,4,18,48
"74",36,4,18,48
"75",36,4,18,48
"76",36,4,18,48
"77",36,4,18,48
"78",36,4,18,48
"79",36,4,18,48
"80",36,4,18,48
"81",36,4,18,48
"82",36,4,18,48
"83",36,4,18,48
"84",36,4,18,48
"85",36,4,18,48
"86",36,4,18,48
"87",36,4,18,48
"88",36,4,18,48
"89",36,4,18,48
"90",36,4,18,48
"91",36,4,18,48
"92",36,4,18,48
"93",36,4,18,48
"94",36,4,18,48
"95",36,4,18,48
"96",36,4,18,48
"97",36,4,18,48
"98",36,4,18,48
"99",36,4,18,48
"100",36,4,18,48
