"","actual class","predicted class","N","median P(diving)"
"Spinosaurus_.11","UNKNOWN","0","0","0.345"
"Spinosaurus_.10","UNKNOWN","0","0","0.38"
"Spinosaurus_.9","UNKNOWN","2","100","0.91"
"Spinosaurus_.8","UNKNOWN","2","100","0.89"
"Spinosaurus_.7","UNKNOWN","2","100","0.83"
"Spinosaurus_.6","UNKNOWN","2","100","0.75"
"Spinosaurus_.5","UNKNOWN","2","100","0.95"
"Spinosaurus_.4","UNKNOWN","2","100","0.89"
"Spinosaurus_.3","UNKNOWN","2","100","0.86"
"Spinosaurus_.2","UNKNOWN","2","100","0.8"
"Spinosaurus_.1","UNKNOWN","2","100","0.7"
"Spinosaurus_","UNKNOWN","2","100","0.94"
"Baryonyx.3","UNKNOWN","2","100","0.69"
"Baryonyx.2","UNKNOWN","2","100","0.83"
"Baryonyx.1","UNKNOWN","2","100","0.91"
"Suchomimus.3","UNKNOWN","0","0","0.3"
"Suchomimus.2","UNKNOWN","0","0","0.44"
"Suchomimus.1","UNKNOWN","0","0","0.28"
"Suchomimus","UNKNOWN","0","0","0.42"
"Baryonyx","UNKNOWN","2","100","0.9"
