"","actual class","predicted class","N","median P(diving)"
"Spinosaurus_.11","UNKNOWN","0","0","0.32"
"Spinosaurus_.10","UNKNOWN","0","0","0.35"
"Spinosaurus_.9","UNKNOWN","2","100","0.82"
"Spinosaurus_.8","UNKNOWN","2","100","0.78"
"Spinosaurus_.7","UNKNOWN","2","100","0.69"
"Spinosaurus_.6","UNKNOWN","2","100","0.58"
"Spinosaurus_.5","UNKNOWN","2","100","0.89"
"Spinosaurus_.4","UNKNOWN","2","100","0.84"
"Spinosaurus_.3","UNKNOWN","2","100","0.8"
"Spinosaurus_.2","UNKNOWN","2","100","0.72"
"Spinosaurus_.1","UNKNOWN","2","100","0.61"
"Spinosaurus_","UNKNOWN","2","100","0.9"
"Baryonyx.3","UNKNOWN","0","0","0.47"
"Baryonyx.2","UNKNOWN","2","100","0.64"
"Baryonyx.1","UNKNOWN","2","100","0.79"
"Suchomimus.3","UNKNOWN","0","0","0.16"
"Suchomimus.2","UNKNOWN","0","0","0.26"
"Suchomimus.1","UNKNOWN","0","0","0.17"
"Suchomimus","UNKNOWN","0","0","0.27"
"Baryonyx","UNKNOWN","2","100","0.76"
