"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",32,5,18,50
"2",32,5,18,50
"3",32,5,18,50
"4",32,5,18,50
"5",32,5,18,50
"6",32,5,18,50
"7",32,5,18,50
"8",32,5,18,50
"9",32,5,18,50
"10",32,5,18,50
"11",32,5,18,50
"12",32,5,18,50
"13",32,5,18,50
"14",32,5,18,50
"15",32,5,18,50
"16",32,5,18,50
"17",32,5,18,50
"18",32,5,18,50
"19",32,5,18,50
"20",32,5,18,50
"21",32,5,18,50
"22",32,5,18,50
"23",32,5,18,50
"24",32,5,18,50
"25",32,5,18,50
"26",32,5,18,50
"27",32,5,18,50
"28",32,5,18,50
"29",32,5,18,50
"30",32,5,18,50
"31",32,5,18,50
"32",32,5,18,50
"33",32,5,18,50
"34",32,5,18,50
"35",32,5,18,50
"36",32,5,18,50
"37",32,5,18,50
"38",32,5,18,50
"39",32,5,18,50
"40",32,5,18,50
"41",32,5,18,50
"42",32,5,18,50
"43",32,5,18,50
"44",32,5,18,50
"45",32,5,18,50
"46",32,5,18,50
"47",32,5,18,50
"48",32,5,18,50
"49",32,5,18,50
"50",32,5,18,50
"51",32,5,18,50
"52",32,5,18,50
"53",32,5,18,50
"54",32,5,18,50
"55",32,5,18,50
"56",32,5,18,50
"57",32,5,18,50
"58",32,5,18,50
"59",32,5,18,50
"60",32,5,18,50
"61",32,5,18,50
"62",32,5,18,50
"63",32,5,18,50
"64",32,5,18,50
"65",32,5,18,50
"66",32,5,18,50
"67",32,5,18,50
"68",32,5,18,50
"69",32,5,18,50
"70",32,5,18,50
"71",32,5,18,50
"72",32,5,18,50
"73",32,5,18,50
"74",32,5,18,50
"75",32,5,18,50
"76",32,5,18,50
"77",32,5,18,50
"78",32,5,18,50
"79",32,5,18,50
"80",32,5,18,50
"81",32,5,18,50
"82",32,5,18,50
"83",32,5,18,50
"84",32,5,18,50
"85",32,5,18,50
"86",32,5,18,50
"87",32,5,18,50
"88",32,5,18,50
"89",32,5,18,50
"90",32,5,18,50
"91",32,5,18,50
"92",32,5,18,50
"93",32,5,18,50
"94",32,5,18,50
"95",32,5,18,50
"96",32,5,18,50
"97",32,5,18,50
"98",32,5,18,50
"99",32,5,18,50
"100",32,5,18,50
