"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",38,5,19,54
"2",38,6,19,53
"3",38,5,19,54
"4",38,5,19,54
"5",38,5,19,54
"6",38,6,19,53
"7",38,6,19,53
"8",38,6,19,53
"9",38,5,19,54
"10",38,5,19,54
"11",38,5,19,54
"12",38,5,19,54
"13",38,5,19,54
"14",38,5,19,54
"15",38,5,19,54
"16",38,6,19,53
"17",38,6,19,53
"18",38,6,19,53
"19",38,5,19,54
"20",38,5,19,54
"21",38,5,19,54
"22",38,5,19,54
"23",38,6,19,53
"24",38,5,19,54
"25",38,6,19,53
"26",38,5,19,54
"27",38,5,19,54
"28",38,5,19,54
"29",38,6,19,53
"30",38,6,19,53
"31",38,6,19,53
"32",38,5,19,54
"33",38,6,19,53
"34",38,5,19,54
"35",38,6,19,53
"36",38,5,19,54
"37",38,5,19,54
"38",38,5,19,54
"39",38,5,19,54
"40",38,6,19,53
"41",38,6,19,53
"42",38,6,19,53
"43",38,6,19,53
"44",38,5,19,54
"45",38,5,19,54
"46",38,6,19,53
"47",38,5,19,54
"48",38,5,19,54
"49",38,6,19,53
"50",38,6,19,53
"51",38,5,19,54
"52",38,5,19,54
"53",38,5,19,54
"54",38,6,19,53
"55",38,5,19,54
"56",38,5,19,54
"57",38,5,19,54
"58",38,6,19,53
"59",38,6,19,53
"60",38,5,19,54
"61",38,5,19,54
"62",38,5,19,54
"63",38,6,19,53
"64",38,5,19,54
"65",38,5,19,54
"66",38,6,19,53
"67",38,6,19,53
"68",38,5,19,54
"69",38,6,19,53
"70",38,5,19,54
"71",38,5,19,54
"72",38,6,19,53
"73",38,6,19,53
"74",38,5,19,54
"75",38,5,19,54
"76",38,5,19,54
"77",38,6,19,53
"78",38,6,19,53
"79",38,5,19,54
"80",38,5,19,54
"81",38,5,19,54
"82",38,6,19,53
"83",38,5,19,54
"84",38,5,19,54
"85",38,6,19,53
"86",38,6,19,53
"87",38,6,19,53
"88",38,6,19,53
"89",38,6,19,53
"90",38,5,19,54
"91",38,6,19,53
"92",38,6,19,53
"93",38,5,19,54
"94",38,6,19,53
"95",38,6,19,53
"96",38,6,19,53
"97",38,5,19,54
"98",38,5,19,54
"99",38,5,19,54
"100",38,5,19,54
