"","actual class","predicted class","N","median P(diving)"
"Spinosaurus_.11","UNKNOWN","0","0","0.275"
"Spinosaurus_.10","UNKNOWN","0","0","0.32"
"Spinosaurus_.9","UNKNOWN","2","100","0.99"
"Spinosaurus_.8","UNKNOWN","2","100","0.98"
"Spinosaurus_.7","UNKNOWN","2","100","0.95"
"Spinosaurus_.6","UNKNOWN","2","100","0.88"
"Spinosaurus_.5","UNKNOWN","2","100","1"
"Spinosaurus_.4","UNKNOWN","2","100","0.99"
"Spinosaurus_.3","UNKNOWN","2","100","0.98"
"Spinosaurus_.2","UNKNOWN","2","100","0.94"
"Spinosaurus_.1","UNKNOWN","2","100","0.86"
"Spinosaurus_","UNKNOWN","2","100","1"
"Baryonyx.3","UNKNOWN","2","100","0.79"
"Baryonyx.2","UNKNOWN","2","100","0.94"
"Baryonyx.1","UNKNOWN","2","100","0.99"
"Suchomimus.3","UNKNOWN","0","0","0.13"
"Suchomimus.2","UNKNOWN","0","0","0.34"
"Suchomimus.1","UNKNOWN","0","0","0.12"
"Suchomimus","UNKNOWN","0","0","0.32"
"Baryonyx","UNKNOWN","2","100","0.98"
