"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",39,7,19,51
"2",39,7,19,51
"3",39,7,19,51
"4",39,7,19,51
"5",39,7,19,51
"6",39,7,19,51
"7",39,7,19,51
"8",39,7,19,51
"9",39,7,19,51
"10",39,7,19,51
"11",39,7,19,51
"12",39,7,19,51
"13",39,7,19,51
"14",39,7,19,51
"15",39,7,19,51
"16",39,7,19,51
"17",39,7,19,51
"18",39,7,19,51
"19",39,7,19,51
"20",39,7,19,51
"21",39,7,19,51
"22",39,7,19,51
"23",39,7,19,51
"24",39,7,19,51
"25",39,7,19,51
"26",39,7,19,51
"27",39,7,19,51
"28",39,7,19,51
"29",39,7,19,51
"30",39,7,19,51
"31",39,7,19,51
"32",39,7,19,51
"33",39,7,19,51
"34",39,7,19,51
"35",39,7,19,51
"36",39,7,19,51
"37",39,7,19,51
"38",39,7,19,51
"39",39,7,19,51
"40",39,7,19,51
"41",39,7,19,51
"42",39,7,19,51
"43",39,7,19,51
"44",39,7,19,51
"45",39,7,19,51
"46",39,7,19,51
"47",39,7,19,51
"48",39,7,19,51
"49",39,7,19,51
"50",39,7,19,51
"51",39,7,19,51
"52",39,7,19,51
"53",39,7,19,51
"54",39,7,19,51
"55",39,7,19,51
"56",39,7,19,51
"57",39,7,19,51
"58",39,7,19,51
"59",39,7,19,51
"60",39,7,19,51
"61",39,7,19,51
"62",39,7,19,51
"63",39,7,19,51
"64",39,7,19,51
"65",39,7,19,51
"66",39,7,19,51
"67",39,7,19,51
"68",39,7,19,51
"69",39,7,19,51
"70",39,7,19,51
"71",39,7,19,51
"72",39,7,19,51
"73",39,7,19,51
"74",39,7,19,51
"75",39,7,19,51
"76",39,7,19,51
"77",39,7,19,51
"78",39,7,19,51
"79",39,7,19,51
"80",39,7,19,51
"81",39,7,19,51
"82",39,7,19,51
"83",39,7,19,51
"84",39,7,19,51
"85",39,7,19,51
"86",39,7,19,51
"87",39,7,19,51
"88",39,7,19,51
"89",39,7,19,51
"90",39,7,19,51
"91",39,7,19,51
"92",39,7,19,51
"93",39,7,19,51
"94",39,7,19,51
"95",39,7,19,51
"96",39,7,19,51
"97",39,7,19,51
"98",39,7,19,51
"99",39,7,19,51
"100",39,7,19,51
