"","actual class","predicted class","N","median P(diving)"
"Spinosaurus_.11","UNKNOWN","0","0","0.365"
"Spinosaurus_.10","UNKNOWN","0","0","0.39"
"Spinosaurus_.9","UNKNOWN","2","100","0.86"
"Spinosaurus_.8","UNKNOWN","2","100","0.82"
"Spinosaurus_.7","UNKNOWN","2","100","0.75"
"Spinosaurus_.6","UNKNOWN","2","100","0.66"
"Spinosaurus_.5","UNKNOWN","2","100","0.91"
"Spinosaurus_.4","UNKNOWN","2","100","0.86"
"Spinosaurus_.3","UNKNOWN","2","100","0.82"
"Spinosaurus_.2","UNKNOWN","2","100","0.75"
"Spinosaurus_.1","UNKNOWN","2","100","0.65"
"Spinosaurus_","UNKNOWN","2","100","0.91"
"Baryonyx.3","UNKNOWN","2","100","0.58"
"Baryonyx.2","UNKNOWN","2","100","0.73"
"Baryonyx.1","UNKNOWN","2","100","0.84"
"Suchomimus.3","UNKNOWN","0","0","0.24"
"Suchomimus.2","UNKNOWN","0","0","0.36"
"Suchomimus.1","UNKNOWN","0","0","0.24"
"Suchomimus","UNKNOWN","0","0","0.36"
"Baryonyx","UNKNOWN","2","100","0.82"
