"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",35,6,17,47
"2",35,6,17,47
"3",35,6,17,47
"4",35,6,17,47
"5",35,6,17,47
"6",35,6,17,47
"7",35,6,17,47
"8",35,6,17,47
"9",35,6,17,47
"10",35,6,17,47
"11",35,6,17,47
"12",35,6,17,47
"13",35,6,17,47
"14",35,6,17,47
"15",35,6,17,47
"16",35,6,17,47
"17",35,6,17,47
"18",35,6,17,47
"19",35,6,17,47
"20",35,6,17,47
"21",35,6,17,47
"22",35,6,17,47
"23",35,6,17,47
"24",35,6,17,47
"25",35,6,17,47
"26",35,6,17,47
"27",35,6,17,47
"28",35,6,17,47
"29",35,6,17,47
"30",35,6,17,47
"31",35,6,17,47
"32",35,6,17,47
"33",35,6,17,47
"34",35,6,17,47
"35",35,6,17,47
"36",35,6,17,47
"37",35,6,17,47
"38",35,6,17,47
"39",35,6,17,47
"40",35,6,17,47
"41",35,6,17,47
"42",35,6,17,47
"43",35,6,17,47
"44",35,6,17,47
"45",35,6,17,47
"46",35,6,17,47
"47",35,6,17,47
"48",35,6,17,47
"49",35,6,17,47
"50",35,6,17,47
"51",35,6,17,47
"52",35,6,17,47
"53",35,6,17,47
"54",35,6,17,47
"55",35,6,17,47
"56",35,6,17,47
"57",35,6,17,47
"58",35,6,17,47
"59",35,6,17,47
"60",35,6,17,47
"61",35,6,17,47
"62",35,6,17,47
"63",35,6,17,47
"64",35,6,17,47
"65",35,6,17,47
"66",35,6,17,47
"67",35,6,17,47
"68",35,6,17,47
"69",35,6,17,47
"70",35,6,17,47
"71",35,6,17,47
"72",35,6,17,47
"73",35,6,17,47
"74",35,6,17,47
"75",35,6,17,47
"76",35,6,17,47
"77",35,6,17,47
"78",35,6,17,47
"79",35,6,17,47
"80",35,6,17,47
"81",35,6,17,47
"82",35,6,17,47
"83",35,6,17,47
"84",35,6,17,47
"85",35,6,17,47
"86",35,6,17,47
"87",35,6,17,47
"88",35,6,17,47
"89",35,6,17,47
"90",35,6,17,47
"91",35,6,17,47
"92",35,6,17,47
"93",35,6,17,47
"94",35,6,17,47
"95",35,6,17,47
"96",35,6,17,47
"97",35,6,17,47
"98",35,6,17,47
"99",35,6,17,47
"100",35,6,17,47
