"","actual class","predicted class","N","median P(diving)"
"Spinosaurus_.11","UNKNOWN","2","100","0.57"
"Spinosaurus_.10","UNKNOWN","2","100","0.59"
"Spinosaurus_.9","UNKNOWN","2","100","0.95"
"Spinosaurus_.8","UNKNOWN","2","100","0.93"
"Spinosaurus_.7","UNKNOWN","2","100","0.9"
"Spinosaurus_.6","UNKNOWN","2","100","0.86"
"Spinosaurus_.5","UNKNOWN","2","100","0.97"
"Spinosaurus_.4","UNKNOWN","2","100","0.93"
"Spinosaurus_.3","UNKNOWN","2","100","0.92"
"Spinosaurus_.2","UNKNOWN","2","100","0.88"
"Spinosaurus_.1","UNKNOWN","2","100","0.83"
"Spinosaurus_","UNKNOWN","2","100","0.96"
"Baryonyx.3","UNKNOWN","2","100","0.83"
"Baryonyx.2","UNKNOWN","2","100","0.91"
"Baryonyx.1","UNKNOWN","2","100","0.95"
"Suchomimus.3","UNKNOWN","2","100","0.53"
"Suchomimus.2","UNKNOWN","2","100","0.66"
"Suchomimus.1","UNKNOWN","2","100","0.51"
"Suchomimus","UNKNOWN","2","100","0.64"
"Baryonyx","UNKNOWN","2","100","0.94"
