"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",35,3,17,50
"2",35,3,17,50
"3",35,3,17,50
"4",35,3,17,50
"5",35,3,17,50
"6",35,3,17,50
"7",35,3,17,50
"8",35,3,17,50
"9",35,3,17,50
"10",35,3,17,50
"11",35,3,17,50
"12",35,3,17,50
"13",35,3,17,50
"14",35,3,17,50
"15",35,3,17,50
"16",35,3,17,50
"17",35,3,17,50
"18",35,3,17,50
"19",35,3,17,50
"20",35,3,17,50
"21",35,3,17,50
"22",35,3,17,50
"23",35,3,17,50
"24",35,3,17,50
"25",35,3,17,50
"26",35,3,17,50
"27",35,3,17,50
"28",35,3,17,50
"29",35,3,17,50
"30",35,3,17,50
"31",35,3,17,50
"32",35,3,17,50
"33",35,3,17,50
"34",35,3,17,50
"35",35,3,17,50
"36",35,3,17,50
"37",35,3,17,50
"38",35,3,17,50
"39",35,3,17,50
"40",35,3,17,50
"41",35,3,17,50
"42",35,3,17,50
"43",35,3,17,50
"44",35,3,17,50
"45",35,3,17,50
"46",35,3,17,50
"47",35,3,17,50
"48",35,3,17,50
"49",35,3,17,50
"50",35,3,17,50
"51",35,3,17,50
"52",35,3,17,50
"53",35,3,17,50
"54",35,3,17,50
"55",35,3,17,50
"56",35,3,17,50
"57",35,3,17,50
"58",35,3,17,50
"59",35,3,17,50
"60",35,3,17,50
"61",35,3,17,50
"62",35,3,17,50
"63",35,3,17,50
"64",35,3,17,50
"65",35,3,17,50
"66",35,3,17,50
"67",35,3,17,50
"68",35,3,17,50
"69",35,3,17,50
"70",35,3,17,50
"71",35,3,17,50
"72",35,3,17,50
"73",35,3,17,50
"74",35,3,17,50
"75",35,3,17,50
"76",35,3,17,50
"77",35,3,17,50
"78",35,3,17,50
"79",35,3,17,50
"80",35,3,17,50
"81",35,3,17,50
"82",35,3,17,50
"83",35,3,17,50
"84",35,3,17,50
"85",35,3,17,50
"86",35,3,17,50
"87",35,3,17,50
"88",35,3,17,50
"89",35,3,17,50
"90",35,3,17,50
"91",35,3,17,50
"92",35,3,17,50
"93",35,3,17,50
"94",35,3,17,50
"95",35,3,17,50
"96",35,3,17,50
"97",35,3,17,50
"98",35,3,17,50
"99",35,3,17,50
"100",35,3,17,50
