"","coeff_diameter","coeff_compactness","coeff_intercept"
"1",0.188699666574312,4.32946499163058,-3.15629430279231
"2",0.190381149391706,4.31794814182826,-3.14827182791107
"3",0.189446489290861,4.32449537155533,-3.1531550646414
"4",0.187569559024121,4.31789798176399,-3.1437970735445
"5",0.191584686818787,4.31937831163398,-3.15078570070726
"6",0.190190348729424,4.32104504231206,-3.15275860167726
"7",0.190334829214714,4.3176661314446,-3.14962521714239
"8",0.187460588013303,4.32008878715223,-3.14697579407379
"9",0.187026532194265,4.3158431802597,-3.14012966273099
"10",0.19028251228045,4.32821090454658,-3.15692447348847
"11",0.189379610236417,4.32221334170156,-3.15009530869982
"12",0.188350686825074,4.32118012926689,-3.14861503843642
"13",0.191300386178301,4.32829926713271,-3.15857281410114
"14",0.190200548736686,4.32625805189619,-3.15377608504007
"15",0.18968465748929,4.31926097567289,-3.14985307034671
"16",0.187352236531564,4.32231246860909,-3.14957360334831
"17",0.1911034799745,4.31626823904612,-3.1473640552408
"18",0.190069307310984,4.32434933843154,-3.15523637667317
"19",0.191296700726215,4.31963761861714,-3.14982885679196
"20",0.188609339456799,4.32277913604552,-3.15224325081051
"21",0.190231857343765,4.32481132412441,-3.15517957580858
"22",0.189396560821421,4.32819540605976,-3.15464905052879
"23",0.191165802624045,4.32077973054421,-3.14980315059431
"24",0.189844058297308,4.31426485935516,-3.14410601652028
"25",0.190302363073069,4.32177962723802,-3.1518146671195
"26",0.190394547928696,4.31986469079069,-3.15067106753221
"27",0.189942866249684,4.32102127204993,-3.15094283634293
"28",0.189319117860762,4.3242894640695,-3.15166138536287
"29",0.188865691350222,4.31035938622108,-3.13941581077541
"30",0.188321783639841,4.31389693310576,-3.14119798351847
"31",0.189941869281074,4.31905380663835,-3.14814618457336
"32",0.190519441272509,4.31944875879019,-3.14850242983196
"33",0.191205238411205,4.31724720179005,-3.14789826523127
"34",0.190470511135403,4.32396670695632,-3.15631747139171
"35",0.191213292647539,4.32033243362118,-3.15021693879022
"36",0.191272072814823,4.32105477326057,-3.15355964819321
"37",0.189819997414934,4.32172762163708,-3.15005841538956
"38",0.191392531286005,4.3217746290581,-3.15358860852785
"39",0.190862038568298,4.32404443310538,-3.1554337716907
"40",0.190271869437427,4.32196897691673,-3.15051909177802
"41",0.19083808216489,4.32915635877074,-3.16209679755692
"42",0.18712659036281,4.32377884248661,-3.14862305854704
"43",0.19118219890859,4.32639531089924,-3.15963028556471
"44",0.191268839220108,4.31983025388529,-3.15076892227225
"45",0.189143718730789,4.32713951835898,-3.15556330105982
"46",0.188465321765284,4.32283592310087,-3.15003604740686
"47",0.187688388385417,4.32124470311971,-3.14913962716101
"48",0.191534834864869,4.31748289383312,-3.15260149316364
"49",0.188879969170258,4.32579429562152,-3.15215575154813
"50",0.190121954047698,4.32181462768486,-3.15225595146522
"51",0.18695165675455,4.31729885504183,-3.14242212868681
"52",0.189535010382045,4.32717381564181,-3.15467705998795
"53",0.191441330119283,4.32399918821685,-3.15475896614752
"54",0.190505067908559,4.31506205855615,-3.14892233727646
"55",0.190819446492371,4.3190001944622,-3.15081208486377
"56",0.187379895761377,4.32552088263983,-3.1499736759037
"57",0.189325645037406,4.32051594249519,-3.15139658397332
"58",0.190722285790475,4.32009940569741,-3.15157300480376
"59",0.190950608869024,4.32178254899145,-3.15161284053858
"60",0.190470308524868,4.32011943045241,-3.15343787752131
"61",0.190234865625231,4.3209459882558,-3.15114049555052
"62",0.191951445371459,4.32503686204134,-3.157936209289
"63",0.191043295854329,4.32573127745518,-3.15890221038286
"64",0.189390215188088,4.32106604552574,-3.14944963812122
"65",0.189510602155259,4.31747577412172,-3.14668414342727
"66",0.188650678367828,4.31442514684916,-3.14215156863381
"67",0.190442260861967,4.3237168546709,-3.15488837817368
"68",0.18994096544418,4.31779344481854,-3.14848145678954
"69",0.190801917702207,4.32098131721877,-3.15231931174186
"70",0.190573048630403,4.31952982403368,-3.15233810967108
"71",0.186593357985947,4.32144358844348,-3.14690323755142
"72",0.190536637808796,4.32463650772524,-3.15533478791556
"73",0.189881247813825,4.31453815387522,-3.14458577002421
"74",0.190958240841553,4.3252806847531,-3.15598316844397
"75",0.188627605004301,4.32664764854342,-3.15322995360845
"76",0.191374182898598,4.32084414004418,-3.15178782088208
"77",0.189284077688157,4.32400203210362,-3.15319305381323
"78",0.191201695407238,4.33063007298662,-3.15985978486802
"79",0.187955689488849,4.31649367563083,-3.14600928954421
"80",0.190372238617309,4.31853199454053,-3.14619518187955
"81",0.191883543296847,4.32287351135744,-3.1563563007213
"82",0.188646716094721,4.31756785580659,-3.14624616786856
"83",0.189719816904917,4.31597713598548,-3.14589720573631
"84",0.19139296067765,4.31960569484657,-3.15240063742322
"85",0.189472493627639,4.32117179990265,-3.14929228915863
"86",0.190500377769706,4.32332309546141,-3.15198640725076
"87",0.191009870302495,4.32538105559882,-3.15316228138527
"88",0.190587577995801,4.32290013733992,-3.15259214596935
"89",0.190300059673401,4.32009333421699,-3.15014540730087
"90",0.190160971780983,4.3276282823079,-3.15612848625002
"91",0.188546936457591,4.31273006078677,-3.14145151299615
"92",0.191187154024736,4.32179046806622,-3.15417496031189
"93",0.188825429854804,4.32609408575147,-3.15254782326251
"94",0.188532422423366,4.31719574232268,-3.14462238530111
"95",0.188838263857834,4.32349047050995,-3.15166034039319
"96",0.190688290999392,4.32669831580311,-3.15762461471305
"97",0.188269973334359,4.32683078339723,-3.15302265195825
"98",0.18976489586713,4.32058863612911,-3.14792626951124
"99",0.191462493608161,4.32392354065981,-3.15483873892959
"100",0.188651328001864,4.32008799638854,-3.14928033948014
