Tylosaurus_sp., {{66, {{80, 9, 24, 32}, 0.78}}, {1, {{79, 9, 25, 32}, 0.79}}, {33, {{80, 9, 24, 32}, 0.79}}}
Baryonyx.1, {{95, {{80, 9, 24, 32}, 0.9}}, {1, {{79, 9, 25, 32}, 0.91}}, {4, {{80, 9, 24, 32}, 0.91}}}
Spinosaurus.3, {{56, {{80, 9, 24, 32}, 0.9}}, {1, {{79, 9, 25, 32}, 0.91}}, {43, {{80, 9, 24, 32}, 0.91}}}
Spinosaurus.2, {{98, {{80, 9, 24, 32}, 0.98}}, {1, {{80, 9, 24, 32}, 0.97}}, {1, {{79, 9, 25, 32}, 0.98}}}
Spinosaurus.1, {{2, {{80, 9, 24, 32}, 0.9}}, {1, {{79, 9, 25, 32}, 0.89}}, {97, {{80, 9, 24, 32}, 0.89}}}
Baryonyx, {{99, {{80, 9, 24, 32}, 0.98}}, {1, {{79, 9, 25, 32}, 0.98}}}
Noemys_fodies, {{1, {{79, 9, 25, 32}, 0.73}}, {99, {{80, 9, 24, 32}, 0.73}}}
Pipistrellus_pipistrellus, {{1, {{79, 9, 25, 32}, 0.01}}, {99, {{80, 9, 24, 32}, 0.01}}}
Genetta_genetta, {{1, {{79, 9, 25, 32}, 0.23}}, {1, {{80, 9, 24, 32}, 0.22}}, {98, {{80, 9, 24, 32}, 0.23}}}
Tremarctos_ornatus, {{1, {{79, 9, 25, 32}, 0.64}}, {82, {{80, 9, 24, 32}, 0.64}}, {17, {{80, 9, 24, 32}, 0.63}}}
Lutra_vulgaris, {{1, {{80, 9, 24, 32}, 0.87}}, {1, {{79, 9, 25, 32}, 0.88}}, {98, {{80, 9, 24, 32}, 0.88}}}
Tapirus_indicus, {{1, {{79, 9, 25, 32}, 0.19}}, {94, {{80, 9, 24, 32}, 0.19}}, {5, {{80, 9, 24, 32}, 0.18}}}
Lissodelphis_borealis, {{1, {{79, 9, 25, 32}, 0.54}}, {99, {{80, 9, 24, 32}, 0.54}}}
Nothosaurus_sp., {{24, {{78, 9, 23, 36}, 1.0}}, {76, {{79, 9, 22, 36}, 1.0}}}
Metriorhynchid_indet., {{22, {{78, 9, 23, 36}, 0.34}}, {61, {{79, 9, 22, 36}, 0.34}}, {2, {{78, 9, 23, 36}, 0.35}}, {12, {{79, 9, 22, 36}, 0.33}}, {3, {{79, 9, 22, 36}, 0.35}}}
Crocodylus_sp., {{24, {{78, 9, 23, 36}, 0.93}}, {76, {{79, 9, 22, 36}, 0.93}}}
Miragaia_longicollum, {{14, {{78, 9, 23, 36}, 0.81}}, {10, {{78, 9, 23, 36}, 0.82}}, {51, {{79, 9, 22, 36}, 0.81}}, {25, {{79, 9, 22, 36}, 0.82}}}
Baryonyx.1, {{24, {{78, 9, 23, 36}, 0.88}}, {76, {{79, 9, 22, 36}, 0.88}}}
Spinosaurus.3, {{13, {{78, 9, 23, 36}, 0.89}}, {54, {{79, 9, 22, 36}, 0.89}}, {11, {{78, 9, 23, 36}, 0.88}}, {22, {{79, 9, 22, 36}, 0.88}}}
Spinosaurus.2, {{24, {{78, 9, 23, 36}, 0.97}}, {76, {{79, 9, 22, 36}, 0.97}}}
Spinosaurus.1, {{4, {{78, 9, 23, 36}, 0.86}}, {2, {{79, 9, 22, 36}, 0.86}}, {20, {{78, 9, 23, 36}, 0.87}}, {74, {{79, 9, 22, 36}, 0.87}}}
Baryonyx, {{24, {{78, 9, 23, 36}, 0.97}}, {76, {{79, 9, 22, 36}, 0.97}}}
Spinosaurus, {{23, {{78, 9, 23, 36}, 0.96}}, {71, {{79, 9, 22, 36}, 0.96}}, {1, {{78, 9, 23, 36}, 0.97}}, {5, {{79, 9, 22, 36}, 0.97}}}
Anas_platyrhynchos, {{24, {{78, 9, 23, 36}, 0.01}}, {76, {{79, 9, 22, 36}, 0.01}}}
Caloenas_nicobarica, {{4, {{78, 9, 23, 36}, 0.42}}, {20, {{78, 9, 23, 36}, 0.41}}, {4, {{79, 9, 22, 36}, 0.42}}, {72, {{79, 9, 22, 36}, 0.41}}}
Podica_senegalensis, {{76, {{79, 9, 22, 36}, 0.65}}, {24, {{78, 9, 23, 36}, 0.65}}}
Porphyrio_poliocephalus, {{9, {{78, 9, 23, 36}, 0.27}}, {51, {{79, 9, 22, 36}, 0.27}}, {15, {{78, 9, 23, 36}, 0.28}}, {25, {{79, 9, 22, 36}, 0.28}}}
Porzana_carolina, {{24, {{78, 9, 23, 36}, 0.17}}, {76, {{79, 9, 22, 36}, 0.17}}}
Larus_argentatus, {{7, {{78, 9, 23, 36}, 0.06}}, {40, {{79, 9, 22, 36}, 0.06}}, {17, {{78, 9, 23, 36}, 0.07}}, {36, {{79, 9, 22, 36}, 0.07}}}
Aptenodytes_patagonicus, {{24, {{78, 9, 23, 36}, 0.67}}, {76, {{79, 9, 22, 36}, 0.67}}}
Ardea_cinerea, {{24, {{78, 9, 23, 36}, 0.01}}, {76, {{79, 9, 22, 36}, 0.01}}}
Microgale_thomasi, {{24, {{78, 9, 23, 36}, 0.3}}, {76, {{79, 9, 22, 36}, 0.3}}}
Martes_martes, {{23, {{78, 9, 23, 36}, 0.22}}, {1, {{78, 9, 23, 36}, 0.23}}, {76, {{79, 9, 22, 36}, 0.22}}}
Equus_caballus, {{8, {{78, 9, 23, 36}, 0.42}}, {16, {{78, 9, 23, 36}, 0.41}}, {14, {{79, 9, 22, 36}, 0.42}}, {62, {{79, 9, 22, 36}, 0.41}}}
Bison_bison, {{20, {{78, 9, 23, 36}, 0.34}}, {70, {{79, 9, 22, 36}, 0.34}}, {4, {{78, 9, 23, 36}, 0.35}}, {6, {{79, 9, 22, 36}, 0.35}}}
Crocodylus_niloticus, {{1, {{78, 10, 24, 33}, 0.95}}, {99, {{77, 10, 25, 33}, 0.95}}}
Diplodocus_sp, {{2, {{77, 10, 25, 33}, 0.95}}, {1, {{78, 10, 24, 33}, 0.94}}, {97, {{77, 10, 25, 33}, 0.94}}}
Baryonyx.1, {{1, {{78, 10, 24, 33}, 0.91}}, {99, {{77, 10, 25, 33}, 0.91}}}
Spinosaurus.3, {{13, {{77, 10, 25, 33}, 0.92}}, {1, {{78, 10, 24, 33}, 0.91}}, {86, {{77, 10, 25, 33}, 0.91}}}
Spinosaurus.2, {{44, {{77, 10, 25, 33}, 0.97}}, {1, {{78, 10, 24, 33}, 0.98}}, {55, {{77, 10, 25, 33}, 0.98}}}
Spinosaurus.1, {{1, {{78, 10, 24, 33}, 0.9}}, {70, {{77, 10, 25, 33}, 0.9}}, {29, {{77, 10, 25, 33}, 0.89}}}
Baryonyx, {{1, {{78, 10, 24, 33}, 0.98}}, {99, {{77, 10, 25, 33}, 0.98}}}
Spinosaurus, {{1, {{78, 10, 24, 33}, 0.97}}, {99, {{77, 10, 25, 33}, 0.97}}}
Melanitta_nigra, {{1, {{78, 10, 24, 33}, 0.37}}, {57, {{77, 10, 25, 33}, 0.37}}, {42, {{77, 10, 25, 33}, 0.38}}}
Anas_discors, {{1, {{78, 10, 24, 33}, 0.2}}, {19, {{77, 10, 25, 33}, 0.2}}, {80, {{77, 10, 25, 33}, 0.21}}}
Sarothrura_rufa, {{9, {{77, 10, 25, 33}, 0.49}}, {1, {{78, 10, 24, 33}, 0.5}}, {90, {{77, 10, 25, 33}, 0.5}}}
Spheniscus_humboldti, {{1, {{78, 10, 24, 33}, 0.89}}, {99, {{77, 10, 25, 33}, 0.89}}}
Ornithorhynchus_anatinus, {{1, {{78, 10, 24, 33}, 0.9}}, {30, {{77, 10, 25, 33}, 0.9}}, {69, {{77, 10, 25, 33}, 0.89}}}
Gorilla_gorilla, {{20, {{77, 10, 25, 33}, 0.13}}, {1, {{78, 10, 24, 33}, 0.12}}, {79, {{77, 10, 25, 33}, 0.12}}}
Dasyprocta__punctata, {{1, {{78, 10, 24, 33}, 0.12}}, {99, {{77, 10, 25, 33}, 0.12}}}
Desmana_moschata, {{1, {{78, 10, 24, 33}, 0.85}}, {83, {{77, 10, 25, 33}, 0.85}}, {16, {{77, 10, 25, 33}, 0.84}}}
Panthera_leo_persica, {{13, {{77, 10, 25, 33}, 0.13}}, {1, {{78, 10, 24, 33}, 0.12}}, {86, {{77, 10, 25, 33}, 0.12}}}
Nanophoca_vitulinoides, {{1, {{78, 10, 24, 33}, 0.97}}, {99, {{77, 10, 25, 33}, 0.97}}}
Martes_foina, {{36, {{77, 10, 25, 33}, 0.29}}, {1, {{78, 10, 24, 33}, 0.28}}, {63, {{77, 10, 25, 33}, 0.28}}}
Rhinoceros_sondaicus, {{1, {{78, 10, 24, 33}, 0.89}}, {99, {{77, 10, 25, 33}, 0.89}}}
Rodhocetus, {{1, {{78, 10, 24, 33}, 0.94}}, {99, {{77, 10, 25, 33}, 0.94}}}
Giraffa_camelopardalis, {{1, {{78, 10, 24, 33}, 0.17}}, {97, {{77, 10, 25, 33}, 0.17}}, {2, {{77, 10, 25, 33}, 0.18}}}
Hemitragus_jayakari, {{74, {{77, 10, 25, 33}, 0.24}}, {1, {{78, 10, 24, 33}, 0.23}}, {25, {{77, 10, 25, 33}, 0.23}}}
Alamosaurus, {{3, {{80, 9, 21, 36}, 0.09}}, {4, {{80, 9, 21, 36}, 0.1}}, {1, {{79, 9, 22, 36}, 0.09}}, {69, {{78, 9, 23, 36}, 0.1}}, {23, {{79, 9, 22, 36}, 0.1}}}
Baryonyx.1, {{69, {{78, 9, 23, 36}, 0.9}}, {24, {{79, 9, 22, 36}, 0.9}}, {7, {{80, 9, 21, 36}, 0.9}}}
Spinosaurus.3, {{3, {{80, 9, 21, 36}, 0.91}}, {14, {{78, 9, 23, 36}, 0.9}}, {55, {{78, 9, 23, 36}, 0.91}}, {12, {{79, 9, 22, 36}, 0.9}}, {12, {{79, 9, 22, 36}, 0.91}}, {4, {{80, 9, 21, 36}, 0.9}}}
Spinosaurus.2, {{1, {{80, 9, 21, 36}, 0.97}}, {26, {{78, 9, 23, 36}, 0.97}}, {6, {{80, 9, 21, 36}, 0.98}}, {10, {{79, 9, 22, 36}, 0.97}}, {43, {{78, 9, 23, 36}, 0.98}}, {14, {{79, 9, 22, 36}, 0.98}}}
Spinosaurus.1, {{7, {{80, 9, 21, 36}, 0.89}}, {64, {{78, 9, 23, 36}, 0.89}}, {17, {{79, 9, 22, 36}, 0.89}}, {5, {{78, 9, 23, 36}, 0.88}}, {7, {{79, 9, 22, 36}, 0.88}}}
Baryonyx, {{7, {{80, 9, 21, 36}, 0.98}}, {69, {{78, 9, 23, 36}, 0.98}}, {24, {{79, 9, 22, 36}, 0.98}}}
Spinosaurus, {{7, {{80, 9, 21, 36}, 0.97}}, {69, {{78, 9, 23, 36}, 0.97}}, {24, {{79, 9, 22, 36}, 0.97}}}
Lourinhanosaurus, {{7, {{80, 9, 21, 36}, 0.17}}, {45, {{78, 9, 23, 36}, 0.17}}, {24, {{78, 9, 23, 36}, 0.18}}, {24, {{79, 9, 22, 36}, 0.17}}}
Chaunia_chavaria, {{7, {{80, 9, 21, 36}, 0.27}}, {69, {{78, 9, 23, 36}, 0.27}}, {24, {{79, 9, 22, 36}, 0.27}}}
Anas_erythrorhyncha, {{7, {{80, 9, 21, 36}, 0.44}}, {69, {{78, 9, 23, 36}, 0.44}}, {24, {{79, 9, 22, 36}, 0.44}}}
Otis_tarda, {{69, {{78, 9, 23, 36}, 0.03}}, {24, {{79, 9, 22, 36}, 0.03}}, {7, {{80, 9, 21, 36}, 0.03}}}
Nestor_notabilis, {{7, {{80, 9, 21, 36}, 0.29}}, {69, {{78, 9, 23, 36}, 0.29}}, {24, {{79, 9, 22, 36}, 0.29}}}
Morus_bassanus, {{7, {{80, 9, 21, 36}, 0.02}}, {69, {{78, 9, 23, 36}, 0.02}}, {24, {{79, 9, 22, 36}, 0.02}}}
Phalacrocorax_harris, {{5, {{79, 9, 22, 36}, 0.83}}, {4, {{80, 9, 21, 36}, 0.82}}, {61, {{78, 9, 23, 36}, 0.82}}, {3, {{80, 9, 21, 36}, 0.83}}, {19, {{79, 9, 22, 36}, 0.82}}, {8, {{78, 9, 23, 36}, 0.83}}}
Perameles_nasuta, {{7, {{80, 9, 21, 36}, 0.33}}, {69, {{78, 9, 23, 36}, 0.33}}, {24, {{79, 9, 22, 36}, 0.33}}}
Galemys_pyrenaicus, {{7, {{80, 9, 21, 36}, 0.07}}, {69, {{78, 9, 23, 36}, 0.07}}, {24, {{79, 9, 22, 36}, 0.07}}}
Erinaceus_europaeus, {{7, {{80, 9, 21, 36}, 0.18}}, {12, {{78, 9, 23, 36}, 0.19}}, {57, {{78, 9, 23, 36}, 0.18}}, {24, {{79, 9, 22, 36}, 0.18}}}
Callophoca_obscura, {{24, {{79, 9, 22, 36}, 0.57}}, {1, {{80, 9, 21, 36}, 0.56}}, {6, {{80, 9, 21, 36}, 0.57}}, {69, {{78, 9, 23, 36}, 0.57}}}
Tapirus_terrestris, {{24, {{79, 9, 22, 36}, 0.66}}, {14, {{78, 9, 23, 36}, 0.67}}, {7, {{80, 9, 21, 36}, 0.66}}, {55, {{78, 9, 23, 36}, 0.66}}}
Rhinocerus_unicornis, {{24, {{79, 9, 22, 36}, 0.74}}, {7, {{80, 9, 21, 36}, 0.74}}, {69, {{78, 9, 23, 36}, 0.74}}}
Rangifer_tarandus, {{11, {{79, 9, 22, 36}, 0.57}}, {5, {{80, 9, 21, 36}, 0.56}}, {5, {{78, 9, 23, 36}, 0.56}}, {13, {{79, 9, 22, 36}, 0.56}}, {2, {{80, 9, 21, 36}, 0.57}}, {64, {{78, 9, 23, 36}, 0.57}}}
Ovis_aries, {{69, {{78, 9, 23, 36}, 0.24}}, {23, {{79, 9, 22, 36}, 0.24}}, {2, {{80, 9, 21, 36}, 0.23}}, {5, {{80, 9, 21, 36}, 0.24}}, {1, {{79, 9, 22, 36}, 0.23}}}
Mollesaurus, {{4, {{77, 9, 23, 37}, 0.62}}, {1, {{76, 9, 24, 37}, 0.63}}, {4, {{77, 9, 23, 37}, 0.64}}, {19, {{78, 9, 22, 37}, 0.63}}, {1, {{76, 9, 24, 37}, 0.62}}, {49, {{78, 9, 22, 37}, 0.62}}, {22, {{77, 9, 23, 37}, 0.63}}}
Baryonyx.1, {{30, {{77, 9, 23, 37}, 0.88}}, {1, {{76, 9, 24, 37}, 0.88}}, {68, {{78, 9, 22, 37}, 0.88}}, {1, {{76, 9, 24, 37}, 0.87}}}
Spinosaurus.3, {{27, {{77, 9, 23, 37}, 0.88}}, {2, {{76, 9, 24, 37}, 0.88}}, {68, {{78, 9, 22, 37}, 0.88}}, {3, {{77, 9, 23, 37}, 0.89}}}
Spinosaurus.2, {{2, {{76, 9, 24, 37}, 0.97}}, {68, {{78, 9, 22, 37}, 0.97}}, {30, {{77, 9, 23, 37}, 0.97}}}
Spinosaurus.1, {{1, {{76, 9, 24, 37}, 0.86}}, {28, {{77, 9, 23, 37}, 0.87}}, {10, {{78, 9, 22, 37}, 0.86}}, {2, {{77, 9, 23, 37}, 0.86}}, {1, {{76, 9, 24, 37}, 0.87}}, {58, {{78, 9, 22, 37}, 0.87}}}
Baryonyx, {{2, {{76, 9, 24, 37}, 0.97}}, {68, {{78, 9, 22, 37}, 0.97}}, {30, {{77, 9, 23, 37}, 0.97}}}
Spinosaurus, {{1, {{76, 9, 24, 37}, 0.96}}, {28, {{78, 9, 22, 37}, 0.96}}, {1, {{76, 9, 24, 37}, 0.97}}, {40, {{78, 9, 22, 37}, 0.97}}, {10, {{77, 9, 23, 37}, 0.96}}, {20, {{77, 9, 23, 37}, 0.97}}}
Charcarodontosaurid, {{16, {{77, 9, 23, 37}, 0.79}}, {1, {{76, 9, 24, 37}, 0.8}}, {1, {{76, 9, 24, 37}, 0.79}}, {6, {{78, 9, 22, 37}, 0.8}}, {62, {{78, 9, 22, 37}, 0.79}}, {14, {{77, 9, 23, 37}, 0.8}}}
Atlantisia_rogersi, {{2, {{76, 9, 24, 37}, 0.52}}, {68, {{78, 9, 22, 37}, 0.52}}, {30, {{77, 9, 23, 37}, 0.52}}}
Corvus_corone, {{2, {{76, 9, 24, 37}, 0.04}}, {68, {{78, 9, 22, 37}, 0.04}}, {30, {{77, 9, 23, 37}, 0.04}}}
Pelecanus_sp., {{2, {{76, 9, 24, 37}, 0.0}}, {68, {{78, 9, 22, 37}, 0.0}}, {30, {{77, 9, 23, 37}, 0.0}}}
Dasyurus_maculatus, {{2, {{76, 9, 24, 37}, 0.53}}, {68, {{78, 9, 22, 37}, 0.53}}, {30, {{77, 9, 23, 37}, 0.53}}}
Cercopithecus_mona, {{5, {{78, 9, 22, 37}, 0.06}}, {2, {{76, 9, 24, 37}, 0.07}}, {63, {{78, 9, 22, 37}, 0.07}}, {30, {{77, 9, 23, 37}, 0.07}}}
Lepus_europaeus, {{68, {{78, 9, 22, 37}, 0.41}}, {30, {{77, 9, 23, 37}, 0.41}}, {2, {{76, 9, 24, 37}, 0.41}}}
Sciurus_vulgaris, {{10, {{77, 9, 23, 37}, 0.26}}, {66, {{78, 9, 22, 37}, 0.25}}, {2, {{76, 9, 24, 37}, 0.26}}, {20, {{77, 9, 23, 37}, 0.25}}, {2, {{78, 9, 22, 37}, 0.26}}}
Eidolon_helvum, {{2, {{76, 9, 24, 37}, 0.04}}, {68, {{78, 9, 22, 37}, 0.04}}, {30, {{77, 9, 23, 37}, 0.04}}}
Felis_silvestris, {{2, {{76, 9, 24, 37}, 0.25}}, {68, {{78, 9, 22, 37}, 0.25}}, {30, {{77, 9, 23, 37}, 0.25}}}
Ursus_maritimus, {{2, {{76, 9, 24, 37}, 0.11}}, {38, {{78, 9, 22, 37}, 0.11}}, {30, {{78, 9, 22, 37}, 0.1}}, {30, {{77, 9, 23, 37}, 0.11}}}
Neovison_vison, {{2, {{76, 9, 24, 37}, 0.4}}, {35, {{78, 9, 22, 37}, 0.4}}, {33, {{78, 9, 22, 37}, 0.39}}, {30, {{77, 9, 23, 37}, 0.4}}}
Sus_scrofa, {{1, {{77, 9, 23, 37}, 0.09}}, {29, {{77, 9, 23, 37}, 0.1}}, {48, {{78, 9, 22, 37}, 0.09}}, {2, {{76, 9, 24, 37}, 0.1}}, {20, {{78, 9, 22, 37}, 0.1}}}
Dorudon, {{2, {{76, 9, 24, 37}, 0.96}}, {68, {{78, 9, 22, 37}, 0.96}}, {30, {{77, 9, 23, 37}, 0.96}}}
Aepyceros_melampus, {{30, {{77, 9, 23, 37}, 0.35}}, {8, {{78, 9, 22, 37}, 0.34}}, {2, {{76, 9, 24, 37}, 0.35}}, {60, {{78, 9, 22, 37}, 0.35}}}
Clidastes_sp., {{30, {{80, 8, 23, 35}, 0.81}}, {70, {{80, 8, 23, 35}, 0.82}}}
Spinophorosaurus_nigerensis, {{21, {{80, 8, 23, 35}, 0.39}}, {11, {{80, 8, 23, 35}, 0.41}}, {68, {{80, 8, 23, 35}, 0.4}}}
Plateosaurus, {{2, {{80, 8, 23, 35}, 0.0}}, {98, {{80, 8, 23, 35}, 0.01}}}
Baryonyx.1, {{100, {{80, 8, 23, 35}, 0.9}}}
Spinosaurus.3, {{99, {{80, 8, 23, 35}, 0.9}}, {1, {{80, 8, 23, 35}, 0.91}}}
Spinosaurus.2, {{100, {{80, 8, 23, 35}, 0.98}}}
Spinosaurus.1, {{2, {{80, 8, 23, 35}, 0.88}}, {98, {{80, 8, 23, 35}, 0.89}}}
Baryonyx, {{100, {{80, 8, 23, 35}, 0.98}}}
Spinosaurus, {{92, {{80, 8, 23, 35}, 0.98}}, {8, {{80, 8, 23, 35}, 0.97}}}
Cygnus_olor, {{83, {{80, 8, 23, 35}, 0.58}}, {17, {{80, 8, 23, 35}, 0.59}}}
Dendrocopos_major, {{100, {{80, 8, 23, 35}, 0.34}}}
Xenicus_longipes, {{91, {{80, 8, 23, 35}, 0.55}}, {9, {{80, 8, 23, 35}, 0.56}}}
Macropus_rufus, {{1, {{80, 8, 23, 35}, 0.54}}, {99, {{80, 8, 23, 35}, 0.53}}}
Orycteropus_afer, {{99, {{80, 8, 23, 35}, 0.09}}, {1, {{80, 8, 23, 35}, 0.08}}}
Elephas_maximus, {{2, {{80, 8, 23, 35}, 0.03}}, {98, {{80, 8, 23, 35}, 0.04}}}
Rattus_rattus, {{100, {{80, 8, 23, 35}, 0.48}}}
Phoca_vitulina, {{16, {{80, 8, 23, 35}, 0.02}}, {84, {{80, 8, 23, 35}, 0.01}}}
Ceratotherium_simum, {{45, {{80, 8, 23, 35}, 0.37}}, {55, {{80, 8, 23, 35}, 0.36}}}
Hippopotamus_amphibius, {{98, {{80, 8, 23, 35}, 0.78}}, {2, {{80, 8, 23, 35}, 0.77}}}
Basilosaurus, {{100, {{80, 8, 23, 35}, 0.98}}}
Balaenoptera_brydei, {{100, {{80, 8, 23, 35}, 0.2}}}
Monodon_monoceros, {{40, {{80, 8, 23, 35}, 0.57}}, {60, {{80, 8, 23, 35}, 0.58}}}
Neusticosaurus, {{100, {{76, 10, 25, 35}, 0.99}}}
Serpianosaurus, {{100, {{76, 10, 25, 35}, 0.99}}}
Baryonyx.1, {{44, {{76, 10, 25, 35}, 0.86}}, {56, {{76, 10, 25, 35}, 0.87}}}
Spinosaurus.3, {{9, {{76, 10, 25, 35}, 0.86}}, {91, {{76, 10, 25, 35}, 0.87}}}
Spinosaurus.2, {{99, {{76, 10, 25, 35}, 0.96}}, {1, {{76, 10, 25, 35}, 0.95}}}
Spinosaurus.1, {{66, {{76, 10, 25, 35}, 0.85}}, {34, {{76, 10, 25, 35}, 0.86}}}
Baryonyx, {{100, {{76, 10, 25, 35}, 0.96}}}
Spinosaurus, {{100, {{76, 10, 25, 35}, 0.95}}}
Struthio_camelus, {{100, {{76, 10, 25, 35}, 0.3}}}
Crypturellus_tataupa, {{90, {{76, 10, 25, 35}, 0.38}}, {10, {{76, 10, 25, 35}, 0.39}}}
Turdus_olivater, {{100, {{76, 10, 25, 35}, 0.75}}}
Pelagodroma_marina, {{100, {{76, 10, 25, 35}, 0.44}}}
Tachyglossus_aculeatus_setosus, {{100, {{76, 10, 25, 35}, 0.28}}}
Monodelphis_domestica, {{100, {{76, 10, 25, 35}, 0.34}}}
Choloepus_didactylus, {{33, {{76, 10, 25, 35}, 0.17}}, {67, {{76, 10, 25, 35}, 0.18}}}
Procavia_capensis, {{1, {{76, 10, 25, 35}, 0.24}}, {99, {{76, 10, 25, 35}, 0.25}}}
Behemotops_katsuiei, {{100, {{76, 10, 25, 35}, 0.87}}}
Apodemus_sp., {{95, {{76, 10, 25, 35}, 0.29}}, {5, {{76, 10, 25, 35}, 0.28}}}
Ursus_spelaeus, {{100, {{76, 10, 25, 35}, 0.8}}}
Camelus_bactrianus, {{1, {{76, 10, 25, 35}, 0.31}}, {99, {{76, 10, 25, 35}, 0.32}}}
Delphinapterus_leucas, {{100, {{76, 10, 25, 35}, 0.85}}}
Capra_aegagrus, {{100, {{76, 10, 25, 35}, 0.63}}}
Ceresiosaurus, {{38, {{86, 7, 19, 34}, 1.0}}, {62, {{85, 7, 20, 34}, 1.0}}}
Dallasaurus_turneri, {{38, {{86, 7, 19, 34}, 0.42}}, {62, {{85, 7, 20, 34}, 0.42}}}
Platecarpus_sp., {{38, {{86, 7, 19, 34}, 0.87}}, {62, {{85, 7, 20, 34}, 0.87}}}
Baryonyx.1, {{38, {{86, 7, 19, 34}, 0.9}}, {62, {{85, 7, 20, 34}, 0.9}}}
Spinosaurus.3, {{28, {{86, 7, 19, 34}, 0.9}}, {10, {{86, 7, 19, 34}, 0.91}}, {30, {{85, 7, 20, 34}, 0.9}}, {32, {{85, 7, 20, 34}, 0.91}}}
Spinosaurus.2, {{38, {{86, 7, 19, 34}, 0.98}}, {62, {{85, 7, 20, 34}, 0.98}}}
Spinosaurus.1, {{38, {{86, 7, 19, 34}, 0.89}}, {62, {{85, 7, 20, 34}, 0.89}}}
Baryonyx, {{38, {{86, 7, 19, 34}, 0.98}}, {62, {{85, 7, 20, 34}, 0.98}}}
Spinosaurus, {{57, {{85, 7, 20, 34}, 0.97}}, {5, {{85, 7, 20, 34}, 0.98}}, {38, {{86, 7, 19, 34}, 0.97}}}
Anseranas_semipalmata, {{38, {{86, 7, 19, 34}, 0.55}}, {62, {{85, 7, 20, 34}, 0.55}}}
Anser_fabalis, {{38, {{86, 7, 19, 34}, 0.28}}, {33, {{85, 7, 20, 34}, 0.28}}, {29, {{85, 7, 20, 34}, 0.29}}}
Tachyeres_ciconia, {{2, {{86, 7, 19, 34}, 0.84}}, {2, {{85, 7, 20, 34}, 0.84}}, {36, {{86, 7, 19, 34}, 0.85}}, {60, {{85, 7, 20, 34}, 0.85}}}
Goura_cristata, {{38, {{86, 7, 19, 34}, 0.05}}, {62, {{85, 7, 20, 34}, 0.05}}}
Buteo_buteo, {{62, {{85, 7, 20, 34}, 0.0}}, {38, {{86, 7, 19, 34}, 0.0}}}
Rhynchocyon_petersi, {{38, {{86, 7, 19, 34}, 0.33}}, {62, {{85, 7, 20, 34}, 0.33}}}
Desmostylus_hesperus, {{38, {{86, 7, 19, 34}, 0.22}}, {54, {{85, 7, 20, 34}, 0.22}}, {8, {{85, 7, 20, 34}, 0.23}}}
Galagoides_demidovii, {{38, {{86, 7, 19, 34}, 0.05}}, {62, {{85, 7, 20, 34}, 0.05}}}
Myocastor_coypus, {{7, {{86, 7, 19, 34}, 0.24}}, {31, {{86, 7, 19, 34}, 0.25}}, {1, {{85, 7, 20, 34}, 0.24}}, {61, {{85, 7, 20, 34}, 0.25}}}
