Carentonosaurus_mineaui, {{100, 0.97}}
Baryonyx.1, {{86, 0.9}, {14, 0.89}}
Baryonyx.1, {{5, 0.9}, {95, 0.89}}
Spinosaurus.3, {{66, 0.9}, {34, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{98, 0.88}, {2, 0.89}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Spinosaurus, {{100, 0.97}}
Apteryx_owenii, {{1, 0.59}, {99, 0.6}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{58, 0.9}, {42, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Aramus_guarana, {{30, 0.45}, {70, 0.44}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{22, 0.9}, {78, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Atlantisia_rogersi, {{100, 0.51}}
Baryonyx.1, {{10, 0.9}, {90, 0.89}}
Spinosaurus.3, {{80, 0.9}, {20, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{95, 0.88}, {5, 0.89}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Spinosaurus, {{100, 0.97}}
Caloenas_nicobarica, {{100, 0.42}}
Baryonyx.1, {{2, 0.9}, {98, 0.89}}
Spinosaurus.3, {{66, 0.9}, {34, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{99, 0.88}, {1, 0.89}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Chaunia_chavaria, {{97, 0.28}, {3, 0.29}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{38, 0.9}, {62, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Crypturellus_tataupa, {{100, 0.35}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{1, 0.9}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{80, 0.88}, {20, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{30, 0.96}, {70, 0.97}}
Casuarius_casuarius, {{43, 0.3}, {57, 0.29}}
Baryonyx.1, {{24, 0.9}, {76, 0.89}}
Spinosaurus.3, {{90, 0.9}, {10, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{85, 0.88}, {15, 0.89}}
Baryonyx, {{5, 0.98}, {95, 0.97}}
Spinosaurus, {{100, 0.97}}
Cygnus_olor, {{100, 0.59}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{33, 0.9}, {67, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Glareola_pratincula, {{100, 0.57}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{58, 0.9}, {42, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Goura_cristata, {{20, 0.07}, {80, 0.08}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{47, 0.9}, {53, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Nestor_notabilis, {{100, 0.31}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{46, 0.9}, {54, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Pelagodroma_marina, {{100, 0.41}}
Baryonyx.1, {{5, 0.9}, {95, 0.89}}
Spinosaurus.3, {{66, 0.9}, {34, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{99, 0.88}, {1, 0.89}}
Baryonyx, {{1, 0.98}, {99, 0.97}}
Spinosaurus, {{100, 0.97}}
Phaeton_aethereus, {{3, 0.4}, {97, 0.41}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{17, 0.9}, {83, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{95, 0.88}, {5, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{14, 0.96}, {86, 0.97}}
Phalacrocorax_harris, {{100, 0.83}}
Baryonyx.1, {{14, 0.9}, {86, 0.89}}
Spinosaurus.3, {{81, 0.9}, {19, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{91, 0.88}, {9, 0.89}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Spinosaurus, {{100, 0.97}}
Phaenicopterus_roseus, {{100, 0.51}}
Baryonyx.1, {{1, 0.88}, {99, 0.89}}
Spinosaurus.3, {{100, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{80, 0.88}, {20, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{8, 0.96}, {92, 0.97}}
Podica_senegalensis, {{3, 0.67}, {97, 0.66}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{62, 0.9}, {38, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Porphyrio_poliocephalus, {{100, 0.28}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{5, 0.9}, {95, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{83, 0.88}, {17, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{30, 0.96}, {70, 0.97}}
Eudyptes_chrysocome, {{100, 0.87}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{38, 0.9}, {62, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Porzana_carolina, {{1, 0.18}, {99, 0.17}}
Baryonyx.1, {{3, 0.9}, {97, 0.89}}
Spinosaurus.3, {{66, 0.9}, {34, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{99, 0.88}, {1, 0.89}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Psophia_crepitans, {{55, 0.22}, {45, 0.23}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{20, 0.9}, {80, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Sarothrura_rufa, {{70, 0.52}, {30, 0.51}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{6, 0.9}, {94, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{89, 0.88}, {11, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{30, 0.96}, {70, 0.97}}
Spheniscus_humboldti, {{25, 0.9}, {75, 0.89}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{49, 0.9}, {51, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Strigiops_habroptilus, {{100, 0.27}}
Baryonyx.1, {{98, 0.9}, {2, 0.89}}
Spinosaurus.3, {{99, 0.9}, {1, 0.89}}
Spinosaurus.2, {{2, 0.98}, {98, 0.97}}
Spinosaurus.1, {{33, 0.88}, {67, 0.89}}
Baryonyx, {{90, 0.98}, {10, 0.97}}
Spinosaurus, {{100, 0.97}}
Tachyeres_ciconia, {{100, 0.85}}
Baryonyx.1, {{12, 0.9}, {88, 0.89}}
Spinosaurus.3, {{79, 0.9}, {21, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{90, 0.88}, {10, 0.89}}
Baryonyx, {{5, 0.98}, {95, 0.97}}
Spinosaurus, {{100, 0.97}}
Tribonyx_ventralis, {{100, 0.71}}
Baryonyx.1, {{2, 0.88}, {98, 0.89}}
Spinosaurus.3, {{1, 0.88}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{75, 0.88}, {25, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{6, 0.96}, {94, 0.97}}
Turdus_olivater, {{99, 0.78}, {1, 0.77}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{19, 0.9}, {81, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Xenicus_longipes, {{100, 0.53}}
Spinophorosaurus_nigerensis, {{26, 0.53}, {65, 0.52}, {9, 0.51}}
Baryonyx.1, {{1, 0.91}, {99, 0.9}}
Spinosaurus.3, {{68, 0.91}, {32, 0.9}}
Spinosaurus.2, {{21, 0.98}, {79, 0.97}}
Spinosaurus.1, {{100, 0.89}}
Baryonyx, {{99, 0.98}, {1, 0.97}}
Spinosaurus, {{100, 0.97}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{6, 0.9}, {94, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{90, 0.88}, {10, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{8, 0.96}, {92, 0.97}}
Aptenodytes_patagonicus, {{100, 0.68}}
Apatosaurus_sp, {{4, 0.88}, {96, 0.89}}
Baryonyx.1, {{100, 0.91}}
Spinosaurus.3, {{100, 0.91}}
Spinosaurus.2, {{100, 0.98}}
Spinosaurus.1, {{80, 0.9}, {20, 0.89}}
Baryonyx, {{100, 0.98}}
Spinosaurus, {{100, 0.97}}
Diplodocus_sp, {{93, 0.95}, {7, 0.94}}
Baryonyx.1, {{43, 0.92}, {57, 0.91}}
Spinosaurus.3, {{95, 0.92}, {5, 0.91}}
Spinosaurus.2, {{100, 0.98}}
Spinosaurus.1, {{16, 0.91}, {84, 0.9}}
Baryonyx, {{100, 0.98}}
Spinosaurus, {{98, 0.98}, {2, 0.97}}
Brachiosaurus_sp, {{99, 0.96}, {1, 0.97}}
Baryonyx.1, {{100, 0.92}}
Spinosaurus.3, {{77, 0.92}, {23, 0.93}}
Spinosaurus.2, {{100, 0.98}}
Spinosaurus.1, {{100, 0.91}}
Baryonyx, {{100, 0.98}}
Spinosaurus, {{100, 0.98}}
Miragaia_longicollum, {{33, 0.85}, {67, 0.86}}
Baryonyx.1, {{97, 0.91}, {3, 0.9}}
Spinosaurus.3, {{100, 0.91}}
Spinosaurus.2, {{99, 0.98}, {1, 0.97}}
Spinosaurus.1, {{52, 0.9}, {48, 0.89}}
Baryonyx, {{100, 0.98}}
Spinosaurus, {{100, 0.97}}
Baryonyx.1, {{78, 0.9}, {22, 0.89}}
Spinosaurus.3, {{97, 0.9}, {3, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{62, 0.88}, {38, 0.89}}
Baryonyx, {{5, 0.98}, {95, 0.97}}
Spinosaurus, {{100, 0.97}}
Mammuthus_primigenius, {{86, 0.33}, {1, 0.34}, {13, 0.32}}
Baryonyx.1, {{60, 0.9}, {40, 0.89}}
Spinosaurus.3, {{94, 0.9}, {6, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{71, 0.88}, {29, 0.89}}
Baryonyx, {{15, 0.98}, {85, 0.97}}
Spinosaurus, {{100, 0.97}}
Ursus_spelaeus, {{58, 0.84}, {42, 0.83}}
Baryonyx.1, {{100, 0.9}}
Spinosaurus.3, {{7, 0.91}, {93, 0.9}}
Spinosaurus.2, {{17, 0.98}, {83, 0.97}}
Spinosaurus.1, {{5, 0.88}, {95, 0.89}}
Baryonyx, {{99, 0.98}, {1, 0.97}}
Spinosaurus, {{100, 0.97}}
Rhinocerus_unicornis, {{100, 0.73}}
Baryonyx.1, {{10, 0.88}, {90, 0.89}}
Spinosaurus.3, {{1, 0.88}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{56, 0.88}, {44, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{63, 0.96}, {37, 0.97}}
Bison_bonasus, {{100, 0.07}}
Baryonyx.1, {{8, 0.9}, {92, 0.89}}
Spinosaurus.3, {{72, 0.9}, {28, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{94, 0.88}, {6, 0.89}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Spinosaurus, {{100, 0.97}}
Dasyurus_maculatus, {{13, 0.53}, {87, 0.54}}
Baryonyx.1, {{97, 0.9}, {3, 0.89}}
Spinosaurus.3, {{99, 0.9}, {1, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{41, 0.88}, {59, 0.89}}
Baryonyx, {{26, 0.98}, {74, 0.97}}
Spinosaurus, {{100, 0.97}}
Desmana_moschata, {{12, 0.85}, {88, 0.86}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{7, 0.9}, {93, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{91, 0.88}, {9, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Anas_platyrhynchos, {{2, 0.0}, {98, 0.01}}
Baryonyx.1, {{89, 0.88}, {11, 0.89}}
Spinosaurus.3, {{32, 0.88}, {68, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{14, 0.88}, {86, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{72, 0.96}, {28, 0.97}}
Diplomesodon_pulchellum, {{100, 0.5}}
Baryonyx.1, {{69, 0.88}, {31, 0.89}}
Spinosaurus.3, {{13, 0.88}, {87, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{23, 0.88}, {77, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{71, 0.96}, {29, 0.97}}
Euroscaptor_micrura, {{63, 0.38}, {37, 0.39}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{28, 0.9}, {72, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Hemiechinus_azurites, {{79, 0.2}, {21, 0.19}}
Baryonyx.1, {{82, 0.9}, {18, 0.89}}
Spinosaurus.3, {{97, 0.9}, {3, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{52, 0.88}, {48, 0.89}}
Baryonyx, {{16, 0.98}, {84, 0.97}}
Spinosaurus, {{100, 0.97}}
Lutra_vulgaris, {{38, 0.86}, {62, 0.87}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{18, 0.9}, {82, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Monodelphis_domestica, {{86, 0.3}, {14, 0.31}}
Baryonyx.1, {{74, 0.88}, {26, 0.89}}
Spinosaurus.3, {{15, 0.88}, {85, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{20, 0.88}, {80, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{67, 0.96}, {33, 0.97}}
Mustela_nivalis, {{99, 0.45}, {1, 0.44}}
Baryonyx.1, {{91, 0.9}, {9, 0.89}}
Spinosaurus.3, {{99, 0.9}, {1, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{58, 0.88}, {42, 0.89}}
Baryonyx, {{5, 0.98}, {95, 0.97}}
Spinosaurus, {{100, 0.97}}
Noemys_fodies, {{1, 0.68}, {99, 0.69}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{34, 0.9}, {66, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Rhynchocyon_petersi, {{88, 0.37}, {12, 0.38}}
Baryonyx.1, {{1, 0.88}, {99, 0.89}}
Spinosaurus.3, {{100, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{79, 0.88}, {21, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{24, 0.96}, {76, 0.97}}
Taxidea_taxus, {{100, 0.4}}
Baryonyx.1, {{15, 0.88}, {85, 0.89}}
Spinosaurus.3, {{4, 0.88}, {96, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{59, 0.88}, {41, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{43, 0.96}, {57, 0.97}}
Tenrec_ecaudatus, {{28, 0.43}, {72, 0.42}}
Baryonyx.1, {{2, 0.88}, {98, 0.89}}
Spinosaurus.3, {{100, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{69, 0.88}, {31, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{31, 0.96}, {69, 0.97}}
Melanitta_nigra, {{100, 0.36}}
Baryonyx.1, {{57, 0.88}, {43, 0.89}}
Spinosaurus.3, {{10, 0.88}, {90, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{31, 0.88}, {69, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{55, 0.96}, {45, 0.97}}
Rattus_rattus, {{100, 0.47}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{3, 0.9}, {97, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{96, 0.88}, {4, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{1, 0.96}, {99, 0.97}}
Microgale_thomasi, {{100, 0.32}}
Baryonyx.1, {{100, 0.9}}
Spinosaurus.3, {{100, 0.9}}
Spinosaurus.2, {{1, 0.98}, {99, 0.97}}
Spinosaurus.1, {{24, 0.88}, {76, 0.89}}
Baryonyx, {{60, 0.98}, {40, 0.97}}
Spinosaurus, {{100, 0.97}}
Hydromys_chrysogaster, {{100, 0.79}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{1, 0.9}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{82, 0.88}, {18, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Pelecanus_sp., {{100, 0.0}}
Baryonyx.1, {{5, 0.88}, {95, 0.89}}
Spinosaurus.3, {{1, 0.88}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{64, 0.88}, {36, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{30, 0.96}, {70, 0.97}}
Otis_tarda, {{100, 0.04}}
Baryonyx.1, {{2, 0.9}, {98, 0.89}}
Spinosaurus.3, {{66, 0.9}, {34, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{99, 0.88}, {1, 0.89}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Spinosaurus, {{100, 0.97}}
Morus_bassanus, {{23, 0.03}, {77, 0.02}}
Dallasaurus_turneri, {{9, 0.43}, {91, 0.42}}
Baryonyx.1, {{11, 0.91}, {89, 0.9}}
Spinosaurus.3, {{87, 0.91}, {13, 0.9}}
Spinosaurus.2, {{99, 0.98}, {1, 0.97}}
Spinosaurus.1, {{1, 0.9}, {99, 0.89}}
Baryonyx, {{100, 0.98}}
Spinosaurus, {{100, 0.97}}
Baryonyx.1, {{100, 0.89}}
Spinosaurus.3, {{6, 0.9}, {94, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{82, 0.88}, {18, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{4, 0.96}, {96, 0.97}}
Ardea_cinerea, {{100, 0.01}}
Baryonyx.1, {{1, 0.9}, {99, 0.89}}
Spinosaurus.3, {{34, 0.9}, {66, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{100, 0.88}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{100, 0.97}}
Dendrocopos_major, {{100, 0.35}}
Baryonyx.1, {{6, 0.88}, {94, 0.89}}
Spinosaurus.3, {{1, 0.88}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{60, 0.88}, {40, 0.87}}
Baryonyx, {{100, 0.97}}
Spinosaurus, {{49, 0.96}, {51, 0.97}}
Dacelo_novaeguineae, {{100, 0.11}}
Baryonyx.1, {{58, 0.9}, {42, 0.89}}
Spinosaurus.3, {{94, 0.9}, {6, 0.89}}
Spinosaurus.2, {{5, 0.98}, {95, 0.97}}
Spinosaurus.1, {{61, 0.88}, {39, 0.89}}
Baryonyx, {{92, 0.98}, {8, 0.97}}
Spinosaurus, {{100, 0.97}}
Buteo_buteo, {{100, 0.0}}
Baryonyx.1, {{2, 0.88}, {98, 0.89}}
Spinosaurus.3, {{1, 0.88}, {99, 0.89}}
Spinosaurus.2, {{100, 0.97}}
Spinosaurus.1, {{64, 0.88}, {36, 0.87}}
