"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",38,5,20,54
"2",38,5,20,54
"3",38,5,20,54
"4",38,5,20,54
"5",38,5,20,54
"6",40,5,18,54
"7",38,5,20,54
"8",38,5,20,54
"9",40,5,18,54
"10",38,5,20,54
"11",38,5,20,54
"12",40,5,18,54
"13",40,5,18,54
"14",40,5,18,54
"15",40,5,18,54
"16",38,5,20,54
"17",38,5,20,54
"18",38,5,20,54
"19",38,5,20,54
"20",40,5,18,54
"21",38,5,20,54
"22",38,5,20,54
"23",38,5,20,54
"24",40,5,18,54
"25",38,5,20,54
"26",40,5,18,54
"27",38,5,20,54
"28",38,5,20,54
"29",38,5,20,54
"30",38,5,20,54
"31",40,5,18,54
"32",38,5,20,54
"33",38,5,20,54
"34",38,5,20,54
"35",40,5,18,54
"36",38,5,20,54
"37",40,5,18,54
"38",38,5,20,54
"39",38,5,20,54
"40",38,5,20,54
"41",38,5,20,54
"42",38,5,20,54
"43",38,5,20,54
"44",40,5,18,54
"45",38,5,20,54
"46",40,5,18,54
"47",38,5,20,54
"48",38,5,20,54
"49",40,5,18,54
"50",40,5,18,54
"51",40,5,18,54
"52",38,5,20,54
"53",38,5,20,54
"54",38,5,20,54
"55",40,5,18,54
"56",40,5,18,54
"57",40,5,18,54
"58",40,5,18,54
"59",40,5,18,54
"60",40,5,18,54
"61",40,5,18,54
"62",38,5,20,54
"63",40,5,18,54
"64",38,5,20,54
"65",40,5,18,54
"66",38,5,20,54
"67",38,5,20,54
"68",38,5,20,54
"69",40,5,18,54
"70",38,5,20,54
"71",40,5,18,54
"72",38,5,20,54
"73",38,5,20,54
"74",38,5,20,54
"75",38,5,20,54
"76",40,5,18,54
"77",38,5,20,54
"78",40,5,18,54
"79",40,5,18,54
"80",38,5,20,54
"81",38,5,20,54
"82",40,5,18,54
"83",40,5,18,54
"84",38,5,20,54
"85",38,5,20,54
"86",38,5,20,54
"87",40,5,18,54
"88",38,5,20,54
"89",40,5,18,54
"90",40,5,18,54
"91",40,5,18,54
"92",38,5,20,54
"93",40,5,18,54
"94",38,5,20,54
"95",40,5,18,54
"96",38,5,20,54
"97",38,5,20,54
"98",38,5,20,54
"99",38,5,20,54
"100",38,5,20,54
