Tamandua_tetradactyla, {{100, 0.88}}
Phocanella_pumila, {{100, 0.99}}
Tapirus_terrestris, {{80, 0.68}, {20, 0.67}}
Elomeryx_borbonicus_, {{59, 0.28}, {41, 0.27}}
Champsosaurus, {{100, 0.99}}
Neusticosaurus, {{100, 1.0}}
Serpianosaurus, {{100, 1.0}}
Nothosaurus_150, {{100, 1.0}}
Sphenodon_punctatus, {{100, 0.73}}
Spinosaurus_.11, {{17, 0.47}, {3, 0.5}, {10, 0.45}, {9, 0.46}, {32, 0.49}, {25, 0.48}, {4, 0.44}}
Spinosaurus_.10, {{21, 0.53}, {22, 0.54}, {13, 0.5}, {12, 0.52}, {6, 0.55}, {19, 0.51}, {7, 0.49}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{97, 0.98}, {3, 0.99}}
Spinosaurus_.7, {{42, 0.96}, {58, 0.97}}
Spinosaurus_.6, {{58, 0.92}, {7, 0.91}, {35, 0.93}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{18, 0.95}, {82, 0.96}}
Spinosaurus_.1, {{51, 0.91}, {45, 0.9}, {4, 0.89}}
Spinosaurus_, {{5, 0.99}, {95, 1.0}}
Baryonyx.3, {{98, 0.88}, {1, 0.89}, {1, 0.87}}
Baryonyx.2, {{100, 0.96}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{56, 0.3}, {1, 0.32}, {33, 0.31}, {10, 0.29}}
Suchomimus.2, {{59, 0.56}, {39, 0.55}, {2, 0.57}}
Suchomimus.1, {{53, 0.28}, {4, 0.27}, {43, 0.29}}
Suchomimus, {{56, 0.53}, {42, 0.54}, {2, 0.52}}
Baryonyx, {{100, 0.99}}
Caloenas_nicobarica, {{98, 0.0}, {2, 0.01}}
Palaeospheniscus, {{100, 0.85}}
Chironectes_minimus, {{100, 0.91}}
Procavia_capensis, {{97, 0.53}, {3, 0.54}}
Micropotamogale_euwenzorii, {{100, 0.87}}
Rattus_rattus, {{71, 0.09}, {29, 0.08}}
Meles_meles, {{100, 0.31}}
Giraffa_camelopardalis, {{97, 0.3}, {3, 0.29}}
Alces_americanus, {{100, 0.37}}
Nothosaurus_giganteus, {{2, 0.63}, {67, 0.64}, {31, 0.65}}
Dyrosaurid, {{64, 0.18}, {36, 0.17}}
Spinosaurus_.11, {{23, 0.47}, {12, 0.45}, {16, 0.46}, {40, 0.48}, {5, 0.49}, {4, 0.44}}
Spinosaurus_.10, {{25, 0.53}, {9, 0.54}, {19, 0.5}, {19, 0.52}, {20, 0.51}, {8, 0.49}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{34, 0.98}, {66, 0.99}}
Spinosaurus_.7, {{100, 0.97}}
Spinosaurus_.6, {{10, 0.92}, {4, 0.94}, {86, 0.93}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{1, 0.95}, {99, 0.96}}
Spinosaurus_.1, {{1, 0.92}, {74, 0.91}, {25, 0.9}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{1, 0.9}, {99, 0.89}}
Baryonyx.2, {{3, 0.96}, {97, 0.97}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{14, 0.33}, {74, 0.32}, {12, 0.31}}
Suchomimus.2, {{84, 0.58}, {5, 0.59}, {11, 0.57}}
Suchomimus.1, {{59, 0.3}, {1, 0.31}, {40, 0.29}}
Suchomimus, {{13, 0.56}, {4, 0.54}, {83, 0.55}}
Baryonyx, {{100, 0.99}}
Atlantisia_rogersi, {{100, 0.01}}
Monodelphis_domestica, {{73, 0.68}, {27, 0.69}}
Otaria_byronia, {{100, 0.9}}
Lama_guanicoe, {{93, 0.07}, {7, 0.08}}
Cephalophus_silvicultor, {{59, 0.47}, {41, 0.46}}
Rangifer_tarandus, {{100, 0.07}}
Psephoderma, {{100, 0.91}}
Placodontia_indet_1, {{100, 0.98}}
Lacerta_viridis, {{7, 0.28}, {93, 0.27}}
Pogona_viceps, {{100, 0.02}}
Spinosaurus_.11, {{32, 0.47}, {4, 0.43}, {21, 0.45}, {28, 0.46}, {1, 0.48}, {14, 0.44}}
Spinosaurus_.10, {{5, 0.47}, {22, 0.5}, {5, 0.52}, {28, 0.51}, {22, 0.49}, {18, 0.48}}
Spinosaurus_.9, {{100, 0.98}}
Spinosaurus_.8, {{100, 0.97}}
Spinosaurus_.7, {{89, 0.94}, {11, 0.95}}
Spinosaurus_.6, {{43, 0.88}, {57, 0.89}}
Spinosaurus_.5, {{100, 0.99}}
Spinosaurus_.4, {{47, 0.98}, {53, 0.97}}
Spinosaurus_.3, {{99, 0.96}, {1, 0.97}}
Spinosaurus_.2, {{6, 0.92}, {1, 0.94}, {93, 0.93}}
Spinosaurus_.1, {{5, 0.85}, {49, 0.86}, {46, 0.87}}
Spinosaurus_, {{100, 0.99}}
Baryonyx.3, {{57, 0.84}, {43, 0.83}}
Baryonyx.2, {{68, 0.94}, {32, 0.93}}
Baryonyx.1, {{100, 0.98}}
Suchomimus.3, {{4, 0.3}, {35, 0.32}, {61, 0.31}}
Suchomimus.2, {{83, 0.53}, {8, 0.54}, {9, 0.52}}
Suchomimus.1, {{57, 0.3}, {1, 0.31}, {42, 0.29}}
Suchomimus, {{6, 0.5}, {10, 0.52}, {84, 0.51}}
Baryonyx, {{100, 0.97}}
Apteryx_australis, {{2, 0.12}, {98, 0.13}}
Xenicus_giliventris, {{100, 0.01}}
Hemiechinus_azurites, {{100, 0.65}}
Lutra_vulgaris, {{100, 0.92}}
Felis_felis, {{92, 0.13}, {8, 0.14}}
Uncia_uncia, {{13, 0.47}, {87, 0.48}}
Indohyus, {{96, 0.94}, {4, 0.93}}
Rupicapra_rupicapra, {{9, 0.06}, {91, 0.05}}
Bos_taurus, {{100, 0.68}}
Bison_bonasus, {{60, 0.28}, {40, 0.29}}
Nothosaurus_mirabilis, {{98, 0.94}, {2, 0.93}}
