"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",39,7,18,52
"2",39,7,18,52
"3",39,7,18,52
"4",39,7,18,52
"5",39,7,18,52
"6",39,7,18,52
"7",39,7,18,52
"8",39,7,18,52
"9",39,7,18,52
"10",39,7,18,52
"11",39,7,18,52
"12",39,7,18,52
"13",39,7,18,52
"14",39,7,18,52
"15",39,7,18,52
"16",39,7,18,52
"17",39,7,18,52
"18",39,7,18,52
"19",39,7,18,52
"20",39,7,18,52
"21",39,7,18,52
"22",39,7,18,52
"23",39,7,18,52
"24",39,7,18,52
"25",39,7,18,52
"26",39,7,18,52
"27",39,7,18,52
"28",39,7,18,52
"29",39,7,18,52
"30",39,7,18,52
"31",39,7,18,52
"32",39,7,18,52
"33",39,7,18,52
"34",39,7,18,52
"35",39,7,18,52
"36",39,7,18,52
"37",39,7,18,52
"38",39,7,18,52
"39",39,7,18,52
"40",39,7,18,52
"41",39,7,18,52
"42",39,7,18,52
"43",39,7,18,52
"44",39,7,18,52
"45",39,7,18,52
"46",39,7,18,52
"47",39,7,18,52
"48",39,7,18,52
"49",39,7,18,52
"50",39,7,18,52
"51",39,7,18,52
"52",39,7,18,52
"53",39,7,18,52
"54",39,7,18,52
"55",39,7,18,52
"56",39,7,18,52
"57",39,7,18,52
"58",39,7,18,52
"59",39,7,18,52
"60",39,7,18,52
"61",39,7,18,52
"62",39,7,18,52
"63",39,7,18,52
"64",39,7,18,52
"65",39,7,18,52
"66",39,7,18,52
"67",39,7,18,52
"68",39,7,18,52
"69",39,7,18,52
"70",39,7,18,52
"71",39,7,18,52
"72",39,7,18,52
"73",39,7,18,52
"74",39,7,18,52
"75",39,7,18,52
"76",39,7,18,52
"77",39,7,18,52
"78",39,7,18,52
"79",39,7,18,52
"80",39,7,18,52
"81",39,7,18,52
"82",39,7,18,52
"83",39,7,18,52
"84",39,7,18,52
"85",39,7,18,52
"86",39,7,18,52
"87",39,7,18,52
"88",39,7,18,52
"89",39,7,18,52
"90",39,7,18,52
"91",39,7,18,52
"92",39,7,18,52
"93",39,7,18,52
"94",39,7,18,52
"95",39,7,18,52
"96",39,7,18,52
"97",39,7,18,52
"98",39,7,18,52
"99",39,7,18,52
"100",39,7,18,52
