"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",33,7,25,52
"2",33,7,25,52
"3",33,7,25,52
"4",33,7,25,52
"5",33,7,25,52
"6",33,7,25,52
"7",33,7,25,52
"8",33,7,25,52
"9",33,7,25,52
"10",33,7,25,52
"11",33,7,25,52
"12",33,7,25,52
"13",33,7,25,52
"14",33,7,25,52
"15",33,7,25,52
"16",33,7,25,52
"17",33,7,25,52
"18",33,7,25,52
"19",33,7,25,52
"20",33,7,25,52
"21",33,7,25,52
"22",33,7,25,52
"23",33,7,25,52
"24",33,7,25,52
"25",33,7,25,52
"26",33,7,25,52
"27",33,7,25,52
"28",33,7,25,52
"29",33,7,25,52
"30",33,7,25,52
"31",33,7,25,52
"32",33,7,25,52
"33",33,7,25,52
"34",33,7,25,52
"35",33,7,25,52
"36",33,7,25,52
"37",33,7,25,52
"38",33,7,25,52
"39",33,7,25,52
"40",33,7,25,52
"41",33,7,25,52
"42",33,7,25,52
"43",33,7,25,52
"44",33,7,25,52
"45",33,7,25,52
"46",33,7,25,52
"47",33,7,25,52
"48",33,7,25,52
"49",33,7,25,52
"50",33,7,25,52
"51",33,7,25,52
"52",33,7,25,52
"53",33,7,25,52
"54",33,7,25,52
"55",33,7,25,52
"56",33,7,25,52
"57",33,7,25,52
"58",33,7,25,52
"59",33,7,25,52
"60",33,7,25,52
"61",33,7,25,52
"62",33,7,25,52
"63",33,7,25,52
"64",33,7,25,52
"65",33,7,25,52
"66",33,7,25,52
"67",33,7,25,52
"68",33,7,25,52
"69",33,7,25,52
"70",33,7,25,52
"71",33,7,25,52
"72",33,7,25,52
"73",33,7,25,52
"74",33,7,25,52
"75",33,7,25,52
"76",33,7,25,52
"77",33,7,25,52
"78",33,7,25,52
"79",33,7,25,52
"80",33,7,25,52
"81",33,7,25,52
"82",33,7,25,52
"83",33,7,25,52
"84",33,7,25,52
"85",33,7,25,52
"86",33,7,25,52
"87",33,7,25,52
"88",33,7,25,52
"89",33,7,25,52
"90",33,7,25,52
"91",33,7,25,52
"92",33,7,25,52
"93",33,7,25,52
"94",33,7,25,52
"95",33,7,25,52
"96",33,7,25,52
"97",33,7,25,52
"98",33,7,25,52
"99",33,7,25,52
"100",33,7,25,52
