"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",38,6,20,53
"2",38,6,20,53
"3",38,6,20,53
"4",39,6,19,53
"5",39,6,19,53
"6",38,6,20,53
"7",38,6,20,53
"8",38,6,20,53
"9",38,6,20,53
"10",38,6,20,53
"11",38,6,20,53
"12",38,6,20,53
"13",38,6,20,53
"14",38,6,20,53
"15",38,6,20,53
"16",39,6,19,53
"17",38,6,20,53
"18",38,6,20,53
"19",38,6,20,53
"20",38,6,20,53
"21",39,6,19,53
"22",39,6,19,53
"23",38,6,20,53
"24",38,6,20,53
"25",38,6,20,53
"26",38,6,20,53
"27",38,6,20,53
"28",38,6,20,53
"29",38,6,20,53
"30",38,6,20,53
"31",39,6,19,53
"32",38,6,20,53
"33",38,6,20,53
"34",38,6,20,53
"35",38,6,20,53
"36",38,6,20,53
"37",38,6,20,53
"38",38,6,20,53
"39",39,6,19,53
"40",39,6,19,53
"41",38,6,20,53
"42",39,6,19,53
"43",38,6,20,53
"44",39,6,19,53
"45",38,6,20,53
"46",38,6,20,53
"47",38,6,20,53
"48",39,6,19,53
"49",39,6,19,53
"50",38,6,20,53
"51",38,6,20,53
"52",38,6,20,53
"53",38,6,20,53
"54",39,6,19,53
"55",38,6,20,53
"56",39,6,19,53
"57",38,6,20,53
"58",38,6,20,53
"59",38,6,20,53
"60",39,6,19,53
"61",38,6,20,53
"62",38,6,20,53
"63",38,6,20,53
"64",38,6,20,53
"65",38,6,20,53
"66",38,6,20,53
"67",38,6,20,53
"68",38,6,20,53
"69",38,6,20,53
"70",38,6,20,53
"71",38,6,20,53
"72",38,6,20,53
"73",38,6,20,53
"74",38,6,20,53
"75",38,6,20,53
"76",38,6,20,53
"77",39,6,19,53
"78",38,6,20,53
"79",38,6,20,53
"80",38,6,20,53
"81",38,6,20,53
"82",38,6,20,53
"83",38,6,20,53
"84",38,6,20,53
"85",38,6,20,53
"86",38,6,20,53
"87",38,6,20,53
"88",38,6,20,53
"89",38,6,20,53
"90",38,6,20,53
"91",38,6,20,53
"92",39,6,19,53
"93",38,6,20,53
"94",38,6,20,53
"95",38,6,20,53
"96",38,6,20,53
"97",38,6,20,53
"98",39,6,19,53
"99",39,6,19,53
"100",38,6,20,53
