Crocodylus_sp., {{100, {{83, 5, 9, 25}, 1.0}}}
Baryonyx.1, {{1, {{83, 5, 9, 25}, 1.0}}, {99, {{83, 5, 9, 25}, 0.99}}}
Spinosaurus.3, {{13, {{83, 5, 9, 25}, 1.0}}, {87, {{83, 5, 9, 25}, 0.99}}}
Spinosaurus.2, {{100, {{83, 5, 9, 25}, 1.0}}}
Spinosaurus.1, {{100, {{83, 5, 9, 25}, 0.99}}}
Baryonyx, {{100, {{83, 5, 9, 25}, 1.0}}}
Spinosaurus, {{100, {{83, 5, 9, 25}, 1.0}}}
Sarothrura_rufa, {{87, {{83, 5, 9, 25}, 0.2}}, {5, {{83, 5, 9, 25}, 0.21}}, {8, {{83, 5, 9, 25}, 0.19}}}
Dendrocopos_major, {{57, {{83, 5, 9, 25}, 0.05}}, {43, {{83, 5, 9, 25}, 0.06}}}
Larus_argentatus, {{100, {{83, 5, 9, 25}, 0.0}}}
Phaeton_aethereus, {{36, {{83, 5, 9, 25}, 0.12}}, {64, {{83, 5, 9, 25}, 0.13}}}
Pelagodroma_marina, {{32, {{83, 5, 9, 25}, 0.1}}, {68, {{83, 5, 9, 25}, 0.11}}}
Aptenodytes_patagonicus, {{100, {{83, 5, 9, 25}, 0.67}}}
Tachyglossus_aculeatus_setosus, {{2, {{83, 5, 9, 25}, 0.03}}, {98, {{83, 5, 9, 25}, 0.02}}}
Paleoparadoxia_sp, {{100, {{83, 5, 9, 25}, 1.0}}}
Castor_fiber, {{100, {{83, 5, 9, 25}, 0.97}}}
Erinaceus_europaeus, {{98, {{83, 5, 9, 25}, 0.01}}, {2, {{83, 5, 9, 25}, 0.02}}}
Pipistrellus_pipistrellus, {{100, {{83, 5, 9, 25}, 0.0}}}
Ursus_spelaeus, {{33, {{83, 5, 9, 25}, 0.96}}, {67, {{83, 5, 9, 25}, 0.95}}}
Rangifer_tarandus, {{2, {{83, 5, 9, 25}, 0.47}}, {98, {{83, 5, 9, 25}, 0.48}}}
Crocodylus_niloticus, {{31, {{84, 6, 10, 23}, 1.0}}, {69, {{84, 5, 10, 24}, 1.0}}}
Baryonyx.1, {{17, {{84, 6, 10, 23}, 1.0}}, {55, {{84, 5, 10, 24}, 0.99}}, {14, {{84, 6, 10, 23}, 0.99}}, {14, {{84, 5, 10, 24}, 1.0}}}
Spinosaurus.3, {{29, {{84, 6, 10, 23}, 1.0}}, {8, {{84, 5, 10, 24}, 0.99}}, {2, {{84, 6, 10, 23}, 0.99}}, {61, {{84, 5, 10, 24}, 1.0}}}
Spinosaurus.2, {{31, {{84, 6, 10, 23}, 1.0}}, {69, {{84, 5, 10, 24}, 1.0}}}
Spinosaurus.1, {{69, {{84, 5, 10, 24}, 0.99}}, {31, {{84, 6, 10, 23}, 0.99}}}
Baryonyx, {{31, {{84, 6, 10, 23}, 1.0}}, {69, {{84, 5, 10, 24}, 1.0}}}
Spinosaurus, {{31, {{84, 6, 10, 23}, 1.0}}, {69, {{84, 5, 10, 24}, 1.0}}}
Apteryx_owenii, {{68, {{84, 5, 10, 24}, 0.36}}, {1, {{84, 5, 10, 24}, 0.35}}, {21, {{84, 6, 10, 23}, 0.36}}, {10, {{84, 6, 10, 23}, 0.35}}}
Anas_platyrhynchos, {{69, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}}
Phalacrocorax_harris, {{69, {{84, 5, 10, 24}, 0.9}}, {31, {{84, 6, 10, 23}, 0.9}}}
Orycteropus_afer, {{69, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}}
Cercopithecus_mona, {{69, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}}
Galemys_pyrenaicus, {{69, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}}
Desmana_moschata, {{69, {{84, 5, 10, 24}, 0.94}}, {31, {{84, 6, 10, 23}, 0.94}}}
Ursus_maritimus, {{52, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}, {17, {{84, 5, 10, 24}, 0.01}}}
Martes_martes, {{31, {{84, 6, 10, 23}, 0.01}}, {2, {{84, 5, 10, 24}, 0.02}}, {67, {{84, 5, 10, 24}, 0.01}}}
Sus_scrofa, {{69, {{84, 5, 10, 24}, 0.0}}, {31, {{84, 6, 10, 23}, 0.0}}}
Dorudon, {{31, {{84, 6, 10, 23}, 1.0}}, {69, {{84, 5, 10, 24}, 1.0}}}
Giraffa_camelopardalis, {{31, {{84, 6, 10, 23}, 0.01}}, {69, {{84, 5, 10, 24}, 0.01}}}
