"","[1,1]","[1,2]","[2,1]","[2,2]"
"1",36,5,16,49
"2",36,5,16,49
"3",36,5,16,49
"4",36,5,16,49
"5",36,5,16,49
"6",36,5,16,49
"7",36,5,16,49
"8",36,5,16,49
"9",36,5,16,49
"10",36,5,16,49
"11",36,5,16,49
"12",36,5,16,49
"13",36,5,16,49
"14",36,5,16,49
"15",36,5,16,49
"16",36,5,16,49
"17",36,5,16,49
"18",36,5,16,49
"19",36,5,16,49
"20",36,5,16,49
"21",36,5,16,49
"22",36,5,16,49
"23",36,5,16,49
"24",36,5,16,49
"25",36,5,16,49
"26",36,5,16,49
"27",36,5,16,49
"28",36,5,16,49
"29",36,5,16,49
"30",36,5,16,49
"31",36,5,16,49
"32",36,5,16,49
"33",36,5,16,49
"34",36,5,16,49
"35",36,5,16,49
"36",36,5,16,49
"37",36,5,16,49
"38",36,5,16,49
"39",36,5,16,49
"40",36,5,16,49
"41",36,5,16,49
"42",36,5,16,49
"43",36,5,16,49
"44",36,5,16,49
"45",36,5,16,49
"46",36,5,16,49
"47",36,5,16,49
"48",36,5,16,49
"49",36,5,16,49
"50",36,5,16,49
"51",36,5,16,49
"52",36,5,16,49
"53",36,5,16,49
"54",36,5,16,49
"55",36,5,16,49
"56",36,5,16,49
"57",36,5,16,49
"58",36,5,16,49
"59",36,5,16,49
"60",36,5,16,49
"61",36,5,16,49
"62",36,5,16,49
"63",36,5,16,49
"64",36,5,16,49
"65",36,5,16,49
"66",36,5,16,49
"67",36,5,16,49
"68",36,5,16,49
"69",36,5,16,49
"70",36,5,16,49
"71",36,5,16,49
"72",36,5,16,49
"73",36,5,16,49
"74",36,5,16,49
"75",36,5,16,49
"76",36,5,16,49
"77",36,5,16,49
"78",36,5,16,49
"79",36,5,16,49
"80",36,5,16,49
"81",36,5,16,49
"82",36,5,16,49
"83",36,5,16,49
"84",36,5,16,49
"85",36,5,16,49
"86",36,5,16,49
"87",36,5,16,49
"88",36,5,16,49
"89",36,5,16,49
"90",36,5,16,49
"91",36,5,16,49
"92",36,5,16,49
"93",36,5,16,49
"94",36,5,16,49
"95",36,5,16,49
"96",36,5,16,49
"97",36,5,16,49
"98",36,5,16,49
"99",36,5,16,49
"100",36,5,16,49
